chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr4	139548348	139548369	0.92	0.96	0.93	0.91	0.92	0.95	0.92	0.98	0.91	0.96	0.97	0.97	0.97	0.96	0.06	0.69	0.36	0.96	0.96	0.98	0.93	0.70	0.95	0.95	0.97	0.98	0.97	0.93	0.96	0.96	0.93	0.94	0.98	0.97	0.91	0.94	0.90	0.92	0.96
chr4	140143858	140144090	0.97	0.96	0.91	0.93	0.93	0.96	0.91	0.99	0.95	0.98	0.97	0.83	0.96	0.95	0.97	0.86	0.11	0.98	0.97	0.98	0.98	0.84	0.84	0.94	0.97	0.98	0.95	0.92	0.98	0.98	0.85	0.93	0.62	0.97	0.97	0.96	0.97	0.97	0.95
chr4	146563690	146564267	0.93	0.93	0.93	0.80	0.86	0.93	0.78	0.96	0.83	0.94	0.97	0.88	0.94	0.92	0.69	0.68	0.02	0.95	0.95	0.92	0.90	0.59	0.94	0.96	0.95	0.95	0.95	0.90	0.92	0.92	0.95	0.96	0.97	0.94	0.88	0.94	0.94	0.95	0.94
chr4	148142277	148142358	0.97	0.96	0.94	0.95	0.98	0.96	0.91	0.96	0.91	0.96	0.97	0.98	0.98	0.97	0.04	0.05	0.63	0.98	0.98	0.98	0.97	0.74	0.96	0.96	0.98	0.95	0.96	0.93	0.97	0.99	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.98	0.95
chr4	154626322	154626388	0.95	0.91	0.90	0.85	0.90	0.94	0.79	0.96	0.92	0.96	0.96	0.92	0.97	0.95	0.95	0.97	0.96	0.80	0.95	0.96	0.97	0.76	0.96	0.93	0.95	0.97	0.95	0.97	0.96	0.97	0.96	0.96	0.96	0.96	0.97	0.02	0.95	0.97	0.92
chr4	163143302	163143447	0.93	0.94	0.93	0.87	0.95	0.93	0.89	0.94	0.94	0.94	0.92	0.97	0.92	0.89	0.95	0.92	0.93	0.96	0.94	0.02	0.53	0.80	0.95	0.96	0.97	0.95	0.96	0.94	0.95	0.95	0.90	0.93	0.91	0.87	0.97	0.96	0.93	0.79	0.93
chr4	163555768	163555840	0.90	0.93	0.93	0.84	0.91	0.90	0.87	0.95	0.09	0.91	0.84	0.89	0.97	0.82	0.86	0.87	0.91	0.94	0.82	0.98	0.85	0.70	0.94	0.97	0.97	0.97	0.97	0.95	0.93	0.95	0.97	0.95	0.90	0.95	0.95	0.95	0.94	0.93	0.92
chr4	168073936	168074024	0.96	0.93	0.95	0.86	0.85	0.95	0.87	0.10	0.82	0.96	0.94	0.92	0.95	0.90	0.95	0.96	0.97	0.97	0.97	0.97	0.98	0.69	0.94	0.95	0.96	0.95	0.95	0.89	0.97	0.98	0.96	0.96	0.95	0.98	0.96	0.94	0.97	0.95	0.93
chr4	174607364	174607426	0.84	0.85	0.90	0.79	0.77	0.86	0.87	0.80	0.65	0.83	0.91	0.83	0.95	0.90	0.05	0.73	0.94	0.86	0.93	0.96	0.90	0.58	0.94	0.98	0.97	0.97	0.97	0.92	0.90	0.55	0.96	0.97	0.94	0.97	0.73	0.98	0.97	0.95	0.96
chr4	176994595	176994606	0.97	0.95	0.96	0.95	0.98	0.95	0.93	0.06	0.96	0.96	0.99	0.92	0.92	0.88	0.93	0.92	0.98	0.98	0.96	0.99	0.98	0.70	0.96	0.94	0.95	1.00	0.96	0.95	0.97	0.97	0.97	0.95	0.96	0.96	0.99	0.91	0.94	0.95	0.94
chr4	177401077	177401313	0.95	0.94	0.91	0.93	0.86	0.95	0.86	0.97	0.80	0.96	0.97	0.97	0.97	0.89	0.96	0.96	0.97	0.97	0.96	0.97	0.96	0.70	0.96	0.97	0.97	0.97	0.92	0.93	0.95	0.96	0.95	0.94	0.98	0.98	0.96	0.96	0.95	0.80	0.07
chr4	183092251	183092457	0.96	0.96	0.89	0.91	0.95	0.95	0.89	0.93	0.92	0.97	0.97	0.97	0.98	0.90	0.97	0.97	0.98	0.97	0.97	0.97	0.97	0.67	0.90	0.95	0.96	0.96	0.92	0.93	0.97	0.97	0.97	0.94	0.98	0.98	0.97	0.97	0.07	0.95	0.88
chr4	183993251	183993360	0.97	0.95	0.88	0.95	0.88	0.94	0.85	0.69	0.89	0.93	0.95	0.96	0.97	0.89	0.70	0.83	0.05	0.96	0.96	0.97	0.96	0.64	0.82	0.90	0.95	0.97	0.86	0.95	0.96	0.96	0.96	0.97	0.98	0.97	0.95	0.91	0.88	0.93	0.86
chr4	184788972	184789192	0.86	0.92	0.84	0.89	0.90	0.88	0.85	0.86	0.87	0.94	0.96	0.68	0.95	0.90	0.09	0.07	0.75	0.80	0.97	0.94	0.92	0.75	0.95	0.96	0.97	0.98	0.92	0.91	0.92	0.88	0.88	0.94	0.86	0.96	0.92	0.93	0.93	0.94	0.94
chr4	186708174	186708337	0.95	0.94	0.89	0.97	0.95	0.95	0.94	0.82	0.90	0.96	0.96	0.97	0.97	0.97	0.95	0.97	0.93	0.97	0.97	0.98	0.95	0.75	0.92	0.94	0.94	0.94	0.94	0.96	0.92	0.94	0.95	0.95	0.92	0.96	0.96	0.94	0.97	0.01	0.72
chr4	188112328	188112357	0.68	0.86	0.63	0.59	0.90	0.90	0.30	0.96	1.00	0.97	0.96	0.83	0.93	0.76	0.92	0.83	0.95	0.95	0.92	0.93	0.89	0.66	0.92	0.93	0.95	0.86	0.94	0.67	0.92	0.96	0.95	0.91	0.95	0.90	0.96	0.85	0.87	0.94	0.94
chr5	1475139	1475232	0.95	0.96	0.95	0.95	0.94	0.80	0.92	0.97	0.90	0.97	0.96	0.97	0.97	0.95	0.96	0.98	0.96	0.97	0.97	0.98	0.96	0.70	0.96	0.97	0.82	0.02	0.96	0.92	0.96	0.97	0.97	0.97	0.98	0.98	0.95	0.97	0.96	0.97	0.96
chr5	1828640	1828848	0.95	0.94	0.92	0.88	0.91	0.94	0.88	0.95	0.89	0.94	0.96	0.86	0.97	0.93	0.57	0.03	0.66	0.91	0.93	0.93	0.94	0.77	0.95	0.96	0.97	0.95	0.97	0.92	0.95	0.95	0.97	0.95	0.95	0.97	0.95	0.94	0.94	0.93	0.88
chr5	2592627	2592837	0.90	0.89	0.79	0.72	0.80	0.90	0.72	0.96	0.69	0.94	0.94	0.88	0.94	0.85	0.94	0.92	0.95	0.91	0.96	0.90	0.88	0.69	0.93	0.94	0.94	0.95	0.95	0.02	0.89	0.94	0.86	0.94	0.65	0.77	0.95	0.91	0.94	0.94	0.96
chr5	14280361	14280493	0.94	0.95	0.93	0.95	0.97	0.96	0.95	0.88	0.95	0.96	0.95	0.96	0.95	0.90	0.80	0.96	0.08	0.96	0.96	0.98	0.94	0.80	0.90	0.97	0.97	0.98	0.97	0.96	0.96	0.94	0.97	0.96	0.92	0.98	0.94	0.90	0.81	0.79	0.92
chr5	16681847	16681990	0.90	0.87	0.82	0.89	0.91	0.89	0.80	0.85	0.65	0.78	0.92	0.86	0.94	0.92	0.90	0.92	0.91	0.13	0.92	0.93	0.93	0.66	0.91	0.91	0.96	0.97	0.90	0.91	0.92	0.92	0.91	0.93	0.94	0.91	0.94	0.91	0.90	0.93	0.91
chr5	17120758	17120972	0.96	0.97	0.94	0.94	0.95	0.95	0.95	0.98	0.96	0.97	0.97	0.84	0.24	0.95	0.93	0.95	0.96	0.94	0.97	0.93	0.94	0.73	0.93	0.95	0.94	0.97	0.95	0.96	0.95	0.96	0.96	0.95	0.97	0.98	0.93	0.93	0.95	0.97	0.97
chr5	32098172	32098390	0.61	0.28	0.87	0.83	0.94	0.88	0.88	0.87	0.91	0.96	0.88	0.94	0.96	0.97	0.96	0.96	0.96	0.95	0.95	0.97	0.96	0.84	0.96	0.97	0.90	0.96	0.96	0.94	0.90	0.92	0.96	0.97	0.97	0.95	0.97	0.96	0.94	0.97	0.95
chr5	39200187	39201013	0.87	0.92	0.81	0.84	0.78	0.82	0.86	0.93	0.86	0.84	0.94	0.91	0.96	0.66	0.87	0.84	0.82	0.95	0.97	0.96	0.91	0.63	0.02	0.10	0.79	0.86	0.92	0.92	0.95	0.96	0.95	0.93	0.96	0.97	0.94	0.95	0.91	0.91	0.91
chr5	39217712	39217754	0.93	0.95	0.84	0.93	0.95	0.92	0.92	0.95	0.88	0.92	0.94	0.95	0.99	0.97	0.97	0.97	0.98	0.96	0.98	0.95	0.97	0.88	0.03	0.08	0.89	0.71	0.94	0.93	0.95	0.96	0.97	0.93	0.97	0.97	0.96	0.95	0.95	0.96	0.95
chr5	40995902	40996373	0.93	0.93	0.89	0.90	0.94	0.90	0.82	0.94	0.84	0.92	0.97	0.96	0.95	0.80	0.94	0.93	0.94	0.10	0.81	0.91	0.85	0.53	0.87	0.92	0.94	0.95	0.90	0.85	0.84	0.92	0.73	0.80	0.93	0.91	0.90	0.83	0.95	0.93	0.93
chr5	56757051	56757108	0.82	0.83	0.88	0.80	0.88	0.81	0.75	0.84	0.19	0.91	0.96	0.76	0.98	0.80	0.87	0.89	0.88	0.85	0.90	0.94	0.88	0.62	0.83	0.88	0.86	0.79	0.91	0.90	0.88	0.90	0.84	0.75	0.02	0.61	0.88	0.92	0.66	0.91	0.93
chr5	59100156	59100575	0.95	0.95	0.92	0.87	0.93	0.95	0.77	0.98	0.91	0.95	0.95	0.95	0.96	0.91	0.97	0.95	0.97	0.98	0.97	0.97	0.96	0.57	0.94	0.90	0.97	0.96	0.93	0.85	0.96	0.98	0.09	0.64	0.96	0.98	0.98	0.95	0.95	0.90	0.97
chr5	61324323	61324694	0.96	0.97	0.94	0.95	0.95	0.94	0.95	0.97	0.95	0.96	0.96	0.97	0.96	0.97	0.96	0.96	0.96	0.97	0.16	0.98	0.96	0.71	0.93	0.95	0.93	0.95	0.92	0.96	0.95	0.95	0.97	0.94	0.97	0.96	0.94	0.98	0.94	0.95	0.95
chr5	66811973	66812424	0.92	0.93	0.90	0.89	0.91	0.92	0.83	0.96	0.84	0.91	0.96	0.88	0.04	0.83	0.82	0.89	0.94	0.96	0.97	0.97	0.96	0.55	0.91	0.92	0.91	0.84	0.94	0.92	0.97	0.97	0.97	0.96	0.96	0.94	0.97	0.29	0.93	0.95	0.94
chr5	67139195	67139281	0.92	0.91	0.87	0.82	0.87	0.66	0.83	0.90	0.86	0.92	0.82	0.98	0.96	0.93	0.76	0.00	0.33	0.95	0.95	0.98	0.94	0.78	0.97	0.98	0.97	0.98	0.96	0.92	0.92	0.90	0.96	0.94	0.96	0.96	0.90	0.97	0.96	0.97	0.96
chr5	68080514	68080555	0.92	0.96	0.95	0.93	0.96	0.94	0.90	0.99	0.94	0.97	0.93	0.05	0.97	0.97	0.98	0.97	0.97	0.96	0.96	0.98	0.94	0.77	0.96	0.97	0.82	0.96	0.98	0.95	0.92	0.92	0.98	0.95	0.98	0.92	0.88	0.98	0.97	0.94	0.88
chr5	73570621	73570645	0.88	0.92	0.91	0.88	0.89	0.88	0.91	0.94	0.90	0.91	0.89	0.96	0.94	0.83	0.89	0.89	0.90	0.93	0.93	0.96	0.94	0.84	0.96	0.97	0.96	0.97	0.95	0.94	0.92	0.92	0.93	0.96	0.93	0.88	0.94	0.92	0.06	0.96	0.95
chr5	73816310	73817027	0.95	0.94	0.85	0.89	0.95	0.93	0.84	0.98	0.95	0.97	0.97	0.97	0.98	0.98	0.99	0.97	0.95	0.15	0.94	0.95	0.94	0.62	0.91	0.95	0.94	0.93	0.90	0.82	0.88	0.96	0.97	0.96	0.98	0.90	0.96	0.96	0.97	0.97	0.98
chr5	75530312	75530878	0.97	0.96	0.95	0.95	0.95	0.94	0.92	0.98	0.96	0.96	0.96	0.97	0.93	0.97	0.95	0.97	0.98	0.21	0.90	0.98	0.96	0.88	0.97	0.99	0.97	0.97	0.98	0.94	0.97	0.97	0.97	0.97	0.96	0.98	0.96	0.77	0.97	0.98	0.95
chr5	78494630	78494702	0.97	0.97	0.94	0.95	0.94	0.86	0.96	0.97	0.97	0.94	0.97	0.97	0.97	0.83	0.97	0.96	0.98	0.98	0.96	0.97	0.95	0.04	0.95	0.96	0.97	0.98	0.96	0.94	0.97	0.96	0.98	0.98	0.97	0.98	0.97	0.93	0.92	0.97	0.98
chr5	78545582	78545801	0.96	0.96	0.88	0.91	0.85	0.91	0.94	0.98	0.95	0.97	0.94	0.96	0.98	0.96	0.97	0.97	0.99	0.96	0.03	0.98	0.96	0.74	0.91	0.93	0.98	0.98	0.96	0.93	0.94	0.95	0.98	0.93	0.97	0.91	0.95	0.95	0.96	0.97	0.96
chr5	78968584	78968754	0.97	0.96	0.94	0.94	0.96	0.94	0.92	0.98	0.95	0.96	0.97	0.98	0.97	0.95	0.92	0.95	0.95	0.96	0.96	0.96	0.95	0.84	0.95	0.98	0.97	0.97	0.97	0.74	0.93	0.90	0.87	0.94	0.98	0.98	0.97	0.97	0.94	0.03	0.62
chr5	79956600	79956807	0.95	0.93	0.91	0.93	0.94	0.91	0.90	0.85	0.80	0.96	0.97	0.97	0.97	0.90	0.93	0.95	0.93	0.96	0.95	0.96	0.96	0.65	0.95	0.96	0.97	0.97	0.90	0.23	0.09	0.88	0.91	0.90	0.97	0.90	0.95	0.96	0.93	0.94	0.95
chr5	81686990	81687262	0.97	0.97	0.95	0.91	0.95	0.92	0.90	0.97	0.93	0.97	0.95	0.97	0.97	0.96	0.96	0.97	0.98	0.98	0.96	0.98	0.96	0.83	0.94	0.97	0.97	0.97	0.94	0.21	0.88	0.95	0.98	0.97	0.98	0.97	0.97	0.97	0.97	0.96	0.96
chr5	94396137	94396666	0.96	0.96	0.94	0.81	0.89	0.75	0.79	0.97	0.83	0.97	0.96	0.94	0.94	0.94	0.96	0.96	0.94	0.97	0.97	0.04	0.80	0.60	0.95	0.94	0.97	0.98	0.94	0.90	0.91	0.94	0.97	0.96	0.95	0.94	0.95	0.93	0.93	0.97	0.97
chr5	95921569	95921655	0.96	0.97	0.98	0.95	0.92	0.90	0.95	0.94	0.94	0.93	0.84	0.96	0.99	0.89	0.97	0.98	0.98	0.97	0.96	0.97	0.96	0.94	0.97	0.97	0.98	0.97	0.98	0.10	0.10	0.88	0.94	0.93	0.96	0.94	0.98	0.98	0.83	0.97	0.97
chr5	107271046	107271284	0.93	0.91	0.89	0.81	0.88	0.90	0.80	0.96	0.81	0.84	0.96	0.87	0.89	0.97	0.03	0.74	0.95	0.89	0.86	0.79	0.65	0.55	0.94	0.98	0.94	0.93	0.91	0.88	0.90	0.97	0.97	0.96	0.98	0.93	0.97	0.97	0.94	0.95	0.94
chr5	109330126	109330195	0.43	0.74	0.54	0.08	0.57	0.63	0.17	0.92	0.78	0.50	0.65	0.95	0.99	0.96	0.95	0.90	0.98	0.96	0.96	0.89	0.89	0.77	0.96	0.98	0.96	0.97	0.97	0.87	0.84	0.95	0.93	0.89	0.97	0.96	0.97	0.93	0.97	0.97	0.96
chr5	109857163	109857504	0.94	0.95	0.94	0.93	0.95	0.92	0.91	0.98	0.91	0.91	0.94	0.96	0.98	0.97	0.90	0.95	0.92	0.97	0.95	0.98	0.95	0.87	0.22	0.14	0.95	0.96	0.96	0.91	0.94	0.97	0.97	0.95	0.93	0.96	0.96	0.91	0.97	0.96	0.96
chr5	112367546	112367691	0.59	0.32	0.84	0.81	0.96	0.82	0.78	0.94	0.85	0.95	0.94	0.84	0.98	0.88	0.94	0.94	0.93	0.97	0.93	0.95	0.94	0.81	0.90	0.95	0.94	0.94	0.90	0.91	0.94	0.95	0.97	0.97	0.98	0.95	0.96	0.99	0.96	0.95	0.94
chr5	113618284	113618404	0.85	0.92	0.85	0.93	0.77	0.91	0.83	0.98	0.87	0.95	0.96	0.96	0.96	0.94	0.95	0.96	0.94	0.22	0.94	0.94	0.93	0.84	0.94	0.95	0.97	0.96	0.92	0.93	0.95	0.96	0.79	0.87	0.97	0.96	0.97	0.95	0.93	0.93	0.91
chr5	116418723	116418822	0.97	0.98	0.94	0.91	0.98	0.95	0.89	0.95	0.92	0.97	0.91	0.98	0.96	0.67	0.84	0.83	0.86	0.97	0.96	0.98	0.66	0.73	0.96	0.96	0.97	0.98	0.98	0.95	0.97	0.98	0.93	0.94	0.18	0.92	0.93	0.97	0.83	0.96	0.96
chr5	119299403	119299590	0.93	0.94	0.80	0.89	0.93	0.93	0.87	0.96	0.91	0.93	0.96	0.95	0.97	0.94	0.92	0.96	0.96	0.94	0.94	0.97	0.94	0.81	0.12	0.71	0.94	0.95	0.89	0.88	0.95	0.96	0.97	0.95	0.97	0.96	0.97	0.96	0.94	0.95	0.93
chr5	119299814	119300063	0.91	0.91	0.71	0.94	0.94	0.91	0.92	0.95	0.96	0.94	0.86	0.92	0.98	0.95	0.96	0.96	0.94	0.94	0.95	0.96	0.95	0.72	0.02	0.74	0.90	0.84	0.80	0.92	0.91	0.97	0.97	0.92	0.97	0.96	0.97	0.95	0.88	0.95	0.94
chr5	124010052	124010261	0.96	0.90	0.91	0.80	0.87	0.95	0.74	0.98	0.91	0.97	0.96	0.92	0.90	0.92	0.01	0.66	0.55	0.97	0.96	0.96	0.97	0.66	0.93	0.94	0.96	0.94	0.98	0.95	0.96	0.91	0.94	0.93	0.94	0.96	0.92	0.94	0.97	0.97	0.95
chr5	129834430	129834446	0.95	0.90	0.85	0.73	0.78	0.89	0.68	0.96	0.75	0.95	0.98	0.84	0.83	0.80	0.05	0.85	0.90	0.87	0.79	0.90	0.78	0.53	0.83	0.97	0.91	0.92	0.83	0.92	0.89	0.97	0.87	0.82	0.95	0.95	0.98	0.92	0.85	0.88	0.83
chr5	132285234	132285279	0.91	0.94	0.89	0.88	0.91	0.90	0.85	0.93	0.88	0.94	0.96	0.96	0.95	0.89	0.02	0.06	0.94	0.93	0.94	0.96	0.88	0.95	0.94	0.98	0.96	0.96	0.95	0.94	0.95	0.95	0.96	0.95	0.95	0.98	0.92	0.93	0.93	0.96	0.96
chr5	134346421	134346822	0.95	0.95	0.94	0.93	0.93	0.94	0.91	0.95	0.93	0.96	0.97	0.97	0.96	0.94	0.94	0.94	0.96	0.93	0.94	0.97	0.96	0.81	0.95	0.97	0.97	0.97	0.97	0.28	0.93	0.95	0.64	0.17	0.94	0.95	0.96	0.95	0.96	0.90	0.96
chr5	134620198	134620254	0.96	0.96	0.95	0.96	0.99	0.96	0.96	0.96	0.96	0.97	0.96	0.08	0.99	0.97	0.97	0.97	0.97	0.97	0.97	0.99	0.97	0.95	0.96	0.99	0.97	0.97	0.97	0.95	0.96	0.98	0.99	0.98	0.98	0.97	0.96	0.94	0.85	0.98	0.98
chr5	134721842	134722039	0.90	0.92	0.85	0.89	0.95	0.88	0.85	0.95	0.86	0.88	0.94	0.96	0.94	0.86	0.82	0.04	0.03	0.81	0.96	0.96	0.95	0.69	0.91	0.97	0.96	0.97	0.92	0.90	0.92	0.94	0.96	0.94	0.94	0.96	0.94	0.84	0.95	0.96	0.96
chr5	135350771	135350885	0.94	0.94	0.93	0.87	0.90	0.93	0.91	0.15	0.90	0.93	0.96	0.97	0.93	0.94	0.91	0.95	0.95	0.94	0.94	0.96	0.96	0.94	0.97	0.97	0.97	0.97	0.96	0.94	0.94	0.93	0.96	0.96	0.97	0.96	0.94	0.95	0.95	0.96	0.95
chr5	137855601	137855976	0.94	0.96	0.96	0.92	0.91	0.90	0.87	0.97	0.94	0.96	0.98	0.96	0.97	0.94	0.96	0.97	0.97	0.96	0.96	0.97	0.88	0.78	0.95	0.95	0.97	0.97	0.98	0.92	0.81	0.04	0.76	0.66	0.95	0.97	0.83	0.92	0.97	0.97	0.96
chr5	138377072	138377237	0.94	0.93	0.89	0.91	0.94	0.94	0.90	0.93	0.93	0.81	0.84	0.98	0.94	0.95	0.73	0.02	0.78	0.93	0.96	0.83	0.81	0.82	0.97	0.97	0.97	0.97	0.98	0.88	0.94	0.89	0.89	0.89	0.94	0.94	0.95	0.90	0.95	0.90	0.91
chr5	138576807	138576999	0.92	0.96	0.95	0.92	0.95	0.93	0.89	0.97	0.95	0.97	0.89	0.96	0.95	0.93	0.97	0.96	0.96	0.97	0.97	0.95	0.98	0.89	0.96	0.97	0.97	0.98	0.96	0.03	0.03	0.16	0.85	0.78	0.89	0.90	0.94	0.94	0.97	0.97	0.95
chr5	138598201	138598294	0.77	0.96	0.90	0.86	0.75	0.90	0.85	0.99	0.87	0.88	0.95	0.95	0.98	0.97	0.96	0.95	0.98	0.89	0.85	0.87	0.92	0.66	0.93	0.95	0.96	0.96	0.93	0.85	0.94	0.96	0.97	0.96	0.88	0.97	0.96	0.71	0.94	0.85	0.03
chr5	140247861	140248181	0.96	0.93	0.96	0.92	0.96	0.84	0.94	0.94	0.95	0.95	0.95	0.98	0.81	0.78	0.95	0.96	0.97	0.95	0.97	0.98	0.96	0.90	0.97	0.98	0.97	0.97	0.97	0.96	0.97	0.97	0.97	0.95	0.98	0.98	0.96	0.91	0.03	0.90	0.92
chr5	140387430	140388098	0.95	0.90	0.95	0.78	0.90	0.95	0.71	0.96	0.85	0.96	0.96	0.92	0.96	0.88	0.80	0.24	0.02	0.96	0.93	0.96	0.93	0.77	0.95	0.98	0.97	0.96	0.96	0.93	0.95	0.94	0.95	0.96	0.96	0.97	0.88	0.92	0.91	0.96	0.91
chr5	141489652	141489692	0.96	0.95	0.94	0.96	0.95	0.89	0.93	0.96	0.93	0.84	0.11	0.89	0.98	0.97	0.96	0.98	0.97	0.98	0.97	0.99	0.96	0.66	0.90	0.97	0.96	0.97	0.96	0.95	0.96	0.97	0.97	0.98	0.96	0.68	0.95	0.95	0.94	0.97	0.97
chr5	143753092	143753128	0.80	0.73	0.92	0.88	0.93	0.72	0.92	0.77	0.77	0.93	0.81	0.97	0.90	0.91	0.03	0.87	0.93	0.96	0.97	0.94	0.89	0.69	0.94	0.96	0.96	0.95	0.94	0.89	0.96	0.97	0.94	0.89	0.96	0.97	0.95	0.93	0.87	0.95	0.91
chr5	145844459	145844621	0.96	0.94	0.87	0.83	0.84	0.93	0.82	0.98	0.88	0.98	0.96	0.97	0.97	0.96	0.98	0.97	0.97	0.95	0.95	0.97	0.95	0.00	0.90	0.94	0.96	0.94	0.89	0.94	0.97	0.98	0.97	0.95	0.98	0.98	0.98	0.97	0.91	0.97	0.96
chr5	147253499	147253514	0.94	0.94	0.90	0.83	0.83	0.89	0.81	1.00	0.89	0.96	0.96	0.92	0.98	0.96	0.98	0.98	0.98	0.98	0.94	0.97	0.95	0.61	0.92	0.98	0.97	0.96	0.94	0.09	0.90	0.96	0.95	0.96	0.97	0.95	0.95	0.94	0.95	0.94	0.94
chr5	151483156	151483172	0.87	0.96	0.92	0.94	0.92	0.78	0.81	0.96	0.79	0.94	0.87	0.96	0.98	0.97	0.97	0.97	0.98	0.96	0.97	0.99	0.97	0.98	0.97	0.97	0.11	0.00	0.96	0.97	0.97	0.97	0.97	0.97	0.99	0.97	0.98	0.96	0.98	0.97	0.97
chr5	154239398	154239428	0.94	0.93	0.89	0.96	0.90	0.92	0.93	0.97	0.96	0.97	0.92	0.97	0.96	0.95	0.96	0.97	0.99	0.95	0.92	0.76	0.85	0.69	0.96	0.85	0.87	0.80	0.06	0.97	0.93	0.95	0.97	0.97	0.97	0.98	0.95	0.95	0.95	0.97	0.96
chr5	157839183	157839339	0.98	0.97	0.94	0.98	0.95	0.94	0.95	0.97	0.99	0.96	0.97	0.12	0.97	0.95	0.98	0.99	0.98	0.96	0.97	0.98	0.97	0.88	0.97	0.98	0.97	0.97	0.98	0.93	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.32	0.98	0.95	0.86
chr5	159536772	159536826	0.91	0.88	0.89	0.86	0.93	0.91	0.77	0.93	0.35	0.95	0.95	0.88	0.93	0.70	0.97	0.96	0.96	0.82	0.97	0.97	0.94	0.81	0.93	0.94	0.94	0.94	0.97	0.87	0.82	0.94	0.90	0.86	0.02	0.08	0.94	0.89	0.89	0.87	0.86
chr5	159536981	159537000	0.98	0.95	0.92	0.92	0.93	0.90	0.92	0.83	0.39	0.97	0.91	0.96	0.96	0.92	0.95	0.98	0.98	0.81	0.95	0.97	0.95	0.88	0.96	0.98	0.97	0.97	0.99	0.94	0.97	0.97	0.98	0.96	0.02	0.14	0.98	0.99	0.96	0.97	0.96
chr5	161598339	161598877	0.85	0.85	0.88	0.05	0.81	0.87	0.47	0.94	0.75	0.93	0.91	0.80	0.94	0.78	0.90	0.90	0.86	0.95	0.94	0.94	0.91	0.62	0.90	0.91	0.92	0.92	0.93	0.91	0.92	0.95	0.92	0.92	0.91	0.93	0.91	0.90	0.84	0.83	0.89
chr5	170262123	170262341	0.95	0.93	0.81	0.81	0.92	0.93	0.77	0.94	0.83	0.96	0.97	0.90	0.96	0.88	0.96	0.95	0.97	0.96	0.95	0.95	0.93	0.71	0.04	0.12	0.90	0.84	0.83	0.88	0.94	0.98	0.97	0.94	0.97	0.98	0.95	0.95	0.95	0.92	0.92
chr5	173014777	173014933	0.84	0.95	0.92	0.96	0.97	0.85	0.94	0.94	0.87	0.93	0.95	0.92	0.97	0.95	0.96	0.99	0.97	0.95	0.97	0.98	0.95	0.82	0.96	0.97	0.14	0.05	0.95	0.98	0.96	0.96	0.96	0.95	0.98	0.98	0.93	0.95	0.96	0.95	0.95
chr5	173866922	173867104	0.95	0.97	0.93	0.91	0.94	0.90	0.89	0.98	0.95	0.06	0.88	0.97	0.98	0.97	0.97	0.97	0.97	0.98	0.96	0.98	0.97	0.90	0.95	0.97	0.90	0.82	0.96	0.94	0.97	0.98	0.98	0.97	0.97	0.97	0.97	0.94	0.97	0.97	0.97
chr5	177269394	177269756	0.93	0.95	0.93	0.90	0.92	0.95	0.89	0.91	0.93	0.94	0.91	0.97	0.90	0.03	0.87	0.89	0.95	0.96	0.96	0.97	0.97	0.86	0.97	0.96	0.97	0.97	0.96	0.90	0.90	0.90	0.91	0.95	0.95	0.87	0.97	0.97	0.94	0.96	0.96
chr5	177336985	177337242	0.95	0.94	0.94	0.91	0.94	0.93	0.91	0.95	0.92	0.95	0.96	0.96	0.96	0.90	0.94	0.92	0.94	0.95	0.95	0.89	0.81	0.90	0.95	0.97	0.97	0.91	0.95	0.93	0.91	0.93	0.93	0.96	0.16	0.23	0.96	0.94	0.95	0.96	0.96
chr5	177403257	177404166	0.01	0.02	0.02	0.02	0.03	0.02	0.03	0.02	0.02	0.02	0.03	0.87	0.01	0.01	0.02	0.01	0.01	0.01	0.03	0.01	0.01	0.00	0.02	0.01	0.01	0.01	0.01	0.02	0.00	0.00	0.00	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01
chr5	178366998	178367280	0.88	0.83	0.92	0.03	0.85	0.89	0.56	0.89	0.86	0.95	0.88	0.91	0.89	0.70	0.83	0.74	0.69	0.95	0.97	0.98	0.96	0.67	0.92	0.96	0.96	0.96	0.94	0.89	0.95	0.96	0.96	0.94	0.94	0.96	0.92	0.91	0.93	0.93	0.93
chr5	179694618	179694740	0.85	0.93	0.85	0.87	0.89	0.75	0.80	0.94	0.83	0.95	0.94	0.94	0.97	0.97	0.97	0.95	0.96	0.97	0.95	0.96	0.96	0.67	0.94	0.95	0.11	0.01	0.90	0.93	0.93	0.95	0.96	0.93	0.96	0.98	0.95	0.98	0.91	0.94	0.95
