chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr5	14873892	14873953	0.95	0.97	0.97	0.95	0.95	0.93	0.93	0.98	0.95	0.96	0.97	0.05	0.60	0.92	0.88	0.89	0.95	0.96	0.97	0.96	0.95	0.91	0.97	0.96	0.96	0.96	0.95	0.96	0.97	0.97	0.96	0.96	0.98	0.99	0.97	0.74	0.95	0.92	0.89
chr5	16681847	16681990	0.90	0.87	0.82	0.89	0.91	0.89	0.80	0.85	0.65	0.78	0.92	0.86	0.94	0.92	0.90	0.92	0.91	0.13	0.92	0.93	0.93	0.66	0.91	0.91	0.96	0.97	0.90	0.91	0.92	0.92	0.91	0.93	0.94	0.91	0.94	0.91	0.90	0.93	0.91
chr5	17120758	17120972	0.96	0.97	0.94	0.94	0.95	0.95	0.95	0.98	0.96	0.97	0.97	0.84	0.24	0.95	0.93	0.95	0.96	0.94	0.97	0.93	0.94	0.73	0.93	0.95	0.94	0.97	0.95	0.96	0.95	0.96	0.96	0.95	0.97	0.98	0.93	0.93	0.95	0.97	0.97
chr5	32098172	32098390	0.61	0.28	0.87	0.83	0.94	0.88	0.88	0.87	0.91	0.96	0.88	0.94	0.96	0.97	0.96	0.96	0.96	0.95	0.95	0.97	0.96	0.84	0.96	0.97	0.90	0.96	0.96	0.94	0.90	0.92	0.96	0.97	0.97	0.95	0.97	0.96	0.94	0.97	0.95
chr5	38494744	38495032	0.91	0.89	0.72	0.86	0.87	0.78	0.62	0.92	0.53	0.78	0.91	0.96	0.94	0.93	0.01	0.01	0.84	0.85	0.85	0.98	0.93	0.64	0.87	0.91	0.93	0.94	0.84	0.92	0.89	0.84	0.86	0.93	0.96	0.93	0.90	0.93	0.94	0.84	0.88
chr5	39167069	39167217	0.91	0.93	0.81	0.89	0.92	0.87	0.87	0.95	0.78	0.95	0.96	0.95	0.96	0.87	0.93	0.92	0.90	0.96	0.95	0.97	0.85	0.68	0.09	0.10	0.88	0.89	0.93	0.93	0.93	0.93	0.91	0.81	0.85	0.97	0.93	0.95	0.92	0.91	0.88
chr5	39200187	39201013	0.87	0.92	0.81	0.84	0.78	0.82	0.86	0.93	0.86	0.84	0.94	0.91	0.96	0.66	0.87	0.84	0.82	0.95	0.97	0.96	0.91	0.63	0.02	0.10	0.79	0.86	0.92	0.92	0.95	0.96	0.95	0.93	0.96	0.97	0.94	0.95	0.91	0.91	0.91
chr5	39201854	39202719	0.92	0.95	0.84	0.86	0.90	0.89	0.85	0.96	0.79	0.96	0.97	0.95	0.98	0.79	0.94	0.95	0.93	0.97	0.95	0.97	0.95	0.68	0.13	0.77	0.92	0.88	0.93	0.92	0.95	0.97	0.95	0.95	0.96	0.97	0.94	0.91	0.94	0.94	0.93
chr5	39217712	39217754	0.93	0.95	0.84	0.93	0.95	0.92	0.92	0.95	0.88	0.92	0.94	0.95	0.99	0.97	0.97	0.97	0.98	0.96	0.98	0.95	0.97	0.88	0.03	0.08	0.89	0.71	0.94	0.93	0.95	0.96	0.97	0.93	0.97	0.97	0.96	0.95	0.95	0.96	0.95
chr5	40995902	40996373	0.93	0.93	0.89	0.90	0.94	0.90	0.82	0.94	0.84	0.92	0.97	0.96	0.95	0.80	0.94	0.93	0.94	0.10	0.81	0.91	0.85	0.53	0.87	0.92	0.94	0.95	0.90	0.85	0.84	0.92	0.73	0.80	0.93	0.91	0.90	0.83	0.95	0.93	0.93
chr5	45127997	45128238	0.95	0.94	0.92	0.72	0.86	0.89	0.77	0.97	0.82	0.90	0.95	0.97	0.97	0.93	0.89	0.05	0.89	0.96	0.96	0.94	0.93	0.66	0.93	0.95	0.95	0.95	0.95	0.91	0.94	0.96	0.95	0.92	0.95	0.94	0.92	0.97	0.91	0.95	0.94
chr5	53712466	53712560	0.81	0.92	0.92	0.72	0.74	0.84	0.74	0.92	0.78	0.84	0.84	0.97	0.91	0.91	0.90	0.92	0.93	0.95	0.92	0.95	0.94	0.73	0.94	0.96	0.97	0.96	0.96	0.62	0.71	0.77	0.83	0.92	0.01	0.04	0.93	0.99	0.94	0.95	0.96
chr5	56757051	56757108	0.82	0.83	0.88	0.80	0.88	0.81	0.75	0.84	0.19	0.91	0.96	0.76	0.98	0.80	0.87	0.89	0.88	0.85	0.90	0.94	0.88	0.62	0.83	0.88	0.86	0.79	0.91	0.90	0.88	0.90	0.84	0.75	0.02	0.61	0.88	0.92	0.66	0.91	0.93
chr5	57056392	57056802	0.95	0.95	0.90	0.85	0.90	0.89	0.81	0.98	0.88	0.94	0.94	0.97	0.97	0.95	0.95	0.96	0.94	0.96	0.96	0.94	0.91	0.80	0.94	0.98	0.96	0.97	0.96	0.89	0.96	0.96	0.95	0.96	0.98	0.95	0.96	0.93	0.96	0.10	0.89
chr5	59100156	59100575	0.95	0.95	0.92	0.87	0.93	0.95	0.77	0.98	0.91	0.95	0.95	0.95	0.96	0.91	0.97	0.95	0.97	0.98	0.97	0.97	0.96	0.57	0.94	0.90	0.97	0.96	0.93	0.85	0.96	0.98	0.09	0.64	0.96	0.98	0.98	0.95	0.95	0.90	0.97
chr5	61324323	61324694	0.96	0.97	0.94	0.95	0.95	0.94	0.95	0.97	0.95	0.96	0.96	0.97	0.96	0.97	0.96	0.96	0.96	0.97	0.16	0.98	0.96	0.71	0.93	0.95	0.93	0.95	0.92	0.96	0.95	0.95	0.97	0.94	0.97	0.96	0.94	0.98	0.94	0.95	0.95
chr5	62398587	62399070	0.92	0.89	0.92	0.87	0.89	0.93	0.84	0.92	0.83	0.81	0.94	0.97	0.91	0.91	0.87	0.91	0.92	0.93	0.95	0.04	0.38	0.79	0.96	0.96	0.97	0.97	0.96	0.90	0.87	0.73	0.89	0.92	0.89	0.84	0.92	0.92	0.93	0.90	0.92
chr5	62461927	62462692	0.91	0.92	0.90	0.81	0.90	0.89	0.85	0.96	0.81	0.94	0.88	0.95	0.94	0.84	0.88	0.92	0.84	0.95	0.91	0.95	0.95	0.79	0.95	0.94	0.95	0.91	0.96	0.86	0.89	0.78	0.97	0.94	0.92	0.95	0.17	0.98	0.85	0.95	0.96
chr5	64928079	64928112	0.94	0.89	0.94	0.79	0.94	0.95	0.93	0.90	0.99	0.97	0.95	0.93	0.93	0.81	0.99	0.97	0.98	0.90	0.97	0.93	0.97	0.80	0.92	0.97	0.93	0.96	0.96	0.95	0.96	0.88	0.93	0.97	0.91	0.97	0.86	0.87	0.05	0.96	0.92
chr5	66778013	66778312	0.71	0.79	0.84	0.67	0.59	0.73	0.70	0.93	0.87	0.96	0.95	0.89	0.04	0.74	0.91	0.94	0.93	0.95	0.98	0.71	0.92	0.60	0.90	0.93	0.96	0.96	0.93	0.91	0.96	0.98	0.97	0.95	0.97	0.97	0.96	0.79	0.78	0.94	0.93
chr5	66811973	66812424	0.92	0.93	0.90	0.89	0.91	0.92	0.83	0.96	0.84	0.91	0.96	0.88	0.04	0.83	0.82	0.89	0.94	0.96	0.97	0.97	0.96	0.55	0.91	0.92	0.91	0.84	0.94	0.92	0.97	0.97	0.97	0.96	0.96	0.94	0.97	0.29	0.93	0.95	0.94
chr5	66812526	66812960	0.90	0.93	0.89	0.92	0.91	0.89	0.89	0.86	0.86	0.96	0.95	0.97	0.20	0.88	0.93	0.93	0.92	0.96	0.96	0.96	0.97	0.30	0.94	0.88	0.92	0.90	0.90	0.95	0.96	0.97	0.97	0.96	0.97	0.98	0.96	0.63	0.94	0.96	0.96
chr5	67139195	67139281	0.92	0.91	0.87	0.82	0.87	0.66	0.83	0.90	0.86	0.92	0.82	0.98	0.96	0.93	0.76	0.00	0.33	0.95	0.95	0.98	0.94	0.78	0.97	0.98	0.97	0.98	0.96	0.92	0.92	0.90	0.96	0.94	0.96	0.96	0.90	0.97	0.96	0.97	0.96
chr5	68080514	68080555	0.92	0.96	0.95	0.93	0.96	0.94	0.90	0.99	0.94	0.97	0.93	0.05	0.97	0.97	0.98	0.97	0.97	0.96	0.96	0.98	0.94	0.77	0.96	0.97	0.82	0.96	0.98	0.95	0.92	0.92	0.98	0.95	0.98	0.92	0.88	0.98	0.97	0.94	0.88
chr5	73020390	73020970	0.97	0.96	0.91	0.94	0.96	0.95	0.94	0.97	0.92	0.96	0.97	0.97	0.97	0.93	0.84	0.84	0.26	0.97	0.95	0.98	0.96	0.91	0.92	0.97	0.97	0.98	0.94	0.92	0.96	0.97	0.98	0.97	0.98	0.97	0.93	0.95	0.94	0.96	0.94
chr5	73570621	73570645	0.88	0.92	0.91	0.88	0.89	0.88	0.91	0.94	0.90	0.91	0.89	0.96	0.94	0.83	0.89	0.89	0.90	0.93	0.93	0.96	0.94	0.84	0.96	0.97	0.96	0.97	0.95	0.94	0.92	0.92	0.93	0.96	0.93	0.88	0.94	0.92	0.06	0.96	0.95
chr5	73816310	73817027	0.95	0.94	0.85	0.89	0.95	0.93	0.84	0.98	0.95	0.97	0.97	0.97	0.98	0.98	0.99	0.97	0.95	0.15	0.94	0.95	0.94	0.62	0.91	0.95	0.94	0.93	0.90	0.82	0.88	0.96	0.97	0.96	0.98	0.90	0.96	0.96	0.97	0.97	0.98
chr5	75530312	75530878	0.97	0.96	0.95	0.95	0.95	0.94	0.92	0.98	0.96	0.96	0.96	0.97	0.93	0.97	0.95	0.97	0.98	0.21	0.90	0.98	0.96	0.88	0.97	0.99	0.97	0.97	0.98	0.94	0.97	0.97	0.97	0.97	0.96	0.98	0.96	0.77	0.97	0.98	0.95
chr5	76627463	76627476	0.93	0.93	0.93	0.75	0.88	0.90	0.92	0.91	0.90	0.94	0.93	0.97	0.99	0.98	0.97	0.96	0.98	0.97	0.93	0.99	0.95	0.93	0.97	0.98	0.97	0.98	0.97	0.94	0.92	0.94	0.97	0.91	0.90	0.16	0.96	0.97	0.97	0.97	0.98
chr5	76877278	76877296	0.92	0.89	0.91	0.90	0.96	0.94	0.88	0.91	0.91	0.95	0.96	0.95	0.96	0.88	0.91	0.90	0.17	0.97	0.95	0.99	0.95	0.79	0.95	0.98	0.94	0.99	0.98	0.98	0.91	0.98	0.97	0.98	0.98	0.98	0.96	0.91	0.96	0.95	0.98
chr5	78062828	78062985	0.92	0.91	0.89	0.93	0.81	0.86	0.90	0.97	0.38	0.90	0.95	0.96	0.94	0.95	0.64	0.04	0.67	0.84	0.94	0.94	0.91	0.73	0.92	0.91	0.95	0.91	0.92	0.79	0.94	0.74	0.92	0.97	0.96	0.96	0.88	0.95	0.96	0.96	0.96
chr5	78494630	78494702	0.97	0.97	0.94	0.95	0.94	0.86	0.96	0.97	0.97	0.94	0.97	0.97	0.97	0.83	0.97	0.96	0.98	0.98	0.96	0.97	0.95	0.04	0.95	0.96	0.97	0.98	0.96	0.94	0.97	0.96	0.98	0.98	0.97	0.98	0.97	0.93	0.92	0.97	0.98
chr5	78545582	78545801	0.96	0.96	0.88	0.91	0.85	0.91	0.94	0.98	0.95	0.97	0.94	0.96	0.98	0.96	0.97	0.97	0.99	0.96	0.03	0.98	0.96	0.74	0.91	0.93	0.98	0.98	0.96	0.93	0.94	0.95	0.98	0.93	0.97	0.91	0.95	0.95	0.96	0.97	0.96
chr5	78968584	78968754	0.97	0.96	0.94	0.94	0.96	0.94	0.92	0.98	0.95	0.96	0.97	0.98	0.97	0.95	0.92	0.95	0.95	0.96	0.96	0.96	0.95	0.84	0.95	0.98	0.97	0.97	0.97	0.74	0.93	0.90	0.87	0.94	0.98	0.98	0.97	0.97	0.94	0.03	0.62
chr5	79956600	79956807	0.95	0.93	0.91	0.93	0.94	0.91	0.90	0.85	0.80	0.96	0.97	0.97	0.97	0.90	0.93	0.95	0.93	0.96	0.95	0.96	0.96	0.65	0.95	0.96	0.97	0.97	0.90	0.23	0.09	0.88	0.91	0.90	0.97	0.90	0.95	0.96	0.93	0.94	0.95
chr5	80097520	80097775	0.80	0.88	0.84	0.69	0.77	0.73	0.68	0.96	0.84	0.79	0.92	0.96	0.92	0.92	0.77	0.73	0.87	0.76	0.80	0.01	0.65	0.66	0.84	0.89	0.95	0.95	0.86	0.82	0.75	0.78	0.88	0.90	0.93	0.95	0.91	0.89	0.85	0.92	0.92
chr5	80866526	80866601	0.81	0.93	0.90	0.89	0.93	0.85	0.92	0.96	0.94	0.97	0.93	0.95	0.97	0.95	0.95	0.98	0.95	0.97	0.97	0.93	0.96	0.67	0.94	0.94	0.13	0.00	0.82	0.94	0.93	0.95	0.98	0.95	0.96	0.97	0.97	0.98	0.96	0.97	0.98
chr5	81180188	81180493	0.89	0.92	0.88	0.85	0.81	0.81	0.81	0.92	0.67	0.91	0.88	0.95	0.88	0.75	0.91	0.94	0.91	0.91	0.88	0.90	0.94	0.75	0.95	0.96	0.94	0.97	0.94	0.90	0.92	0.91	0.90	0.85	0.96	0.95	0.91	0.93	0.82	0.04	0.89
chr5	81623525	81623707	0.99	0.95	0.96	0.97	0.92	0.97	0.96	0.99	0.96	0.97	0.97	0.96	0.99	0.95	0.94	0.97	0.96	0.98	0.97	0.96	0.91	0.82	0.96	0.98	0.98	0.98	0.97	0.90	0.96	0.95	0.90	0.93	0.91	0.97	0.96	0.50	0.10	0.94	0.90
chr5	81686990	81687262	0.97	0.97	0.95	0.91	0.95	0.92	0.90	0.97	0.93	0.97	0.95	0.97	0.97	0.96	0.96	0.97	0.98	0.98	0.96	0.98	0.96	0.83	0.94	0.97	0.97	0.97	0.94	0.21	0.88	0.95	0.98	0.97	0.98	0.97	0.97	0.97	0.97	0.96	0.96
chr5	94396137	94396666	0.96	0.96	0.94	0.81	0.89	0.75	0.79	0.97	0.83	0.97	0.96	0.94	0.94	0.94	0.96	0.96	0.94	0.97	0.97	0.04	0.80	0.60	0.95	0.94	0.97	0.98	0.94	0.90	0.91	0.94	0.97	0.96	0.95	0.94	0.95	0.93	0.93	0.97	0.97
chr5	95921569	95921655	0.96	0.97	0.98	0.95	0.92	0.90	0.95	0.94	0.94	0.93	0.84	0.96	0.99	0.89	0.97	0.98	0.98	0.97	0.96	0.97	0.96	0.94	0.97	0.97	0.98	0.97	0.98	0.10	0.10	0.88	0.94	0.93	0.96	0.94	0.98	0.98	0.83	0.97	0.97
chr5	102732293	102732948	0.94	0.95	0.84	0.81	0.92	0.94	0.81	0.95	0.85	0.91	0.96	0.87	0.97	0.91	0.96	0.13	0.81	0.96	0.96	0.98	0.95	0.64	0.91	0.94	0.95	0.95	0.88	0.88	0.90	0.93	0.96	0.93	0.97	0.98	0.96	0.95	0.90	0.94	0.94
chr5	106166648	106167120	0.68	0.69	0.59	0.73	0.60	0.78	0.14	0.90	0.58	0.87	0.92	0.57	0.85	0.55	0.84	0.88	0.91	0.89	0.51	0.96	0.83	0.41	0.68	0.80	0.84	0.83	0.70	0.82	0.78	0.90	0.80	0.74	0.95	0.93	0.75	0.92	0.90	0.86	0.78
chr5	107271046	107271284	0.93	0.91	0.89	0.81	0.88	0.90	0.80	0.96	0.81	0.84	0.96	0.87	0.89	0.97	0.03	0.74	0.95	0.89	0.86	0.79	0.65	0.55	0.94	0.98	0.94	0.93	0.91	0.88	0.90	0.97	0.97	0.96	0.98	0.93	0.97	0.97	0.94	0.95	0.94
chr5	109330126	109330195	0.43	0.74	0.54	0.08	0.57	0.63	0.17	0.92	0.78	0.50	0.65	0.95	0.99	0.96	0.95	0.90	0.98	0.96	0.96	0.89	0.89	0.77	0.96	0.98	0.96	0.97	0.97	0.87	0.84	0.95	0.93	0.89	0.97	0.96	0.97	0.93	0.97	0.97	0.96
chr5	109857163	109857504	0.94	0.95	0.94	0.93	0.95	0.92	0.91	0.98	0.91	0.91	0.94	0.96	0.98	0.97	0.90	0.95	0.92	0.97	0.95	0.98	0.95	0.87	0.22	0.14	0.95	0.96	0.96	0.91	0.94	0.97	0.97	0.95	0.93	0.96	0.96	0.91	0.97	0.96	0.96
chr5	110401853	110401865	0.94	0.94	0.94	0.87	0.93	0.93	0.88	0.99	0.87	0.96	0.96	0.97	0.98	0.95	0.99	0.96	0.98	0.98	0.97	0.57	0.11	0.65	0.96	0.99	0.92	0.95	0.96	0.95	0.93	0.89	0.96	0.96	0.79	0.98	0.91	0.93	0.93	0.96	0.97
chr5	112367546	112367691	0.59	0.32	0.84	0.81	0.96	0.82	0.78	0.94	0.85	0.95	0.94	0.84	0.98	0.88	0.94	0.94	0.93	0.97	0.93	0.95	0.94	0.81	0.90	0.95	0.94	0.94	0.90	0.91	0.94	0.95	0.97	0.97	0.98	0.95	0.96	0.99	0.96	0.95	0.94
chr5	113004985	113005086	0.97	0.97	0.96	0.94	0.93	0.97	0.95	0.98	0.92	0.96	0.96	0.99	0.99	0.97	0.98	0.97	0.98	0.97	0.96	0.98	0.95	0.93	0.97	0.99	0.98	0.98	0.97	0.33	0.26	0.84	0.94	0.95	0.94	0.87	0.97	0.97	0.98	0.97	0.95
chr5	113618284	113618404	0.85	0.92	0.85	0.93	0.77	0.91	0.83	0.98	0.87	0.95	0.96	0.96	0.96	0.94	0.95	0.96	0.94	0.22	0.94	0.94	0.93	0.84	0.94	0.95	0.97	0.96	0.92	0.93	0.95	0.96	0.79	0.87	0.97	0.96	0.97	0.95	0.93	0.93	0.91
chr5	115934702	115934888	0.93	0.91	0.87	0.85	0.87	0.87	0.87	0.95	0.20	0.96	0.95	0.94	0.98	0.87	0.92	0.93	0.90	0.93	0.90	0.95	0.96	0.65	0.92	0.93	0.96	0.98	0.88	0.96	0.90	0.93	0.96	0.94	0.96	0.95	0.93	0.93	0.94	0.95	0.94
chr5	116418723	116418822	0.97	0.98	0.94	0.91	0.98	0.95	0.89	0.95	0.92	0.97	0.91	0.98	0.96	0.67	0.84	0.83	0.86	0.97	0.96	0.98	0.66	0.73	0.96	0.96	0.97	0.98	0.98	0.95	0.97	0.98	0.93	0.94	0.18	0.92	0.93	0.97	0.83	0.96	0.96
chr5	119299403	119299590	0.93	0.94	0.80	0.89	0.93	0.93	0.87	0.96	0.91	0.93	0.96	0.95	0.97	0.94	0.92	0.96	0.96	0.94	0.94	0.97	0.94	0.81	0.12	0.71	0.94	0.95	0.89	0.88	0.95	0.96	0.97	0.95	0.97	0.96	0.97	0.96	0.94	0.95	0.93
chr5	119299814	119300063	0.91	0.91	0.71	0.94	0.94	0.91	0.92	0.95	0.96	0.94	0.86	0.92	0.98	0.95	0.96	0.96	0.94	0.94	0.95	0.96	0.95	0.72	0.02	0.74	0.90	0.84	0.80	0.92	0.91	0.97	0.97	0.92	0.97	0.96	0.97	0.95	0.88	0.95	0.94
chr5	122979073	122979247	0.98	0.97	0.93	0.94	0.93	0.95	0.94	0.96	0.98	0.96	0.97	0.05	0.94	0.78	0.97	0.97	0.98	0.97	0.96	0.98	0.96	0.59	0.91	0.94	0.95	0.97	0.94	0.88	0.97	0.98	0.98	0.98	0.98	0.98	0.97	0.35	0.97	0.97	0.96
chr5	124010052	124010261	0.96	0.90	0.91	0.80	0.87	0.95	0.74	0.98	0.91	0.97	0.96	0.92	0.90	0.92	0.01	0.66	0.55	0.97	0.96	0.96	0.97	0.66	0.93	0.94	0.96	0.94	0.98	0.95	0.96	0.91	0.94	0.93	0.94	0.96	0.92	0.94	0.97	0.97	0.95
chr5	129834430	129834446	0.95	0.90	0.85	0.73	0.78	0.89	0.68	0.96	0.75	0.95	0.98	0.84	0.83	0.80	0.05	0.85	0.90	0.87	0.79	0.90	0.78	0.53	0.83	0.97	0.91	0.92	0.83	0.92	0.89	0.97	0.87	0.82	0.95	0.95	0.98	0.92	0.85	0.88	0.83
chr5	131371336	131371981	0.96	0.94	0.92	0.84	0.93	0.94	0.82	0.92	0.89	0.96	0.90	0.97	0.86	0.94	0.88	0.89	0.92	0.09	0.95	0.96	0.87	0.65	0.86	0.89	0.96	0.96	0.91	0.90	0.95	0.95	0.87	0.69	0.80	0.92	0.89	0.84	0.90	0.93	0.92
chr5	131968397	131968560	0.84	0.85	0.83	0.77	0.63	0.87	0.71	0.94	0.01	0.89	0.77	0.96	0.98	0.92	0.92	0.98	0.94	0.91	0.93	0.83	0.67	0.60	0.93	0.84	0.86	0.81	0.86	0.83	0.88	0.93	0.91	0.89	0.93	0.90	0.90	0.92	0.92	0.86	0.91
chr5	132285234	132285279	0.91	0.94	0.89	0.88	0.91	0.90	0.85	0.93	0.88	0.94	0.96	0.96	0.95	0.89	0.02	0.06	0.94	0.93	0.94	0.96	0.88	0.95	0.94	0.98	0.96	0.96	0.95	0.94	0.95	0.95	0.96	0.95	0.95	0.98	0.92	0.93	0.93	0.96	0.96
chr5	132896188	132896565	0.80	0.85	0.83	0.86	0.86	0.91	0.86	0.81	0.84	0.88	0.70	0.93	0.96	0.91	0.90	0.93	0.93	0.91	0.93	0.78	0.90	0.75	0.88	0.84	0.96	0.94	0.88	0.89	0.77	0.04	0.90	0.93	0.91	0.84	0.83	0.92	0.94	0.95	0.96
chr5	133103348	133103603	0.90	0.92	0.68	0.88	0.75	0.86	0.80	0.92	0.85	0.91	0.91	0.97	0.97	0.95	0.94	0.94	0.96	0.91	0.93	0.95	0.94	0.83	0.95	0.97	0.94	0.96	0.12	0.91	0.93	0.94	0.94	0.94	0.97	0.94	0.96	0.93	0.92	0.94	0.95
chr5	133745876	133746074	0.92	0.94	0.88	0.77	0.90	0.94	0.76	0.96	0.85	0.81	0.91	0.94	0.04	0.83	0.90	0.95	0.99	0.87	0.95	0.89	0.68	0.60	0.91	0.94	0.95	0.95	0.95	0.91	0.96	0.96	0.94	0.96	0.84	0.98	0.97	0.62	0.92	0.94	0.91
chr5	134346421	134346822	0.95	0.95	0.94	0.93	0.93	0.94	0.91	0.95	0.93	0.96	0.97	0.97	0.96	0.94	0.94	0.94	0.96	0.93	0.94	0.97	0.96	0.81	0.95	0.97	0.97	0.97	0.97	0.28	0.93	0.95	0.64	0.17	0.94	0.95	0.96	0.95	0.96	0.90	0.96
chr5	134529718	134529789	0.86	0.95	0.94	0.95	0.91	0.92	0.93	0.94	0.85	0.95	0.96	0.92	0.98	0.78	0.97	0.96	0.97	0.81	0.96	0.98	0.96	0.80	0.94	0.95	0.98	0.96	0.94	0.92	0.96	0.92	0.95	0.94	0.97	0.97	0.95	0.29	0.83	0.92	0.07
chr5	134620198	134620254	0.96	0.96	0.95	0.96	0.99	0.96	0.96	0.96	0.96	0.97	0.96	0.08	0.99	0.97	0.97	0.97	0.97	0.97	0.97	0.99	0.97	0.95	0.96	0.99	0.97	0.97	0.97	0.95	0.96	0.98	0.99	0.98	0.98	0.97	0.96	0.94	0.85	0.98	0.98
chr5	134721842	134722039	0.90	0.92	0.85	0.89	0.95	0.88	0.85	0.95	0.86	0.88	0.94	0.96	0.94	0.86	0.82	0.04	0.03	0.81	0.96	0.96	0.95	0.69	0.91	0.97	0.96	0.97	0.92	0.90	0.92	0.94	0.96	0.94	0.94	0.96	0.94	0.84	0.95	0.96	0.96
chr5	135350771	135350885	0.94	0.94	0.93	0.87	0.90	0.93	0.91	0.15	0.90	0.93	0.96	0.97	0.93	0.94	0.91	0.95	0.95	0.94	0.94	0.96	0.96	0.94	0.97	0.97	0.97	0.97	0.96	0.94	0.94	0.93	0.96	0.96	0.97	0.96	0.94	0.95	0.95	0.96	0.95
chr5	137855601	137855976	0.94	0.96	0.96	0.92	0.91	0.90	0.87	0.97	0.94	0.96	0.98	0.96	0.97	0.94	0.96	0.97	0.97	0.96	0.96	0.97	0.88	0.78	0.95	0.95	0.97	0.97	0.98	0.92	0.81	0.04	0.76	0.66	0.95	0.97	0.83	0.92	0.97	0.97	0.96
chr5	138377072	138377237	0.94	0.93	0.89	0.91	0.94	0.94	0.90	0.93	0.93	0.81	0.84	0.98	0.94	0.95	0.73	0.02	0.78	0.93	0.96	0.83	0.81	0.82	0.97	0.97	0.97	0.97	0.98	0.88	0.94	0.89	0.89	0.89	0.94	0.94	0.95	0.90	0.95	0.90	0.91
chr5	138384194	138384366	0.97	0.97	0.95	0.96	0.97	0.97	0.94	0.98	0.94	0.97	0.97	0.97	0.95	0.90	0.95	0.96	0.97	0.98	0.95	0.98	0.96	0.91	0.97	0.97	0.98	0.97	0.97	0.91	0.92	0.80	0.94	0.94	0.97	0.96	0.95	0.94	0.13	0.92	0.95
chr5	138576807	138576999	0.92	0.96	0.95	0.92	0.95	0.93	0.89	0.97	0.95	0.97	0.89	0.96	0.95	0.93	0.97	0.96	0.96	0.97	0.97	0.95	0.98	0.89	0.96	0.97	0.97	0.98	0.96	0.03	0.03	0.16	0.85	0.78	0.89	0.90	0.94	0.94	0.97	0.97	0.95
chr5	138598201	138598294	0.77	0.96	0.90	0.86	0.75	0.90	0.85	0.99	0.87	0.88	0.95	0.95	0.98	0.97	0.96	0.95	0.98	0.89	0.85	0.87	0.92	0.66	0.93	0.95	0.96	0.96	0.93	0.85	0.94	0.96	0.97	0.96	0.88	0.97	0.96	0.71	0.94	0.85	0.03
chr5	138784046	138784359	0.94	0.92	0.92	0.93	0.93	0.68	0.89	0.87	0.87	0.95	0.97	0.95	0.89	0.71	0.89	0.92	0.95	0.87	0.95	0.95	0.82	0.87	0.91	0.95	0.96	0.97	0.93	0.88	0.75	0.09	0.82	0.89	0.87	0.85	0.79	0.89	0.91	0.93	0.91
chr5	140176797	140176942	0.88	0.93	0.93	0.93	0.89	0.89	0.92	0.96	0.84	0.96	0.96	0.97	0.94	0.88	0.96	0.97	0.96	0.88	0.96	0.96	0.95	0.84	0.95	0.99	0.97	0.96	0.96	0.92	0.93	0.93	0.95	0.68	0.97	0.95	0.96	0.04	0.01	0.91	0.77
chr5	140247861	140248181	0.96	0.93	0.96	0.92	0.96	0.84	0.94	0.94	0.95	0.95	0.95	0.98	0.81	0.78	0.95	0.96	0.97	0.95	0.97	0.98	0.96	0.90	0.97	0.98	0.97	0.97	0.97	0.96	0.97	0.97	0.97	0.95	0.98	0.98	0.96	0.91	0.03	0.90	0.92
chr5	140387430	140388098	0.95	0.90	0.95	0.78	0.90	0.95	0.71	0.96	0.85	0.96	0.96	0.92	0.96	0.88	0.80	0.24	0.02	0.96	0.93	0.96	0.93	0.77	0.95	0.98	0.97	0.96	0.96	0.93	0.95	0.94	0.95	0.96	0.96	0.97	0.88	0.92	0.91	0.96	0.91
chr5	141489652	141489692	0.96	0.95	0.94	0.96	0.95	0.89	0.93	0.96	0.93	0.84	0.11	0.89	0.98	0.97	0.96	0.98	0.97	0.98	0.97	0.99	0.96	0.66	0.90	0.97	0.96	0.97	0.96	0.95	0.96	0.97	0.97	0.98	0.96	0.68	0.95	0.95	0.94	0.97	0.97
chr5	143570150	143570210	0.97	0.95	0.87	0.97	0.97	0.95	0.94	0.97	0.93	0.91	0.96	0.94	0.89	0.89	0.98	0.98	0.97	0.96	0.98	0.98	0.96	0.61	0.94	0.95	0.94	0.95	0.91	0.96	0.95	0.97	0.93	0.96	0.98	0.99	0.91	0.03	0.91	0.94	0.88
chr5	143753092	143753128	0.80	0.73	0.92	0.88	0.93	0.72	0.92	0.77	0.77	0.93	0.81	0.97	0.90	0.91	0.03	0.87	0.93	0.96	0.97	0.94	0.89	0.69	0.94	0.96	0.96	0.95	0.94	0.89	0.96	0.97	0.94	0.89	0.96	0.97	0.95	0.93	0.87	0.95	0.91
