chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr3	105805407	105805765	0.97	0.96	0.93	0.94	0.97	0.93	0.89	0.93	0.89	0.97	0.96	0.98	0.97	0.96	0.98	0.97	0.98	0.94	0.97	0.98	0.96	0.76	0.92	0.95	0.98	0.98	0.97	0.12	0.15	0.91	0.79	0.65	0.94	0.93	0.97	0.98	0.97	0.91	0.96
chr3	107516450	107516504	0.83	0.90	0.81	0.65	0.91	0.84	0.69	0.93	0.84	0.70	0.95	0.95	0.87	0.71	0.94	0.95	0.92	0.98	0.94	0.01	0.12	0.71	0.94	0.96	0.98	0.97	0.95	0.92	0.85	0.92	0.98	0.98	0.96	0.98	0.96	0.98	0.93	0.94	0.94
chr3	107844904	107844947	0.93	0.94	0.84	0.88	0.94	0.90	0.81	0.94	0.49	0.78	0.89	0.93	0.92	0.79	0.94	0.95	0.94	0.92	0.90	0.98	0.77	0.69	0.84	0.91	0.96	0.96	0.85	0.92	0.82	0.91	0.16	0.66	0.78	0.97	0.91	0.94	0.85	0.86	0.90
chr3	109070554	109070572	0.87	0.90	0.66	0.79	0.88	0.85	0.59	0.92	0.91	0.95	0.95	0.96	0.96	0.97	0.90	0.97	0.97	0.93	0.97	0.98	0.92	0.78	0.94	0.95	0.59	0.93	0.95	0.83	0.89	0.92	0.09	0.74	0.92	0.88	0.98	0.97	0.95	0.96	0.95
chr3	112470971	112471061	0.94	0.93	0.94	0.87	0.69	0.76	0.86	0.97	0.03	0.97	0.94	0.95	0.95	0.96	0.96	0.95	0.96	0.97	0.97	0.98	0.97	0.61	0.93	0.97	0.98	0.98	0.97	0.89	0.93	0.89	0.98	0.96	0.97	0.95	0.97	0.96	0.94	0.97	0.97
chr3	112636338	112637055	0.55	0.83	0.69	0.27	0.70	0.68	0.19	0.90	0.11	0.82	0.94	0.79	0.97	0.79	0.96	0.96	0.97	0.93	0.96	0.99	0.96	0.53	0.93	0.94	0.96	0.96	0.92	0.93	0.94	0.98	0.95	0.91	0.93	0.98	0.95	0.98	0.91	0.91	0.90
chr3	113104582	113104732	0.90	0.93	0.92	0.89	0.89	0.79	0.83	0.92	0.68	0.86	0.92	0.91	0.91	0.96	0.79	0.98	0.96	0.84	0.87	0.01	0.68	0.63	0.95	0.96	0.96	0.95	0.95	0.90	0.95	0.95	0.90	0.89	0.93	0.87	0.93	0.74	0.92	0.96	0.95
chr3	114204155	114204363	0.78	0.84	0.80	0.74	0.84	0.77	0.64	0.86	0.55	0.94	0.90	0.68	0.87	0.64	0.82	0.89	0.82	0.89	0.94	0.73	0.75	0.52	0.91	0.94	0.86	0.79	0.93	0.74	0.79	0.87	0.06	0.11	0.89	0.93	0.84	0.85	0.79	0.80	0.82
chr3	114735566	114736340	0.95	0.88	0.81	0.87	0.89	0.86	0.88	0.93	0.67	0.93	0.95	0.94	0.06	0.58	0.73	0.66	0.91	0.65	0.88	0.88	0.86	0.66	0.95	0.95	0.96	0.98	0.96	0.89	0.83	0.85	0.80	0.78	0.93	0.96	0.73	0.60	0.85	0.88	0.87
chr3	114886335	114886375	0.97	0.96	0.95	0.92	0.84	0.92	0.89	0.98	0.93	0.97	0.96	0.88	0.81	0.87	0.83	0.63	0.83	0.10	0.95	0.97	0.97	0.65	0.96	0.98	0.96	0.95	0.96	0.90	0.96	0.98	0.96	0.96	0.98	0.98	0.96	0.84	0.98	0.80	0.96
chr3	116043862	116043941	0.96	0.95	0.96	0.92	0.93	0.96	0.92	0.98	0.93	0.97	0.97	0.91	0.96	0.93	0.95	0.28	0.95	0.96	0.96	0.97	0.94	0.95	0.94	0.96	0.97	0.95	0.97	0.95	0.97	0.97	0.98	0.96	0.97	0.98	0.96	0.96	0.94	0.97	0.96
chr3	116237185	116237210	0.94	0.95	0.93	0.88	0.94	0.89	0.93	0.97	0.88	0.69	0.95	0.89	0.94	0.85	0.96	0.95	0.96	0.97	0.96	0.93	0.92	0.68	0.94	0.96	0.95	0.94	0.96	0.95	0.82	0.05	0.90	0.93	0.88	0.96	0.88	0.98	0.87	0.95	0.95
chr3	116930983	116931008	0.89	0.91	0.91	0.85	0.85	0.84	0.81	0.98	0.84	0.97	0.91	0.82	0.97	0.94	0.99	1.00	0.90	0.93	0.84	0.99	0.86	0.68	0.94	0.94	0.92	0.96	0.96	0.90	0.91	0.94	0.49	0.13	0.90	0.97	0.93	0.95	0.95	0.77	0.94
chr3	116981079	116981286	0.56	0.89	0.93	0.72	0.09	0.70	0.80	0.96	0.37	0.97	0.96	0.83	0.83	0.87	0.95	0.91	0.93	0.96	0.94	0.96	0.88	0.55	0.87	0.89	0.95	0.95	0.92	0.84	0.89	0.91	0.91	0.90	0.89	0.97	0.96	0.88	0.91	0.92	0.89
chr3	117144044	117144204	0.96	0.94	0.90	0.88	0.92	0.93	0.90	0.95	0.88	0.98	0.96	0.95	0.98	0.93	0.85	0.30	0.07	0.81	0.95	0.96	0.96	0.69	0.94	0.96	0.97	0.97	0.95	0.94	0.94	0.97	0.98	0.92	0.98	0.97	0.97	0.95	0.98	0.96	0.97
chr3	117753724	117753836	0.90	0.89	0.91	0.80	0.74	0.77	0.83	0.93	0.82	0.92	0.97	0.87	0.79	0.84	0.06	0.21	0.80	0.66	0.91	0.90	0.87	0.58	0.90	0.91	0.91	0.92	0.92	0.89	0.90	0.94	0.91	0.87	0.97	0.98	0.94	0.89	0.97	0.89	0.91
chr3	117807853	117808398	0.90	0.87	0.91	0.64	0.80	0.87	0.76	0.76	0.78	0.95	0.92	0.75	0.95	0.91	0.02	0.54	0.67	0.93	0.90	0.94	0.91	0.58	0.91	0.94	0.94	0.93	0.92	0.95	0.91	0.93	0.94	0.88	0.96	0.97	0.92	0.88	0.95	0.91	0.91
chr3	117832067	117832122	0.96	0.95	0.93	0.93	0.94	0.95	0.93	0.98	0.86	0.96	0.96	0.82	0.95	0.95	0.99	0.97	0.94	0.96	0.94	0.97	0.96	0.65	0.96	0.96	0.97	0.94	0.95	0.89	0.96	0.95	0.97	0.92	0.97	0.98	0.96	0.90	0.04	0.79	0.84
chr3	119658823	119659662	0.89	0.92	0.91	0.92	0.87	0.49	0.88	0.05	0.89	0.96	0.93	0.97	0.98	0.92	0.94	0.94	0.92	0.97	0.96	0.97	0.91	0.57	0.94	0.96	0.89	0.97	0.90	0.90	0.94	0.94	0.96	0.95	0.96	0.90	0.94	0.95	0.91	0.95	0.94
chr3	119957956	119958008	0.91	0.90	0.92	0.87	0.91	0.86	0.82	0.88	0.88	0.86	0.93	0.97	0.96	0.86	0.87	0.91	0.94	0.92	0.90	0.76	0.76	0.80	0.95	0.94	0.98	0.97	0.94	0.85	0.79	0.07	0.79	0.85	0.93	0.94	0.82	0.91	0.86	0.80	0.89
chr3	122979845	122980199	0.73	0.81	0.73	0.07	0.82	0.78	0.28	0.95	0.77	0.96	0.95	0.93	0.97	0.87	0.95	0.93	0.92	0.96	0.96	0.97	0.95	0.64	0.94	0.95	0.87	0.76	0.95	0.90	0.90	0.93	0.94	0.90	0.96	0.96	0.97	0.95	0.94	0.93	0.93
chr3	123948366	123948720	0.96	0.96	0.84	0.96	0.96	0.95	0.90	0.98	0.95	0.96	0.96	0.97	0.97	0.97	0.96	0.96	0.96	0.97	0.95	0.97	0.97	0.92	0.97	0.98	0.96	0.98	0.97	0.96	0.95	0.98	0.90	0.94	0.98	0.96	0.96	0.96	0.97	0.06	0.94
chr3	124987462	124987625	0.94	0.91	0.94	0.92	0.91	0.92	0.90	0.87	0.93	0.95	0.95	0.95	0.94	0.88	0.91	0.91	0.90	0.73	0.92	0.96	0.93	0.76	0.95	0.96	0.97	0.95	0.96	0.96	0.93	0.92	0.93	0.93	0.94	0.92	0.92	0.61	0.91	0.80	0.04
chr3	125014716	125015437	0.93	0.92	0.92	0.92	0.95	0.93	0.90	0.14	0.92	0.96	0.97	0.97	0.96	0.92	0.94	0.96	0.96	0.94	0.95	0.98	0.96	0.68	0.95	0.97	0.97	0.96	0.96	0.95	0.95	0.95	0.96	0.96	0.97	0.97	0.96	0.95	0.96	0.96	0.95
chr3	125343687	125344069	0.97	0.96	0.96	0.96	0.95	0.96	0.95	0.93	0.92	0.82	0.82	0.94	0.89	0.97	0.93	0.93	0.94	0.07	0.95	0.97	0.86	0.86	0.94	0.87	0.96	0.97	0.97	0.94	0.96	0.97	0.97	0.95	0.95	0.94	0.96	0.87	0.96	0.96	0.96
chr3	126721286	126721481	0.89	0.88	0.88	0.87	0.90	0.94	0.73	0.96	0.96	0.97	0.97	0.97	0.97	0.97	0.96	0.97	0.98	0.97	0.97	0.97	0.94	0.71	0.95	0.96	0.95	0.95	0.95	0.19	0.89	0.93	0.93	0.95	0.63	0.08	0.95	0.96	0.96	0.96	0.96
chr3	126931863	126931978	0.94	0.89	0.88	0.90	0.92	0.96	0.88	0.97	0.87	0.97	0.96	0.96	0.96	0.93	0.98	0.97	0.96	0.97	0.95	0.97	0.95	0.63	0.95	0.94	0.95	0.94	0.97	0.86	0.13	0.87	0.88	0.93	0.97	0.99	0.89	0.96	0.95	0.97	0.96
chr3	127056284	127056454	0.94	0.93	0.94	0.82	0.92	0.79	0.80	0.97	0.77	0.90	0.91	0.92	0.95	0.89	0.92	0.96	0.95	0.95	0.90	0.83	0.84	0.80	0.95	0.98	0.96	0.98	0.96	0.90	0.89	0.85	0.92	0.95	0.23	0.07	0.91	0.96	0.95	0.94	0.93
chr3	127647031	127647256	0.91	0.93	0.91	0.84	0.88	0.81	0.86	0.97	0.78	0.90	0.78	0.96	0.84	0.79	0.56	0.62	0.64	0.10	0.95	0.92	0.78	0.66	0.87	0.89	0.96	0.97	0.94	0.95	0.97	0.94	0.95	0.92	0.97	0.96	0.90	0.85	0.95	0.96	0.93
chr3	127990146	127990160	0.92	0.92	0.85	0.79	0.88	0.30	0.85	0.94	0.85	0.84	0.75	0.97	0.92	0.86	0.84	0.89	0.91	0.95	0.90	0.91	0.90	0.71	0.93	0.96	0.96	0.98	0.95	0.92	0.94	0.93	0.94	0.92	0.90	0.89	0.94	0.88	0.93	0.95	0.96
chr3	128394100	128394420	0.96	0.96	0.94	0.93	0.88	0.92	0.92	0.13	0.90	0.96	0.96	0.97	0.97	0.97	0.97	0.98	0.98	0.96	0.97	0.93	0.96	0.02	0.91	0.93	0.95	0.95	0.95	0.91	0.92	0.92	0.90	0.96	0.97	0.82	0.96	0.96	0.96	0.93	0.95
chr3	128424918	128425197	0.92	0.90	0.79	0.84	0.90	0.93	0.82	0.96	0.79	0.95	0.96	0.94	0.94	0.92	0.89	0.88	0.87	0.92	0.90	0.87	0.80	0.71	0.90	0.95	0.95	0.94	0.89	0.92	0.89	0.86	0.65	0.17	0.96	0.98	0.80	0.90	0.91	0.92	0.91
chr3	128991464	128991794	0.85	0.90	0.83	0.87	0.88	0.76	0.85	0.96	0.88	0.95	0.97	0.95	0.97	0.92	0.95	0.98	0.97	0.96	0.95	0.97	0.96	0.77	0.93	0.95	0.69	0.03	0.94	0.94	0.95	0.95	0.96	0.92	0.97	0.98	0.95	0.95	0.96	0.94	0.90
chr3	129070369	129070520	0.90	0.89	0.81	0.85	0.77	0.92	0.82	0.97	0.88	0.96	0.96	0.95	0.98	0.92	0.94	0.90	0.95	0.96	0.95	0.97	0.99	0.76	0.85	0.11	0.84	0.80	0.62	0.96	0.93	0.96	0.97	0.96	0.98	0.99	0.96	0.94	0.97	0.98	0.95
chr3	129289407	129289910	0.95	0.96	0.94	0.83	0.96	0.93	0.92	0.96	0.91	0.83	0.83	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.96	0.97	0.95	0.88	0.94	0.98	0.98	0.97	0.97	0.34	0.09	0.61	0.96	0.97	0.98	0.97	0.98	0.98	0.97	0.96	0.97
chr3	129495526	129495664	0.60	0.30	0.85	0.87	0.87	0.88	0.88	0.95	0.93	0.94	0.93	0.95	0.98	0.94	0.89	0.92	0.95	0.95	0.93	0.96	0.95	0.90	0.96	0.97	0.95	0.97	0.96	0.94	0.86	0.94	0.91	0.96	0.84	0.95	0.96	0.93	0.95	0.96	0.95
chr3	130385339	130385355	0.95	0.92	0.77	0.92	0.86	0.79	0.74	0.97	0.71	0.82	0.92	0.93	0.92	0.81	0.90	0.93	0.90	0.96	0.97	0.91	0.95	0.79	0.92	0.93	0.96	0.97	0.96	0.71	0.93	0.95	0.88	0.91	0.17	0.09	0.96	0.96	0.95	0.95	0.95
chr3	130870949	130870975	0.96	0.93	0.94	0.91	0.97	0.97	0.87	0.98	0.81	0.93	0.97	0.95	0.94	0.96	0.78	0.96	0.92	0.97	0.95	0.96	0.93	0.81	0.96	0.97	0.97	0.98	0.94	0.88	0.92	0.95	0.94	0.86	0.96	0.95	0.98	0.06	0.96	0.88	0.87
chr3	130968600	130968633	0.96	0.95	0.94	0.28	0.97	0.95	0.81	0.98	0.97	0.96	0.97	0.98	0.99	0.99	0.98	0.97	0.97	0.99	0.96	0.99	0.96	0.90	0.98	0.95	0.97	0.98	0.96	0.94	0.97	0.97	0.97	0.96	0.97	0.98	0.98	0.96	0.98	0.98	0.97
chr3	130989623	130990403	0.97	0.97	0.96	0.96	0.94	0.95	0.90	0.89	0.93	0.90	0.90	0.98	0.79	0.96	0.89	0.94	0.97	0.94	0.86	0.12	0.63	0.93	0.96	0.97	0.98	0.97	0.96	0.95	0.97	0.96	0.97	0.97	0.97	0.96	0.95	0.97	0.96	0.97	0.97
chr3	132481867	132482621	0.89	0.95	0.93	0.91	0.90	0.92	0.92	0.96	0.93	0.97	0.94	0.98	0.95	0.94	0.90	0.85	0.95	0.94	0.95	0.95	0.94	0.83	0.97	0.98	0.98	0.97	0.97	0.92	0.85	0.13	0.81	0.95	0.95	0.95	0.86	0.95	0.96	0.95	0.95
chr3	132679714	132679976	0.90	0.90	0.94	0.93	0.91	0.94	0.88	0.93	0.74	0.96	0.86	0.97	0.91	0.89	0.70	0.01	0.92	0.60	0.97	0.96	0.81	0.82	0.97	0.98	0.97	0.98	0.96	0.93	0.93	0.92	0.85	0.97	0.98	0.94	0.97	0.96	0.91	0.79	0.89
chr3	133807026	133807635	0.92	0.95	0.94	0.91	0.91	0.91	0.88	0.98	0.76	0.93	0.92	0.95	0.81	0.04	0.85	0.87	0.94	0.94	0.95	0.96	0.94	0.88	0.96	0.96	0.97	0.97	0.96	0.91	0.92	0.95	0.96	0.95	0.97	0.96	0.96	0.49	0.89	0.93	0.89
chr3	134405002	134405599	0.97	0.97	0.88	0.92	0.85	0.95	0.92	0.98	0.92	0.78	0.96	0.92	0.96	0.93	0.95	0.98	0.97	0.97	0.97	0.98	0.95	0.59	0.91	0.94	0.94	0.94	0.94	0.88	0.95	0.95	0.96	0.95	0.97	0.97	0.94	0.90	0.05	0.95	0.93
chr3	135559937	135559993	0.76	0.92	0.87	0.75	0.20	0.64	0.75	0.95	0.37	0.96	0.97	0.93	0.96	0.94	0.97	0.99	0.98	0.97	0.95	0.94	0.93	0.64	0.92	0.95	0.95	0.96	0.94	0.95	0.93	0.96	0.96	0.91	0.96	0.97	0.97	0.94	0.92	0.97	0.98
chr3	135935406	135935714	0.94	0.92	0.85	0.75	0.88	0.91	0.81	0.96	0.79	0.95	0.95	0.90	0.95	0.84	0.87	0.90	0.90	0.54	0.92	0.96	0.89	0.53	0.91	0.94	0.94	0.94	0.93	0.71	0.70	0.91	0.84	0.77	0.02	0.51	0.89	0.94	0.92	0.94	0.91
chr3	136560913	136561027	0.96	0.97	0.98	0.94	0.94	0.97	0.94	0.97	0.94	0.97	0.97	0.97	0.97	0.99	0.98	0.96	0.99	0.98	0.94	0.98	0.96	0.89	0.97	0.98	0.98	0.98	0.97	0.10	0.83	0.64	0.95	0.98	0.51	0.82	0.96	0.94	0.97	0.97	0.97
chr3	137048936	137048969	0.96	0.95	0.93	0.84	0.94	0.94	0.85	0.97	0.90	0.96	0.98	0.95	0.96	0.94	0.01	0.04	0.81	0.97	0.96	0.96	0.97	0.74	0.93	0.97	0.97	0.96	0.95	0.95	0.96	0.97	0.97	0.96	0.96	0.97	0.96	0.96	0.96	0.95	0.94
chr3	137998823	137999059	0.93	0.94	0.89	0.85	0.90	0.92	0.83	0.98	0.87	0.94	0.96	0.90	0.91	0.84	0.94	0.94	0.96	0.95	0.93	0.94	0.91	0.70	0.90	0.94	0.95	0.95	0.91	0.95	0.94	0.95	0.95	0.93	0.92	0.93	0.97	0.78	0.01	0.96	0.94
chr3	138000114	138000687	0.90	0.90	0.85	0.84	0.90	0.90	0.83	0.96	0.82	0.93	0.96	0.90	0.89	0.85	0.95	0.94	0.95	0.93	0.94	0.92	0.90	0.57	0.91	0.94	0.95	0.97	0.93	0.92	0.87	0.90	0.94	0.91	0.93	0.91	0.95	0.77	0.01	0.92	0.92
chr3	138002409	138002526	0.87	0.91	0.78	0.83	0.87	0.86	0.79	0.96	0.83	0.93	0.95	0.91	0.95	0.85	0.92	0.97	0.97	0.96	0.94	0.94	0.85	0.54	0.86	0.90	0.96	0.97	0.88	0.85	0.88	0.93	0.92	0.90	0.94	0.95	0.97	0.93	0.01	0.93	0.93
chr3	138235575	138235637	0.94	0.97	0.96	0.93	0.96	0.94	0.96	0.97	0.94	0.93	0.83	0.96	0.98	0.92	0.99	0.93	0.92	0.97	0.96	0.95	0.76	0.89	0.95	0.97	0.98	0.97	0.97	0.90	0.80	0.09	0.88	0.89	0.96	0.95	0.93	0.99	0.96	0.96	0.97
chr3	139371528	139371734	0.91	0.94	0.87	0.88	0.96	0.91	0.89	0.92	0.79	0.06	0.89	0.97	0.96	0.86	0.92	0.92	0.95	0.96	0.95	0.96	0.94	0.87	0.96	0.98	0.97	0.97	0.97	0.90	0.94	0.94	0.95	0.95	0.93	0.90	0.95	0.91	0.95	0.96	0.95
chr3	141483614	141483919	0.78	0.92	0.90	0.92	0.96	0.77	0.92	0.97	0.89	0.95	0.96	0.90	0.97	0.90	0.94	0.94	0.96	0.94	0.95	0.93	0.95	0.70	0.93	0.92	0.14	0.02	0.82	0.95	0.95	0.96	0.97	0.95	0.96	0.97	0.96	0.95	0.96	0.96	0.97
chr3	141497309	141497339	0.93	0.96	0.94	0.96	0.94	0.96	0.90	0.96	0.98	0.94	0.97	0.98	0.98	0.88	0.96	0.97	0.96	0.97	0.95	0.97	0.97	0.74	0.96	0.94	0.97	0.96	0.97	0.90	0.95	0.98	0.95	0.96	0.96	0.98	0.97	0.96	0.06	0.87	0.88
chr3	142019086	142019561	0.96	0.96	0.96	0.94	0.95	0.90	0.93	0.90	0.93	0.96	0.97	0.95	0.84	0.93	0.95	0.96	0.97	0.92	0.95	0.97	0.95	0.93	0.96	0.97	0.97	0.97	0.97	0.94	0.92	0.95	0.97	0.96	0.97	0.98	0.96	0.07	0.93	0.90	0.84
chr3	142962838	142962887	0.91	0.89	0.86	0.88	0.92	0.90	0.93	0.96	0.92	0.95	0.94	0.09	0.97	0.91	0.97	0.98	0.96	0.98	0.85	0.97	0.97	0.83	0.93	0.93	0.88	0.88	0.93	0.93	0.92	0.94	0.96	0.95	0.97	0.97	0.97	0.94	0.95	0.98	0.98
chr3	142969328	142970088	0.92	0.92	0.83	0.84	0.83	0.89	0.87	0.95	0.75	0.94	0.97	0.85	0.92	0.82	0.89	0.92	0.90	0.95	0.93	0.92	0.92	0.88	0.88	0.90	0.95	0.95	0.88	0.94	0.90	0.89	0.91	0.92	0.91	0.94	0.89	0.08	0.91	0.93	0.86
chr3	143110505	143110639	0.97	0.95	0.93	0.84	0.90	0.92	0.82	0.92	0.81	0.98	0.87	0.93	0.96	0.85	0.93	0.98	0.95	0.96	0.02	0.92	0.93	0.86	0.95	0.94	0.97	0.98	0.97	0.88	0.93	0.92	0.89	0.92	0.92	0.95	0.91	0.90	0.89	0.96	0.93
chr3	143167823	143167920	0.95	0.95	0.93	0.96	0.94	0.90	0.93	0.94	0.93	0.89	0.93	0.84	0.92	0.67	0.89	0.95	0.93	0.97	0.94	0.94	0.93	0.86	0.78	0.08	0.96	0.98	0.96	0.90	0.86	0.92	0.96	0.96	0.91	0.97	0.93	0.95	0.91	0.96	0.92
chr3	143492014	143492120	0.96	0.95	0.93	0.90	0.91	0.95	0.84	0.93	0.85	0.96	0.96	0.91	0.98	0.88	0.94	0.98	0.95	0.90	0.96	0.96	0.94	0.77	0.95	0.95	0.97	0.98	0.94	0.91	0.95	0.98	0.93	0.97	0.89	0.97	0.94	0.92	0.95	0.04	0.53
chr3	146408666	146408979	0.90	0.86	0.75	0.19	0.90	0.89	0.65	0.89	0.85	0.95	0.96	0.88	0.97	0.91	0.94	0.95	0.93	0.95	0.82	0.97	0.96	0.68	0.88	0.94	0.95	0.95	0.91	0.89	0.93	0.97	0.95	0.90	0.96	0.94	0.93	0.95	0.93	0.96	0.94
chr3	148744205	148744402	0.86	0.89	0.88	0.88	0.93	0.77	0.81	0.97	0.20	0.95	0.97	0.88	0.97	0.98	0.99	0.95	0.94	0.97	0.95	0.96	0.95	0.92	0.94	0.95	0.96	0.95	0.94	0.86	0.92	0.95	0.95	0.89	0.98	0.97	0.95	0.98	0.95	0.93	0.96
chr3	148837274	148837337	0.94	0.93	0.86	0.81	0.97	0.96	0.83	0.94	0.89	0.98	0.97	0.94	0.96	0.04	0.98	0.96	0.98	0.97	0.95	0.98	0.91	0.78	0.91	0.94	0.95	0.99	0.91	0.92	0.92	0.96	0.94	0.90	0.98	0.98	0.96	0.93	0.89	0.86	0.82
chr3	148838044	148838475	0.94	0.92	0.91	0.82	0.94	0.95	0.84	0.95	0.88	0.96	0.96	0.95	0.94	0.03	0.96	0.95	0.95	0.95	0.94	0.96	0.90	0.91	0.91	0.94	0.96	0.98	0.90	0.89	0.92	0.95	0.97	0.92	0.97	0.97	0.94	0.95	0.95	0.92	0.92
chr3	148842741	148843091	0.93	0.93	0.88	0.85	0.92	0.94	0.86	0.93	0.89	0.97	0.97	0.96	0.97	0.05	0.97	0.95	0.97	0.95	0.93	0.97	0.96	0.91	0.91	0.96	0.97	0.97	0.91	0.86	0.91	0.96	0.90	0.85	0.99	0.97	0.96	0.95	0.89	0.89	0.88
chr3	149480923	149481155	0.94	0.95	0.91	0.92	0.90	0.90	0.88	0.95	0.91	0.96	0.96	0.92	0.96	0.85	0.90	0.95	0.77	0.94	0.94	0.96	0.93	0.75	0.96	0.97	0.88	0.79	0.95	0.91	0.93	0.92	0.97	0.94	0.98	0.96	0.95	0.01	0.96	0.91	0.94
chr3	149484081	149484788	0.94	0.95	0.88	0.90	0.91	0.95	0.86	0.94	0.89	0.94	0.96	0.91	0.96	0.94	0.92	0.94	0.90	0.96	0.94	0.97	0.96	0.71	0.88	0.93	0.96	0.95	0.90	0.90	0.94	0.95	0.96	0.94	0.96	0.97	0.94	0.06	0.96	0.96	0.95
chr3	149484809	149484844	0.96	0.97	0.94	0.96	0.89	0.95	0.93	0.97	0.89	0.97	0.96	0.96	0.98	0.96	0.93	0.95	0.90	0.97	0.96	0.98	0.98	0.70	0.95	0.94	0.98	0.96	0.95	0.92	0.97	0.98	0.97	0.92	0.98	0.99	0.98	0.16	0.97	0.96	0.96
chr3	149715350	149715684	0.94	0.95	0.94	0.92	0.91	0.84	0.92	0.93	0.89	0.95	0.94	0.96	0.97	0.87	0.90	0.89	0.89	0.96	0.95	0.97	0.95	0.67	0.91	0.95	0.96	0.95	0.93	0.91	0.90	0.95	0.95	0.95	0.66	0.12	0.95	0.93	0.95	0.94	0.94
chr3	150568292	150568650	0.89	0.93	0.94	0.93	0.96	0.82	0.93	0.95	0.89	0.95	0.95	0.96	0.96	0.93	0.97	0.96	0.94	0.96	0.96	0.93	0.81	0.83	0.96	0.97	0.89	0.04	0.96	0.92	0.95	0.94	0.95	0.93	0.86	0.87	0.93	0.96	0.96	0.95	0.95
chr3	150774038	150774178	0.94	0.95	0.95	0.93	0.92	0.79	0.92	0.96	0.91	0.94	0.93	0.79	0.97	0.94	0.95	0.95	0.91	0.94	0.96	0.98	0.91	0.83	0.95	0.97	0.97	0.97	0.96	0.90	0.93	0.95	0.94	0.97	0.16	0.10	0.96	0.96	0.96	0.97	0.96
chr3	150989678	150990049	0.80	0.86	0.73	0.72	0.80	0.71	0.71	0.86	0.69	0.94	0.93	0.85	0.85	0.79	0.90	0.87	0.88	0.91	0.84	0.94	0.90	0.64	0.88	0.93	0.76	0.01	0.92	0.61	0.78	0.91	0.84	0.84	0.88	0.87	0.90	0.91	0.86	0.86	0.88
chr3	151160489	151160506	0.96	0.95	0.94	0.90	0.93	0.94	0.89	0.96	0.92	0.97	0.95	0.91	0.97	0.86	0.94	0.95	0.94	0.90	0.95	0.98	0.96	0.74	0.96	0.96	0.98	0.97	0.97	0.93	0.96	0.96	0.98	0.98	0.97	0.97	0.98	0.95	0.94	0.88	0.08
chr3	151881290	151881385	0.89	0.90	0.91	0.78	0.84	0.84	0.88	0.04	0.89	0.90	0.94	0.95	0.97	0.90	0.98	0.97	0.97	0.93	0.83	0.97	0.96	0.83	0.87	0.94	0.96	0.97	0.96	0.88	0.90	0.94	0.93	0.93	0.95	0.98	0.94	0.92	0.97	0.95	0.92
chr3	152626253	152626462	0.97	0.95	0.91	0.87	0.92	0.91	0.85	0.97	0.89	0.97	0.96	0.91	0.97	0.80	0.97	0.98	0.86	0.96	0.94	0.98	0.87	0.79	0.93	0.84	0.94	0.96	0.95	0.04	0.10	0.31	0.93	0.94	0.96	0.97	0.94	0.95	0.96	0.97	0.97
chr3	153369105	153369303	0.87	0.86	0.85	0.84	0.73	0.84	0.78	0.92	0.83	0.91	0.93	0.87	0.87	0.78	0.84	0.87	0.89	0.16	0.93	0.92	0.87	0.71	0.93	0.96	0.97	0.94	0.91	0.93	0.96	0.95	0.80	0.80	0.91	0.94	0.94	0.93	0.90	0.90	0.93
chr3	153426239	153426441	0.94	0.88	0.84	0.08	0.76	0.91	0.60	0.89	0.82	0.80	0.92	0.84	0.89	0.69	0.81	0.84	0.85	0.92	0.93	0.93	0.92	0.62	0.95	0.96	0.96	0.97	0.93	0.96	0.95	0.96	0.94	0.94	0.94	0.96	0.96	0.94	0.91	0.92	0.93
chr3	156152746	156153214	0.93	0.93	0.88	0.93	0.85	0.95	0.85	0.95	0.85	0.97	0.97	0.81	0.12	0.77	0.94	0.85	0.94	0.89	0.96	0.92	0.84	0.65	0.93	0.96	0.94	0.94	0.95	0.94	0.94	0.94	0.84	0.78	0.38	0.95	0.81	0.82	0.75	0.93	0.91
chr3	157090989	157091038	0.93	0.93	0.96	0.97	0.96	0.93	0.95	0.05	0.99	0.97	0.97	0.97	0.93	0.93	0.97	0.99	0.97	0.98	0.97	0.99	0.97	0.80	0.97	0.97	0.80	0.90	0.96	0.96	0.96	0.97	0.97	0.98	0.98	0.99	0.98	0.78	0.97	0.96	0.95
chr3	157523165	157523387	0.93	0.91	0.88	0.89	0.93	0.86	0.92	0.96	0.86	0.94	0.95	0.92	0.97	0.92	0.83	0.89	0.87	0.96	0.96	0.03	0.21	0.78	0.87	0.93	0.96	0.97	0.89	0.93	0.87	0.87	0.92	0.92	0.97	0.95	0.97	0.62	0.90	0.95	0.93
