chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr1	174364895	174365696	0.94	0.94	0.90	0.86	0.91	0.92	0.84	0.88	0.90	0.11	0.72	0.96	0.91	0.93	0.83	0.95	0.90	0.96	0.93	0.93	0.93	0.89	0.96	0.97	0.97	0.96	0.94	0.90	0.91	0.86	0.93	0.96	0.95	0.95	0.89	0.94	0.93	0.96	0.96
chr1	174419877	174420081	0.47	0.69	0.74	0.59	0.07	0.73	0.41	0.92	0.47	0.94	0.89	0.88	0.92	0.92	0.98	0.98	0.97	0.95	0.97	0.95	0.91	0.77	0.77	0.81	0.89	0.92	0.77	0.79	0.87	0.88	0.94	0.89	0.98	0.91	0.93	0.88	0.92	0.91	0.90
chr1	174697538	174697615	0.97	0.95	0.95	0.92	0.84	0.93	0.85	0.88	0.81	0.96	0.97	0.94	0.99	0.97	0.92	0.94	0.94	0.93	0.96	0.98	0.95	0.88	0.95	0.93	0.96	0.94	0.95	0.93	0.91	0.19	0.97	0.94	0.98	0.97	0.44	0.96	0.88	0.95	0.94
chr1	174873753	174874197	0.96	0.96	0.86	0.88	0.96	0.95	0.89	0.96	0.92	0.97	0.96	0.97	0.96	0.86	0.97	0.89	0.97	0.97	0.96	0.07	0.25	0.81	0.95	0.94	0.96	0.97	0.72	0.93	0.93	0.79	0.93	0.83	0.97	0.98	0.92	0.96	0.80	0.90	0.86
chr1	175225520	175225611	0.96	0.95	0.70	0.67	0.74	0.95	0.60	0.96	0.73	0.95	0.98	0.94	0.96	0.90	0.96	0.98	0.96	0.88	0.93	0.96	0.97	0.74	0.92	0.94	0.95	0.97	0.01	0.90	0.88	0.83	0.85	0.91	0.97	0.87	0.86	0.97	0.88	0.94	0.94
chr1	175308985	175309063	0.82	0.83	0.86	0.77	0.86	0.71	0.73	0.95	0.88	0.97	0.97	0.89	0.91	0.86	0.96	0.95	0.98	0.90	0.90	0.76	0.83	0.51	0.92	0.82	0.71	0.02	0.82	0.94	0.91	0.93	0.93	0.88	0.98	0.97	0.92	0.95	0.92	0.79	0.86
chr1	175527103	175527123	0.94	0.94	0.91	0.75	0.89	0.89	0.73	0.93	0.89	0.94	0.96	0.83	0.98	0.89	0.94	0.96	0.93	0.85	0.93	0.98	0.86	0.68	0.96	0.97	0.98	0.98	0.98	0.94	0.96	0.95	0.75	0.80	0.24	0.91	0.91	0.94	0.94	0.84	0.94
chr1	175691847	175692051	0.92	0.93	0.86	0.66	0.88	0.82	0.59	0.95	0.71	0.91	0.92	0.92	0.96	0.89	0.97	0.98	0.95	0.94	0.91	0.90	0.90	0.62	0.89	0.95	0.94	0.94	0.94	0.93	0.87	0.90	0.91	0.88	0.29	0.05	0.88	0.86	0.87	0.94	0.92
chr1	177130519	177130718	0.89	0.87	0.84	0.76	0.85	0.78	0.69	0.92	0.44	0.97	0.90	0.89	0.92	0.87	0.63	0.92	0.91	0.24	0.85	0.93	0.88	0.62	0.92	0.94	0.95	0.94	0.92	0.94	0.83	0.91	0.78	0.81	0.97	0.99	0.91	0.94	0.87	0.84	0.85
chr1	178411754	178411919	0.93	0.92	0.78	0.93	0.95	0.91	0.89	0.92	0.95	0.95	0.96	0.97	0.97	0.94	0.97	0.97	0.96	0.97	0.94	0.97	0.95	0.55	0.64	0.06	0.91	0.96	0.44	0.92	0.96	0.97	0.98	0.95	0.97	0.98	0.96	0.97	0.97	0.97	0.97
chr1	178449162	178449404	0.96	0.93	0.92	0.61	0.96	0.92	0.84	0.80	0.94	0.92	0.92	0.93	0.05	0.76	0.65	0.83	0.84	0.71	0.96	0.75	0.88	0.58	0.92	0.94	0.96	0.97	0.97	0.96	0.95	0.95	0.85	0.77	0.94	0.98	0.94	0.06	0.81	0.90	0.75
chr1	178543696	178543759	0.92	0.94	0.65	0.92	0.91	0.92	0.91	0.97	0.90	0.95	0.91	0.58	0.91	0.92	0.95	0.91	0.90	0.90	0.86	0.98	0.98	0.91	0.96	0.98	0.94	0.97	0.08	0.94	0.96	0.93	0.93	0.82	0.90	0.94	0.95	0.83	0.93	0.90	0.87
chr1	178577918	178578057	0.96	0.93	0.70	0.89	0.94	0.90	0.91	0.97	0.85	0.95	0.96	0.96	0.98	0.90	0.97	0.97	0.97	0.97	0.96	0.99	0.95	0.64	0.88	0.91	0.93	0.97	0.05	0.91	0.94	0.97	0.95	0.95	0.98	0.97	0.92	0.94	0.94	0.95	0.96
chr1	178605698	178605919	0.95	0.95	0.71	0.93	0.89	0.91	0.92	0.78	0.86	0.95	0.91	0.98	0.98	0.95	0.99	0.96	0.97	0.97	0.92	0.98	0.95	0.74	0.91	0.75	0.95	0.98	0.11	0.85	0.94	0.97	0.97	0.98	0.97	0.95	0.96	0.98	0.96	0.98	0.97
chr1	178947164	178947451	0.86	0.83	0.89	0.84	0.87	0.91	0.83	0.98	0.93	0.93	0.96	0.89	0.04	0.92	0.87	0.69	0.94	0.91	0.97	0.80	0.64	0.54	0.79	0.87	0.80	0.78	0.91	0.90	0.93	0.94	0.88	0.74	0.92	0.96	0.87	0.40	0.65	0.72	0.89
chr1	179015363	179015772	0.88	0.93	0.85	0.69	0.95	0.90	0.84	0.93	0.44	0.94	0.97	0.96	0.87	0.78	0.95	0.96	0.96	0.95	0.89	0.95	0.95	0.00	0.88	0.93	0.84	0.83	0.93	0.88	0.93	0.95	0.94	0.93	0.92	0.96	0.93	0.89	0.91	0.94	0.91
chr1	179028263	179028497	0.95	0.94	0.89	0.92	0.92	0.88	0.93	0.95	0.90	0.94	0.95	0.95	0.93	0.80	0.94	0.95	0.95	0.97	0.93	0.96	0.95	0.18	0.93	0.95	0.97	0.94	0.90	0.94	0.93	0.95	0.97	0.96	0.97	0.97	0.95	0.68	0.84	0.89	0.90
chr1	179037643	179037687	0.95	0.93	0.92	0.94	0.89	0.94	0.90	0.98	0.91	0.97	0.97	0.97	0.97	0.95	0.97	0.98	0.97	0.96	0.96	0.88	0.55	0.49	0.86	0.96	0.92	0.85	0.94	0.90	0.93	0.84	0.79	0.15	0.96	0.97	0.97	0.95	0.91	0.92	0.95
chr1	179162099	179162282	0.90	0.93	0.78	0.93	0.85	0.90	0.81	0.99	0.83	0.95	0.82	0.92	0.94	0.62	0.75	0.09	0.10	0.84	0.96	0.95	0.94	0.54	0.81	0.86	0.95	0.96	0.92	0.93	0.95	0.82	0.97	0.95	0.98	0.98	0.66	0.91	0.93	0.96	0.94
chr1	179295623	179295887	0.95	0.96	0.92	0.95	0.94	0.94	0.93	0.97	0.92	0.76	0.91	0.97	0.06	0.95	0.88	0.87	0.90	0.79	0.95	0.87	0.78	0.83	0.91	0.96	0.97	0.98	0.96	0.91	0.92	0.94	0.95	0.91	0.98	0.98	0.96	0.25	0.87	0.94	0.84
chr1	179295893	179295904	0.87	0.86	0.84	0.74	0.80	0.89	0.68	0.73	0.67	0.43	0.75	0.74	0.05	0.76	0.65	0.59	0.65	0.78	0.74	0.80	0.89	0.82	0.96	0.98	0.97	0.97	0.95	0.81	0.80	0.82	0.89	0.79	0.95	0.91	0.82	0.20	0.71	0.93	0.78
chr1	179295956	179296249	0.86	0.93	0.94	0.92	0.88	0.91	0.85	0.93	0.94	0.78	0.90	0.97	0.18	0.93	0.83	0.83	0.87	0.93	0.89	0.94	0.90	0.74	0.94	0.94	0.96	0.95	0.95	0.85	0.91	0.91	0.88	0.85	0.94	0.93	0.93	0.61	0.91	0.94	0.92
chr1	179308393	179308667	0.90	0.95	0.93	0.92	0.92	0.92	0.89	0.95	0.94	0.97	0.97	0.97	0.94	0.96	0.95	0.95	0.96	0.96	0.94	0.98	0.97	0.08	0.94	0.94	0.89	0.83	0.94	0.94	0.95	0.97	0.96	0.93	0.96	0.96	0.96	0.93	0.94	0.96	0.96
chr1	179728798	179728884	0.79	0.87	0.63	0.61	0.67	0.81	0.77	0.92	0.62	0.49	0.84	0.86	0.80	0.73	0.60	0.11	0.01	0.92	0.92	0.97	0.91	0.63	0.92	0.98	0.95	0.96	0.94	0.88	0.90	0.83	0.79	0.79	0.93	0.96	0.84	0.80	0.69	0.90	0.90
chr1	179950691	179950850	0.87	0.94	0.91	0.89	0.91	0.88	0.87	0.93	0.88	0.93	0.95	0.94	0.96	0.93	0.95	0.95	0.94	0.95	0.88	0.96	0.93	0.80	0.95	0.98	0.20	0.62	0.95	0.96	0.95	0.94	0.97	0.95	0.97	0.96	0.94	0.93	0.96	0.97	0.96
chr1	180254289	180254344	0.91	0.90	0.91	0.89	0.87	0.88	0.85	0.97	0.84	0.97	0.96	0.95	0.02	0.26	0.76	0.87	0.77	0.94	0.85	0.77	0.87	0.78	0.94	0.96	0.97	0.97	0.96	0.94	0.82	0.79	0.90	0.91	0.93	0.96	0.77	0.45	0.87	0.96	0.94
chr1	180530118	180530280	0.89	0.89	0.88	0.83	0.89	0.89	0.76	0.97	0.91	0.96	0.96	0.92	0.13	0.72	0.95	0.96	0.96	0.97	0.97	0.03	0.68	0.66	0.81	0.90	0.95	0.96	0.88	0.97	0.96	0.94	0.91	0.95	0.90	0.72	0.91	0.18	0.93	0.97	0.95
chr1	180566896	180567029	0.99	0.97	0.95	0.93	0.94	0.95	0.90	0.97	0.93	0.97	0.97	0.96	0.99	0.97	0.99	0.97	0.99	0.97	0.97	0.35	0.12	0.75	0.95	0.96	0.97	0.98	0.99	0.92	0.97	0.90	0.97	0.98	0.98	0.98	0.98	0.99	0.97	0.98	0.97
chr1	180645528	180645871	0.95	0.93	0.89	0.89	0.88	0.71	0.89	0.78	0.90	0.80	0.93	0.96	0.97	0.88	0.60	0.15	0.08	0.87	0.92	0.96	0.89	0.84	0.96	0.98	0.97	0.98	0.96	0.93	0.95	0.93	0.92	0.82	0.76	0.94	0.96	0.95	0.96	0.98	0.97
chr1	180950629	180951038	0.80	0.93	0.91	0.90	0.85	0.90	0.84	0.91	0.69	0.92	0.93	0.90	0.96	0.88	0.94	0.91	0.95	0.92	0.96	0.93	0.97	0.82	0.95	0.96	0.95	0.96	0.96	0.79	0.92	0.93	0.96	0.95	0.75	0.19	0.95	0.90	0.94	0.94	0.89
chr1	181019740	181019929	0.95	0.94	0.94	0.95	0.97	0.94	0.94	0.95	0.95	0.94	0.93	0.98	0.98	0.93	0.95	0.91	0.96	0.96	0.96	0.96	0.91	0.92	0.92	0.96	0.97	0.98	0.95	0.92	0.93	0.92	0.95	0.92	0.99	0.96	0.94	0.95	0.11	0.85	0.78
chr1	181042630	181042764	0.95	0.95	0.93	0.91	0.96	0.94	0.89	0.95	0.87	0.96	0.97	0.94	0.97	0.88	0.95	0.93	0.90	0.95	0.84	0.97	0.96	0.83	0.94	0.97	0.93	0.92	0.94	0.92	0.88	0.53	0.93	0.88	0.97	0.97	0.08	0.95	0.96	0.89	0.94
chr1	181132353	181132692	0.94	0.95	0.81	0.93	0.94	0.94	0.90	0.97	0.96	0.94	0.95	0.96	0.96	0.94	0.96	0.96	0.97	0.97	0.90	0.97	0.95	0.75	0.95	0.95	0.94	0.95	0.14	0.95	0.95	0.97	0.98	0.97	0.98	0.96	0.96	0.94	0.96	0.96	0.95
chr1	181175125	181175402	0.91	0.90	0.85	0.75	0.87	0.88	0.68	0.96	0.75	0.94	0.97	0.97	0.94	0.87	0.93	0.94	0.94	0.96	0.92	0.97	0.95	0.65	0.87	0.92	0.96	0.95	0.86	0.94	0.88	0.91	0.98	0.92	0.95	0.98	0.89	0.80	0.84	0.82	0.03
chr1	181393734	181393748	0.89	0.92	0.94	0.87	0.95	0.93	0.82	0.97	0.80	0.97	0.97	0.88	0.97	0.88	0.98	0.98	0.97	0.97	0.03	0.98	0.97	0.74	0.96	0.95	0.97	0.99	0.97	0.97	0.91	0.94	0.96	0.89	0.96	0.95	0.83	0.95	0.93	0.98	0.95
chr1	182128867	182129038	0.88	0.91	0.87	0.72	0.87	0.86	0.61	0.97	0.87	0.87	0.92	0.97	0.83	0.75	0.93	0.95	0.96	0.85	0.67	0.82	0.71	0.84	0.92	0.93	0.96	0.91	0.94	0.79	0.78	0.07	0.91	0.97	0.96	0.95	0.94	0.94	0.94	0.97	0.95
chr1	182145169	182145179	0.94	0.95	0.92	0.76	0.96	0.86	0.82	0.97	0.88	0.95	0.98	0.98	0.93	0.41	0.96	0.96	0.94	0.97	0.97	0.96	0.95	0.72	0.93	0.93	0.92	0.85	0.95	0.93	0.97	0.94	0.94	0.92	0.98	0.96	0.96	0.83	0.01	0.99	0.95
chr1	182285380	182285514	0.96	0.94	0.87	0.63	0.92	0.94	0.66	0.98	0.72	0.97	0.96	0.96	0.96	0.91	0.96	0.94	0.95	0.89	0.03	0.95	0.92	0.75	0.92	0.95	0.95	0.95	0.77	0.88	0.93	0.97	0.94	0.95	0.96	0.97	0.71	1.00	0.97	0.96	0.95
chr1	182405211	182405455	0.88	0.83	0.86	0.60	0.78	0.79	0.61	0.90	0.70	0.94	0.95	0.92	0.87	0.76	0.82	0.84	0.80	0.84	0.92	0.89	0.87	0.51	0.84	0.89	0.91	0.92	0.88	0.82	0.88	0.91	0.71	0.14	0.88	0.87	0.94	0.80	0.93	0.95	0.90
chr1	182611775	182611902	0.90	0.91	0.91	0.89	0.82	0.63	0.82	0.95	0.90	0.90	0.79	0.90	0.90	0.50	0.73	0.07	0.80	0.91	0.91	0.87	0.93	0.81	0.92	0.96	0.94	0.95	0.74	0.90	0.93	0.93	0.93	0.90	0.96	0.95	0.92	0.92	0.91	0.91	0.93
chr1	182668660	182669024	0.96	0.95	0.92	0.80	0.92	0.91	0.78	0.70	0.83	0.97	0.67	0.95	0.96	0.93	0.97	0.97	0.97	0.86	0.02	0.86	0.91	0.73	0.94	0.96	0.97	0.97	0.97	0.90	0.93	0.84	0.95	0.94	0.98	0.97	0.88	0.96	0.95	0.97	0.97
chr1	182785035	182785187	0.82	0.87	0.75	0.77	0.90	0.90	0.70	0.84	0.85	0.87	0.86	0.94	0.96	0.86	0.84	0.80	0.86	0.69	0.94	0.87	0.77	0.69	0.90	0.93	0.94	0.87	0.84	0.70	0.87	0.89	0.62	0.62	0.05	0.57	0.83	0.94	0.88	0.87	0.87
chr1	183160407	183160424	0.97	0.97	0.95	0.96	0.98	0.95	0.96	0.98	0.97	0.98	0.97	0.98	0.97	0.96	0.97	0.98	0.97	0.89	0.96	0.96	0.88	0.85	0.95	0.98	0.97	0.98	0.96	0.11	0.12	0.76	0.69	0.64	0.74	0.91	0.89	0.88	0.91	0.85	0.89
chr1	183307871	183307958	0.90	0.89	0.93	0.86	0.96	0.89	0.89	0.96	0.80	0.96	0.95	0.90	0.23	0.83	0.81	0.91	0.88	0.83	0.94	0.05	0.76	0.76	0.94	0.96	0.97	0.98	0.97	0.92	0.85	0.88	0.95	0.93	0.93	0.97	0.94	0.87	0.88	0.97	0.93
chr1	183344215	183344286	0.95	0.96	0.93	0.90	0.96	0.95	0.94	0.98	0.90	0.95	0.96	0.95	0.98	0.85	0.95	0.25	0.98	0.97	0.95	0.96	0.95	0.64	0.95	0.97	0.97	0.98	0.96	0.94	0.97	0.97	0.98	0.94	0.90	0.98	0.97	0.96	0.97	0.96	0.97
chr1	183419049	183419106	0.81	0.84	0.83	0.75	0.82	0.86	0.75	0.93	0.79	0.86	0.23	0.87	0.88	0.81	0.86	0.86	0.84	0.88	0.85	0.90	0.89	0.72	0.92	0.93	0.92	0.94	0.94	0.94	0.88	0.86	0.86	0.80	0.94	0.92	0.86	0.87	0.87	0.90	0.94
chr1	183498559	183498852	0.91	0.93	0.76	0.94	0.92	0.83	0.91	0.93	0.65	0.91	0.88	0.96	0.95	0.93	0.93	0.93	0.92	0.93	0.97	0.94	0.92	0.78	0.16	0.28	0.89	0.88	0.78	0.90	0.89	0.90	0.95	0.94	0.96	0.95	0.95	0.95	0.94	0.92	0.93
chr1	183521945	183522108	0.90	0.92	0.92	0.87	0.95	0.88	0.85	0.96	0.96	0.92	0.93	0.96	0.92	0.77	0.82	0.92	0.87	0.90	0.95	0.96	0.94	0.73	0.96	0.97	0.97	0.98	0.96	0.91	0.83	0.91	0.68	0.94	0.81	0.87	0.91	0.86	0.74	0.10	0.46
chr1	184109865	184110291	0.92	0.91	0.91	0.76	0.89	0.91	0.76	0.96	0.87	0.96	0.96	0.96	0.94	0.90	0.13	0.62	0.76	0.97	0.92	0.97	0.94	0.58	0.95	0.95	0.95	0.95	0.92	0.92	0.91	0.94	0.93	0.96	0.97	0.96	0.92	0.93	0.89	0.92	0.89
chr1	184126870	184127031	0.91	0.91	0.86	0.84	0.91	0.88	0.83	0.97	0.86	0.94	0.95	0.89	0.93	0.85	0.94	0.92	0.92	0.66	0.10	0.94	0.87	0.69	0.93	0.94	0.96	0.96	0.90	0.53	0.16	0.79	0.88	0.78	0.89	0.94	0.91	0.94	0.88	0.92	0.91
chr1	184148061	184148250	0.72	0.83	0.84	0.92	0.94	0.91	0.94	0.97	0.79	0.97	0.96	0.96	0.96	0.89	0.97	0.98	0.96	0.92	0.96	0.92	0.93	0.57	0.91	0.96	0.76	0.94	0.81	0.95	0.89	0.94	0.93	0.82	0.78	0.97	0.96	0.02	0.85	0.90	0.88
chr1	184200805	184201052	0.76	0.81	0.81	0.09	0.84	0.84	0.46	0.88	0.73	0.95	0.95	0.88	0.93	0.77	0.93	0.95	0.95	0.96	0.87	0.94	0.89	0.63	0.85	0.96	0.95	0.97	0.85	0.88	0.84	0.90	0.90	0.87	0.91	0.97	0.89	0.94	0.84	0.85	0.79
chr1	184215861	184215895	0.94	0.90	0.89	0.86	0.90	0.91	0.85	0.94	0.71	0.95	0.97	0.86	0.94	0.78	0.54	0.94	0.68	0.96	0.63	0.95	0.94	0.57	0.86	0.91	0.95	0.95	0.86	0.96	0.91	0.62	0.95	0.93	0.86	0.98	0.06	0.95	0.71	0.85	0.90
chr1	184362700	184363203	0.95	0.94	0.72	0.89	0.92	0.81	0.78	0.98	0.88	0.93	0.96	0.90	0.97	0.90	0.88	0.91	0.88	0.96	0.94	0.96	0.94	0.61	0.84	0.96	0.89	0.94	0.85	0.85	0.94	0.97	0.76	0.89	0.79	0.92	0.95	0.93	0.90	0.02	0.41
chr1	184446014	184446363	0.89	0.93	0.91	0.89	0.90	0.89	0.90	0.73	0.80	0.89	0.84	0.96	0.97	0.96	0.97	0.95	0.97	0.95	0.96	0.97	0.88	0.72	0.89	0.98	0.96	0.96	0.89	0.24	0.88	0.96	0.77	0.71	0.20	0.42	0.95	0.95	0.94	0.95	0.95
chr1	184487970	184488210	0.96	0.96	0.84	0.94	0.95	0.88	0.68	0.90	0.94	0.97	0.89	0.97	0.97	0.96	0.91	0.58	0.09	0.98	0.97	0.97	0.95	0.81	0.96	0.98	0.97	0.98	0.94	0.85	0.97	0.96	0.96	0.94	0.76	0.97	0.97	0.81	0.93	0.91	0.92
chr1	184920197	184920226	0.83	0.79	0.63	0.87	0.89	0.80	0.82	0.89	0.85	0.91	0.94	0.84	0.91	0.66	0.90	0.90	0.84	0.90	0.94	0.86	0.87	0.49	0.74	0.78	0.68	0.74	0.62	0.89	0.91	0.93	0.93	0.90	0.86	0.88	0.94	0.90	0.92	0.67	0.04
chr1	185001566	185001852	0.95	0.95	0.92	0.87	0.92	0.92	0.87	0.95	0.87	0.95	0.94	0.94	0.97	0.93	0.95	0.97	0.95	0.95	0.96	0.95	0.94	0.80	0.94	0.96	0.97	0.96	0.96	0.92	0.86	0.86	0.71	0.10	0.95	0.94	0.96	0.96	0.96	0.91	0.94
chr1	185091158	185091418	0.91	0.92	0.80	0.83	0.81	0.85	0.71	0.92	0.74	0.93	0.84	0.95	0.95	0.76	0.35	0.03	0.75	0.91	0.92	0.92	0.82	0.72	0.85	0.92	0.95	0.89	0.92	0.90	0.86	0.90	0.56	0.80	0.95	0.91	0.84	0.97	0.90	0.87	0.91
chr1	185091783	185091976	0.96	0.96	0.89	0.95	0.95	0.88	0.94	0.96	0.91	0.94	0.94	0.97	0.96	0.96	0.20	0.02	0.53	0.96	0.96	0.98	0.97	0.90	0.93	0.90	0.97	0.97	0.97	0.91	0.84	0.80	0.73	0.86	0.98	0.93	0.64	0.96	0.97	0.95	0.95
chr1	185106981	185107195	0.96	0.96	0.95	0.94	0.96	0.93	0.91	0.96	0.80	0.93	0.95	0.96	0.97	0.96	0.97	0.96	0.97	0.68	0.94	0.02	0.18	0.92	0.96	0.98	0.98	0.98	0.97	0.93	0.92	0.96	0.89	0.96	0.98	0.96	0.96	0.94	0.96	0.96	0.96
chr1	185535645	185535808	0.83	0.92	0.92	0.84	0.71	0.84	0.60	0.97	0.86	0.95	0.94	0.92	0.98	0.96	0.90	0.88	0.89	0.88	0.95	0.97	0.85	0.69	0.93	0.96	0.21	0.78	0.93	0.98	0.94	0.91	0.93	0.93	0.98	0.97	0.97	0.97	0.98	0.94	0.99
chr1	185603065	185603283	0.95	0.94	0.77	0.85	0.93	0.94	0.75	0.84	0.93	0.96	0.97	0.96	0.99	0.95	0.97	0.97	0.98	0.96	0.93	0.97	0.96	0.74	0.96	0.98	0.96	0.98	0.07	0.94	0.98	0.98	0.96	0.94	0.97	0.98	0.97	0.94	0.96	0.97	0.97
chr1	185647986	185648188	0.94	0.95	0.89	0.96	0.92	0.95	0.77	0.97	0.93	0.96	0.97	0.98	0.97	0.96	0.95	0.92	0.93	0.83	0.81	0.97	0.94	0.73	0.79	0.69	0.95	0.98	0.97	0.08	0.88	0.90	0.33	0.17	0.95	0.92	0.94	0.91	0.97	0.94	0.94
chr1	185926267	185926434	0.84	0.82	0.82	0.55	0.88	0.75	0.66	0.75	0.94	0.96	0.97	0.92	0.05	0.89	0.89	0.91	0.80	0.95	0.97	0.53	0.92	0.59	0.92	0.95	0.95	0.96	0.95	0.90	0.78	0.96	0.91	0.90	0.87	0.97	0.97	0.78	0.93	0.83	0.80
chr1	186106654	186106751	0.90	0.93	0.86	0.89	0.90	0.92	0.84	0.96	0.96	0.94	0.96	0.78	0.93	0.58	0.84	0.92	0.86	0.97	0.96	0.91	0.89	0.62	0.85	0.96	0.93	0.94	0.89	0.85	0.95	0.96	0.95	0.88	0.78	0.97	0.91	0.83	0.01	0.93	0.90
chr1	186279950	186280060	0.48	0.83	0.91	0.83	0.03	0.79	0.54	0.95	0.72	0.73	0.51	0.97	0.96	0.86	0.97	0.95	0.93	0.95	0.93	0.93	0.88	0.81	0.94	0.98	0.96	0.95	0.96	0.92	0.95	0.97	0.96	0.95	0.97	0.93	0.96	0.94	0.96	0.96	0.96
chr1	186308566	186308877	0.97	0.97	0.94	0.96	0.96	0.95	0.93	0.96	0.63	0.97	0.97	0.98	0.98	0.97	0.98	0.99	0.98	0.98	0.97	0.98	0.95	0.85	0.17	0.14	0.95	0.97	0.95	0.92	0.97	0.97	0.97	0.96	0.98	0.98	0.97	0.95	0.98	0.97	0.96
chr1	186623579	186623757	0.80	0.90	0.81	0.92	0.93	0.75	0.93	0.97	0.93	0.96	0.94	0.85	0.97	0.80	0.92	0.96	0.94	0.97	0.95	0.98	0.95	0.60	0.89	0.84	0.13	0.08	0.83	0.92	0.94	0.96	0.96	0.94	0.96	0.96	0.97	0.92	0.94	0.91	0.94
chr1	186651744	186651793	0.53	0.83	0.82	0.81	0.13	0.80	0.70	0.98	0.29	0.92	0.90	0.83	0.89	0.80	0.89	0.93	0.89	0.94	0.93	0.96	0.96	0.62	0.96	0.98	0.96	0.97	0.96	0.97	0.95	0.95	0.89	0.94	0.94	0.96	0.91	1.00	0.92	0.95	0.94
chr1	186910574	186910595	0.83	0.79	0.84	0.82	0.91	0.89	0.77	0.85	0.89	0.96	0.89	0.67	0.90	0.64	0.74	0.88	0.83	0.90	0.96	0.73	0.89	0.62	0.86	0.88	0.93	0.96	0.85	0.53	0.83	0.98	0.96	0.75	0.91	0.91	0.95	0.85	0.75	0.80	0.05
chr1	189658831	189658854	0.93	0.93	0.84	0.78	0.95	0.96	0.79	0.97	0.91	0.05	0.91	0.95	0.93	0.89	1.00	0.98	0.96	0.97	0.98	0.99	0.98	0.70	0.91	0.93	0.94	0.94	0.92	0.91	0.93	0.96	0.94	0.93	0.94	0.92	0.94	0.89	0.94	0.89	0.92
chr1	191210793	191210869	0.91	0.91	0.85	0.73	0.89	0.83	0.69	0.94	0.67	0.85	0.94	0.84	0.89	0.87	0.33	0.02	0.83	0.83	0.87	0.95	0.85	0.70	0.93	0.96	0.95	0.94	0.94	0.87	0.88	0.90	0.92	0.85	0.90	0.95	0.91	0.94	0.91	0.93	0.93
chr1	192511575	192511603	0.94	0.95	0.96	0.88	0.86	0.86	0.86	0.92	0.87	0.90	0.92	0.95	0.98	0.94	0.91	0.94	0.98	0.88	0.95	0.91	0.87	0.71	0.97	0.97	0.98	0.98	0.94	0.84	0.90	0.17	0.80	0.93	0.96	0.94	0.91	0.91	0.95	0.92	0.93
chr1	192762058	192762136	0.90	0.90	0.90	0.75	0.84	0.80	0.79	0.96	0.64	0.90	0.94	0.86	0.96	0.75	0.06	0.03	0.69	0.89	0.94	0.88	0.80	0.49	0.85	0.92	0.92	0.89	0.90	0.93	0.90	0.89	0.94	0.95	0.88	0.91	0.89	0.93	0.80	0.86	0.86
chr1	192783624	192783772	0.93	0.94	0.90	0.83	0.88	0.91	0.86	0.95	0.89	0.97	0.96	0.89	0.98	0.95	0.96	0.97	0.82	0.95	0.95	0.96	0.90	0.64	0.91	0.95	0.96	0.96	0.95	0.16	0.84	0.88	0.96	0.88	0.92	0.97	0.98	0.96	0.95	0.94	0.96
chr1	192925653	192926040	0.86	0.84	0.78	0.74	0.83	0.85	0.72	0.67	0.65	0.95	0.93	0.90	0.90	0.87	0.12	0.10	0.63	0.84	0.87	0.95	0.81	0.57	0.89	0.95	0.96	0.97	0.91	0.89	0.86	0.90	0.96	0.94	0.94	0.88	0.86	0.93	0.90	0.91	0.90
chr1	192951093	192951139	0.73	0.75	0.89	0.93	0.99	0.85	0.93	0.95	0.94	0.97	0.96	0.95	0.97	0.96	0.86	0.87	0.97	0.87	0.91	0.98	0.93	0.66	0.96	0.98	0.97	0.97	0.97	0.93	0.96	0.97	0.98	0.96	0.98	0.96	0.96	0.94	0.95	0.87	0.09
chr1	193342972	193343027	0.96	0.97	0.95	0.96	0.96	0.95	0.93	0.97	0.96	0.95	0.89	0.87	0.95	0.93	0.95	0.96	0.97	0.96	0.96	0.98	0.96	0.80	0.96	0.98	0.97	0.98	0.95	0.96	0.97	0.97	0.98	0.97	0.98	0.99	0.97	0.03	0.96	0.98	0.85
chr1	193543368	193543585	0.51	0.86	0.87	0.60	0.07	0.64	0.39	0.85	0.63	0.93	0.75	0.97	0.84	0.59	0.64	0.78	0.91	0.90	0.84	0.95	0.78	0.54	0.92	0.96	0.95	0.96	0.95	0.89	0.85	0.88	0.83	0.81	0.80	0.93	0.83	0.75	0.75	0.92	0.89
chr1	194105060	194105266	0.58	0.74	0.72	0.15	0.34	0.59	0.09	0.96	0.60	0.91	0.93	0.91	0.91	0.78	0.90	0.92	0.91	0.92	0.94	0.94	0.77	0.50	0.88	0.92	0.92	0.95	0.83	0.87	0.79	0.71	0.81	0.78	0.64	0.85	0.94	0.95	0.91	0.93	0.86
