chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr3	42775557	42776302	0.93	0.94	0.89	0.94	0.94	0.93	0.90	0.93	0.88	0.87	0.92	0.95	0.97	0.94	0.94	0.96	0.98	0.96	0.94	0.96	0.97	0.84	0.91	0.81	0.95	0.91	0.94	0.95	0.97	0.96	0.80	0.88	0.96	0.98	0.94	0.94	0.96	0.07	0.86
chr3	42874155	42874382	0.94	0.94	0.93	0.88	0.97	0.88	0.85	0.94	0.81	0.95	0.94	0.06	0.97	0.88	0.96	0.97	0.95	0.77	0.93	0.96	0.95	0.74	0.91	0.91	0.93	0.94	0.90	0.90	0.92	0.92	0.93	0.87	0.90	0.90	0.94	0.92	0.94	0.92	0.94
chr3	43181814	43181900	0.96	0.97	0.93	0.90	0.95	0.97	0.93	0.97	0.96	0.97	0.97	0.81	0.94	0.87	0.87	0.71	0.84	0.61	0.96	0.98	0.92	0.71	0.96	0.97	0.92	0.98	0.89	0.76	0.92	0.97	0.97	0.97	0.98	0.98	0.98	0.03	0.93	0.61	0.01
chr3	43219526	43219888	0.93	0.95	0.90	0.72	0.89	0.91	0.66	0.96	0.78	0.95	0.96	0.96	0.91	0.93	0.90	0.93	0.86	0.18	0.90	0.97	0.93	0.63	0.95	0.97	0.97	0.98	0.93	0.94	0.93	0.95	0.76	0.81	0.98	0.97	0.90	0.96	0.97	0.92	0.96
chr3	43240007	43240058	0.82	0.93	0.82	0.56	0.85	0.90	0.58	0.90	0.59	0.88	0.93	0.85	0.93	0.76	0.77	0.83	0.76	0.92	0.81	0.88	0.78	0.59	0.82	0.88	0.94	0.96	0.81	0.04	0.73	0.78	0.83	0.73	0.90	0.95	0.71	0.92	0.66	0.88	0.69
chr3	43295799	43295896	0.74	0.67	0.86	0.94	0.91	0.91	0.91	0.98	0.96	0.98	0.93	0.95	0.95	0.90	0.98	0.99	0.99	0.92	0.94	0.98	0.96	0.68	0.70	0.04	0.68	0.58	0.95	0.94	0.96	0.98	0.90	0.94	0.97	0.97	0.95	0.82	0.91	0.95	0.62
chr3	43405588	43405754	0.96	0.95	0.92	0.85	0.97	0.93	0.90	0.96	0.83	0.96	0.94	0.96	0.97	0.94	0.93	0.95	0.95	0.79	0.04	0.74	0.87	0.62	0.95	0.96	0.97	0.97	0.95	0.90	0.93	0.93	0.96	0.93	0.97	0.97	0.93	0.95	0.95	0.97	0.95
chr3	43678414	43678662	0.92	0.85	0.92	0.86	0.92	0.93	0.81	0.97	0.87	0.96	0.96	0.97	0.95	0.96	0.96	0.96	0.98	0.97	0.97	0.98	0.95	0.01	0.92	0.95	0.96	0.98	0.91	0.92	0.94	0.95	0.95	0.80	0.97	0.97	0.97	0.91	0.93	0.83	0.89
chr3	43997838	43998450	0.03	0.05	0.05	0.09	0.08	0.04	0.05	0.03	0.11	0.03	0.03	0.07	0.04	0.06	0.05	0.09	0.08	0.09	0.80	0.03	0.08	0.01	0.05	0.03	0.01	0.01	0.02	0.02	0.02	0.02	0.09	0.09	0.10	0.09	0.16	0.04	0.04	0.05	0.05
chr3	44050017	44050138	0.86	0.88	0.91	0.82	0.86	0.88	0.76	0.94	0.92	0.05	0.86	0.85	0.96	0.84	0.89	0.94	0.90	0.96	0.80	0.93	0.89	0.64	0.88	0.94	0.96	0.97	0.97	0.92	0.88	0.89	0.95	0.96	0.96	0.95	0.95	0.90	0.95	0.95	0.94
chr3	44431318	44431543	0.87	0.93	0.90	0.80	0.88	0.63	0.77	0.95	0.20	0.93	0.92	0.91	0.96	0.92	0.96	0.96	0.96	0.86	0.81	0.94	0.90	0.78	0.94	0.96	0.97	0.97	0.95	0.91	0.92	0.92	0.92	0.94	0.94	0.93	0.93	0.96	0.95	0.95	0.95
chr3	44491436	44492151	0.96	0.96	0.95	0.92	0.93	0.95	0.81	0.95	0.93	0.96	0.96	0.97	0.98	0.97	0.97	0.97	0.98	0.93	0.95	0.98	0.96	0.73	0.96	0.97	0.99	0.98	0.97	0.16	0.83	0.96	0.26	0.57	0.95	0.93	0.97	0.89	0.96	0.96	0.95
chr3	44903790	44904502	0.78	0.91	0.83	0.85	0.90	0.90	0.76	0.94	0.79	0.87	0.95	0.94	0.93	0.83	0.89	0.88	0.88	0.94	0.94	0.91	0.91	0.74	0.93	0.95	0.96	0.96	0.95	0.82	0.91	0.93	0.82	0.92	0.19	0.13	0.92	0.94	0.94	0.93	0.94
chr3	45207895	45208112	0.94	0.94	0.91	0.93	0.95	0.91	0.92	0.95	0.88	0.96	0.97	0.95	0.98	0.94	0.96	0.95	0.94	0.94	0.95	0.97	0.92	0.61	0.89	0.93	0.96	0.94	0.90	0.11	0.10	0.63	0.90	0.82	0.87	0.93	0.92	0.95	0.94	0.89	0.91
chr3	45293109	45293150	0.62	0.86	0.92	0.74	0.22	0.74	0.74	0.95	0.80	0.92	0.96	0.94	0.95	0.90	0.93	0.98	0.97	0.97	0.96	0.96	0.95	0.72	0.94	0.96	0.98	0.99	0.97	0.93	0.93	0.98	0.98	0.96	0.98	0.97	0.96	0.97	0.94	0.97	0.97
chr3	45346908	45347102	0.93	0.93	0.90	0.81	0.91	0.92	0.84	0.96	0.93	0.96	0.90	0.95	0.97	0.92	0.76	0.03	0.96	0.96	0.94	0.96	0.97	0.75	0.95	0.97	0.97	0.98	0.94	0.86	0.96	0.98	0.96	0.96	0.91	0.94	0.99	0.93	0.96	0.97	0.89
chr3	45455335	45455367	0.95	0.92	0.95	0.85	0.91	0.96	0.88	0.94	0.96	0.97	0.87	0.98	0.90	0.91	0.87	0.92	0.96	0.98	0.93	0.97	0.97	0.02	0.97	0.97	0.96	0.77	0.98	0.94	0.95	0.92	0.96	0.97	0.97	0.99	0.79	0.88	0.01	0.92	0.95
chr3	45508392	45508613	0.60	0.63	0.87	0.73	0.80	0.86	0.88	0.87	0.73	0.94	0.96	0.95	0.94	0.97	0.08	0.85	0.98	0.96	0.96	0.62	0.84	0.72	0.97	0.96	0.96	0.93	0.97	0.92	0.97	0.94	0.93	0.95	0.96	0.97	0.96	0.83	0.97	0.97	0.97
chr3	45610392	45610518	0.94	0.95	0.94	0.92	0.82	0.82	0.89	0.06	0.81	0.90	0.95	0.95	0.96	0.97	0.99	0.96	0.98	0.98	0.90	0.98	0.94	0.75	0.97	0.99	0.97	0.97	0.98	0.92	0.92	0.94	0.94	0.96	0.94	0.83	0.93	0.97	0.90	0.97	0.97
chr3	45643150	45643442	0.95	0.95	0.88	0.95	0.93	0.90	0.94	0.64	0.65	0.94	0.85	0.96	0.97	0.97	0.95	0.84	0.87	0.97	0.11	0.76	0.91	0.76	0.97	0.89	0.89	0.87	0.96	0.87	0.97	0.89	0.96	0.88	0.98	0.95	0.04	0.94	0.95	0.96	0.97
chr3	45644637	45644803	0.95	0.87	0.77	0.87	0.81	0.92	0.80	0.96	0.26	0.97	0.97	0.80	0.98	0.98	0.98	0.98	0.97	0.88	0.74	0.99	0.90	0.60	0.93	0.81	0.87	0.87	0.95	0.94	0.94	0.75	0.94	0.79	0.64	0.62	0.04	0.95	0.95	0.96	0.97
chr3	45713146	45713291	0.90	0.92	0.82	0.91	0.78	0.89	0.86	0.95	0.90	0.95	0.86	0.97	0.64	0.82	0.87	0.77	0.91	0.85	0.94	0.02	0.44	0.83	0.96	0.94	0.98	0.98	0.97	0.84	0.86	0.87	0.85	0.93	0.87	0.86	0.92	0.93	0.88	0.77	0.82
chr3	45737785	45738102	0.94	0.94	0.91	0.90	0.83	0.95	0.91	0.90	0.93	0.94	0.95	0.97	0.94	0.87	0.80	0.01	0.03	0.94	0.68	0.97	0.95	0.88	0.94	0.98	0.97	0.98	0.97	0.92	0.93	0.95	0.93	0.92	0.94	0.95	0.90	0.94	0.93	0.95	0.95
chr3	45859340	45859438	0.95	0.92	0.83	0.79	0.89	0.86	0.81	0.96	0.82	0.94	0.96	0.97	0.97	0.95	0.91	0.93	0.94	0.95	0.89	0.96	0.93	0.03	0.82	0.86	0.93	0.93	0.37	0.93	0.95	0.97	0.97	0.94	0.98	0.97	0.95	0.92	0.95	0.95	0.93
chr3	45943344	45943677	0.87	0.95	0.85	0.89	0.87	0.83	0.86	0.93	0.89	0.94	0.94	0.96	0.96	0.95	0.95	0.95	0.97	0.95	0.96	0.95	0.96	0.83	0.13	0.50	0.93	0.97	0.94	0.90	0.91	0.93	0.94	0.81	0.97	0.97	0.94	0.95	0.96	0.96	0.95
chr3	45965807	45965932	0.93	0.96	0.79	0.90	0.91	0.61	0.84	0.78	0.84	0.98	0.96	0.93	0.96	0.94	0.91	0.91	0.93	0.80	0.86	0.98	0.96	0.84	0.07	0.19	0.92	0.93	0.84	0.88	0.94	0.91	0.96	0.95	0.95	0.94	0.64	0.92	0.89	0.95	0.96
chr3	46379127	46379661	0.92	0.94	0.90	0.81	0.87	0.94	0.81	0.98	0.87	0.97	0.97	0.93	0.93	0.89	0.95	0.93	0.95	0.93	0.96	0.74	0.49	0.71	0.97	0.97	0.97	0.98	0.96	0.78	0.65	0.05	0.85	0.80	0.97	0.96	0.90	0.92	0.90	0.92	0.95
chr3	46705887	46706021	0.75	0.88	0.82	0.73	0.69	0.87	0.76	0.91	0.07	0.92	0.92	0.92	0.91	0.69	0.94	0.91	0.88	0.85	0.91	0.91	0.69	0.65	0.89	0.91	0.93	0.94	0.88	0.91	0.89	0.88	0.91	0.87	0.88	0.93	0.87	0.86	0.92	0.85	0.88
chr3	46722261	46722271	0.86	0.88	0.88	0.79	0.82	0.61	0.80	0.76	0.03	0.92	0.92	0.87	0.89	0.85	0.95	0.93	0.88	0.78	0.80	0.85	0.75	0.68	0.97	0.92	0.97	0.98	0.94	0.91	0.81	0.66	0.90	0.88	0.84	0.93	0.60	0.92	0.92	0.96	0.96
chr3	46876189	46876578	0.91	0.90	0.81	0.86	0.88	0.88	0.78	0.93	0.70	0.94	0.97	0.92	0.97	0.81	0.94	0.93	0.95	0.21	0.94	0.93	0.90	0.53	0.85	0.90	0.91	0.93	0.84	0.84	0.87	0.89	0.91	0.81	0.92	0.97	0.74	0.88	0.78	0.82	0.71
chr3	47015926	47015949	0.89	0.90	0.92	0.73	0.90	0.91	0.84	0.94	0.85	0.89	0.95	0.86	0.04	0.89	0.72	0.77	0.86	0.60	0.92	0.87	0.93	0.88	0.95	0.99	0.94	0.95	0.96	0.93	0.94	0.86	0.95	0.96	0.95	0.91	0.79	0.75	0.88	0.93	0.92
chr3	47072895	47073638	0.92	0.94	0.93	0.91	0.91	0.93	0.91	0.93	0.89	0.93	0.92	0.95	0.94	0.91	0.93	0.96	0.94	0.92	0.95	0.97	0.93	0.90	0.94	0.93	0.97	0.95	0.95	0.39	0.90	0.93	0.77	0.25	0.95	0.92	0.93	0.94	0.93	0.94	0.94
chr3	47080839	47081396	0.93	0.96	0.94	0.94	0.95	0.81	0.92	0.97	0.81	0.93	0.95	0.97	0.96	0.94	0.96	0.96	0.97	0.96	0.95	0.97	0.96	0.90	0.96	0.91	0.83	0.15	0.96	0.94	0.95	0.97	0.97	0.97	0.98	0.96	0.97	0.97	0.97	0.97	0.97
chr3	47224367	47224857	0.93	0.95	0.91	0.90	0.93	0.90	0.88	0.96	0.91	0.96	0.93	0.97	0.97	0.94	0.94	0.95	0.96	0.96	0.96	0.96	0.95	0.74	0.93	0.93	0.93	0.96	0.95	0.32	0.88	0.88	0.96	0.91	0.98	0.97	0.94	0.93	0.94	0.94	0.93
chr3	47311040	47311231	0.91	0.93	0.93	0.90	0.90	0.79	0.91	0.92	0.89	0.94	0.95	0.97	0.97	0.96	0.95	0.97	0.97	0.10	0.06	0.80	0.75	0.89	0.97	0.98	0.98	0.98	0.96	0.95	0.94	0.96	0.97	0.96	0.97	0.93	0.94	0.97	0.96	0.97	0.97
chr3	47384593	47384799	0.84	0.87	0.83	0.81	0.84	0.76	0.79	0.90	0.54	0.81	0.90	0.90	0.03	0.61	0.47	0.56	0.69	0.91	0.92	0.88	0.79	0.75	0.86	0.91	0.93	0.92	0.90	0.73	0.80	0.79	0.87	0.82	0.76	0.88	0.88	0.21	0.64	0.84	0.83
chr3	47433393	47433605	0.95	0.94	0.94	0.91	0.95	0.94	0.88	0.95	0.94	0.95	0.97	0.98	0.97	0.90	0.32	0.03	0.67	0.86	0.96	0.98	0.90	0.70	0.96	0.97	0.97	0.98	0.97	0.95	0.90	0.92	0.97	0.96	0.95	0.95	0.95	0.72	0.94	0.82	0.94
chr3	47444756	47444771	0.93	0.96	0.83	0.95	0.95	0.79	0.94	0.96	0.91	0.96	0.96	0.90	0.97	0.94	0.98	0.97	0.96	0.94	0.97	0.98	0.97	0.78	0.95	0.97	0.96	0.97	0.94	0.06	0.11	0.65	0.75	0.73	0.78	0.86	0.94	0.79	0.88	0.76	0.73
chr3	47606246	47606397	0.94	0.94	0.93	0.91	0.90	0.78	0.92	0.82	0.83	0.40	0.17	0.97	0.98	0.96	0.95	0.96	0.96	0.92	0.96	0.96	0.92	0.79	0.97	0.96	0.98	0.99	0.96	0.90	0.94	0.93	0.97	0.96	0.96	0.95	0.96	0.97	0.95	0.84	0.90
chr3	47790127	47790278	0.93	0.93	0.88	0.93	0.92	0.89	0.91	0.96	0.86	0.93	0.95	0.96	0.95	0.90	0.95	0.95	0.95	0.94	0.96	0.91	0.85	0.87	0.95	0.97	0.95	0.96	0.94	0.86	0.14	0.68	0.90	0.62	0.92	0.91	0.93	0.86	0.89	0.90	0.77
chr3	48297181	48297557	0.96	0.95	0.92	0.93	0.94	0.90	0.89	0.78	0.93	0.95	0.96	0.98	0.86	0.79	0.75	0.88	0.88	0.84	0.94	0.98	0.96	0.76	0.88	0.61	0.95	0.93	0.93	0.90	0.95	0.78	0.97	0.97	0.97	0.95	0.12	0.92	0.95	0.95	0.94
chr3	48519443	48519620	0.95	0.96	0.93	0.92	0.95	0.93	0.93	0.96	0.92	0.95	0.97	0.96	0.96	0.92	0.92	0.93	0.96	0.96	0.56	0.98	0.96	0.72	0.91	0.19	0.94	0.93	0.95	0.94	0.96	0.96	0.98	0.96	0.97	0.99	0.96	0.95	0.95	0.97	0.96
chr3	48548207	48548394	0.69	0.85	0.75	0.64	0.79	0.84	0.70	0.84	0.87	0.78	0.91	0.89	0.95	0.87	0.90	0.88	0.90	0.93	0.96	0.91	0.94	0.00	0.93	0.94	0.97	0.96	0.94	0.94	0.94	0.95	0.95	0.95	0.94	0.93	0.94	0.90	0.93	0.95	0.93
chr3	49205421	49205476	0.96	0.96	0.91	0.94	0.91	0.54	0.91	0.05	0.91	0.96	0.96	0.97	0.97	0.91	0.95	0.97	0.93	0.95	0.96	0.98	0.96	0.73	0.92	0.96	0.97	0.98	0.91	0.77	0.84	0.73	0.81	0.78	0.90	0.94	0.88	0.92	0.95	0.94	0.93
chr3	49271430	49272169	0.87	0.91	0.92	0.86	0.88	0.87	0.76	0.95	0.83	0.90	0.93	0.96	0.96	0.88	0.92	0.94	0.95	0.88	0.87	0.10	0.70	0.80	0.94	0.96	0.97	0.96	0.97	0.86	0.89	0.94	0.94	0.97	0.89	0.65	0.92	0.97	0.95	0.94	0.93
chr3	49324991	49325599	0.94	0.95	0.94	0.94	0.93	0.94	0.91	0.93	0.93	0.96	0.88	0.97	0.97	0.92	0.82	0.48	0.30	0.97	0.96	0.97	0.98	0.90	0.97	0.98	0.98	0.98	0.97	0.95	0.96	0.97	0.96	0.96	0.94	0.79	0.97	0.97	0.94	0.96	0.96
chr3	49473378	49473417	0.94	0.95	0.91	0.91	0.94	0.58	0.92	0.72	0.91	0.95	0.91	0.97	0.97	0.72	0.96	0.95	0.97	0.87	0.70	0.93	0.94	0.04	0.97	0.96	0.94	0.78	0.92	0.96	0.95	0.97	0.96	0.95	0.96	0.91	0.95	0.94	0.92	0.97	0.96
chr3	49634638	49634688	0.94	0.96	0.87	0.88	0.93	0.86	0.87	0.88	0.17	0.96	0.75	0.98	0.98	0.97	0.99	0.99	0.98	0.98	0.97	0.98	0.95	0.78	0.96	0.98	0.98	0.99	0.95	0.93	0.95	0.95	0.97	0.97	0.97	0.98	0.97	0.96	0.97	0.96	0.95
chr3	50131422	50131636	0.89	0.90	0.84	0.75	0.84	0.88	0.79	0.95	0.76	0.92	0.96	0.96	0.94	0.79	0.57	0.37	0.10	0.96	0.94	0.95	0.93	0.61	0.89	0.93	0.95	0.94	0.92	0.91	0.93	0.91	0.95	0.91	0.96	0.96	0.93	0.89	0.91	0.90	0.84
chr3	50207383	50207860	0.94	0.94	0.86	0.86	0.92	0.74	0.82	0.96	0.75	0.95	0.95	0.08	0.97	0.92	0.97	0.97	0.96	0.96	0.93	0.97	0.96	0.70	0.88	0.91	0.95	0.95	0.90	0.92	0.95	0.93	0.96	0.93	0.98	0.96	0.91	0.97	0.96	0.94	0.95
chr3	50388975	50388992	0.92	0.95	0.89	0.83	0.86	0.94	0.83	0.92	0.65	0.97	0.91	0.98	0.97	0.97	0.97	0.98	0.96	0.96	0.94	0.96	0.98	0.89	0.94	0.98	0.94	0.88	0.96	0.93	0.97	0.95	0.98	0.95	0.95	0.17	0.97	0.89	0.97	0.97	0.92
chr3	50396883	50396895	0.91	0.90	0.90	0.90	0.96	0.93	0.87	0.96	0.84	0.93	0.96	0.96	0.95	0.96	0.92	0.96	0.97	0.95	0.95	0.95	0.95	0.74	0.92	0.94	0.93	0.94	0.96	0.69	0.81	0.92	0.87	0.26	0.99	0.97	0.94	0.93	0.98	0.97	0.95
chr3	50676490	50676604	0.84	0.82	0.74	0.80	0.88	0.86	0.81	0.95	0.75	0.61	0.10	0.75	0.84	0.75	0.83	0.65	0.69	0.92	0.81	0.75	0.76	0.63	0.92	0.96	0.95	0.96	0.92	0.93	0.85	0.90	0.92	0.89	0.89	0.97	0.91	0.77	0.78	0.71	0.69
chr3	51057700	51057771	0.84	0.88	0.90	0.79	0.77	0.89	0.75	0.94	0.84	0.92	0.89	0.92	0.95	0.89	0.83	0.03	0.22	0.90	0.97	0.93	0.86	0.65	0.95	0.97	0.96	0.97	0.93	0.69	0.87	0.94	0.89	0.86	0.69	0.90	0.96	0.95	0.94	0.84	0.85
chr3	51697022	51697216	0.91	0.92	0.86	0.88	0.86	0.81	0.84	0.97	0.82	0.33	0.10	0.97	0.94	0.94	0.87	0.88	0.85	0.95	0.93	0.94	0.94	0.77	0.95	0.97	0.97	0.94	0.97	0.90	0.92	0.89	0.94	0.96	0.96	0.96	0.91	0.95	0.94	0.95	0.95
chr3	52211314	52211701	0.93	0.94	0.92	0.92	0.92	0.91	0.93	0.95	0.93	0.95	0.96	0.12	0.96	0.96	0.93	0.93	0.95	0.97	0.95	0.97	0.94	0.89	0.97	0.98	0.96	0.94	0.97	0.93	0.96	0.96	0.96	0.93	0.97	0.96	0.96	0.96	0.95	0.97	0.97
chr3	52252875	52253151	0.89	0.91	0.82	0.90	0.88	0.85	0.89	0.94	0.88	0.95	0.82	0.97	0.96	0.97	0.96	0.94	0.97	0.94	0.97	0.94	0.90	0.81	0.22	0.42	0.81	0.83	0.79	0.87	0.86	0.93	0.88	0.79	0.95	0.94	0.92	0.96	0.93	0.93	0.93
chr3	52463263	52463303	0.91	0.84	0.75	0.73	0.98	0.87	0.79	0.72	0.93	0.61	0.85	0.98	0.68	0.65	0.31	0.02	0.64	0.93	0.95	0.54	0.81	0.73	0.95	0.97	0.94	0.87	0.97	0.92	0.90	0.89	0.89	0.88	0.91	0.86	0.93	0.95	0.76	0.91	0.83
chr3	52776986	52777361	0.90	0.91	0.88	0.78	0.86	0.88	0.78	0.95	0.77	0.94	0.95	0.06	0.70	0.90	0.91	0.90	0.93	0.95	0.96	0.96	0.92	0.78	0.92	0.94	0.95	0.92	0.94	0.93	0.94	0.94	0.95	0.95	0.95	0.96	0.94	0.39	0.94	0.95	0.95
chr3	52794567	52794588	0.86	0.93	0.89	0.94	0.90	0.93	0.93	0.96	0.92	0.96	0.98	0.06	0.98	0.97	0.95	0.99	0.99	0.98	0.97	1.00	0.96	0.71	0.96	0.95	0.96	0.93	0.94	0.99	0.98	0.96	0.98	0.97	0.98	0.94	0.98	1.00	0.97	0.97	0.95
chr3	52831174	52831212	0.95	0.95	0.90	0.91	0.89	0.85	0.94	0.97	0.88	0.96	0.97	0.06	0.97	0.94	1.00	0.98	0.97	0.96	0.94	0.98	0.95	0.67	0.96	0.96	0.96	0.96	0.97	0.94	0.95	0.95	0.95	0.96	0.92	0.98	0.95	0.96	0.94	0.96	0.94
chr3	52840125	52840176	0.91	0.92	0.88	0.91	0.94	0.72	0.89	0.95	0.85	0.96	0.84	0.45	0.92	0.96	0.89	0.94	0.95	0.85	0.89	0.92	0.92	0.71	0.79	0.04	0.87	0.71	0.92	0.84	0.81	0.76	0.92	0.87	0.62	0.80	0.81	0.88	0.90	0.94	0.95
chr3	52912334	52912599	0.95	0.94	0.95	0.84	0.94	0.94	0.89	0.89	0.72	0.64	0.94	0.96	0.92	0.10	0.91	0.94	0.94	0.97	0.95	0.98	0.97	0.87	0.97	0.99	0.98	0.97	0.96	0.94	0.96	0.96	0.97	0.96	0.97	0.96	0.96	0.93	0.96	0.96	0.97
chr3	53094734	53094801	0.94	0.95	0.92	0.90	0.98	0.93	0.89	0.95	0.90	0.06	0.85	0.73	0.92	0.86	0.83	0.81	0.88	0.88	0.93	0.96	0.94	0.82	0.97	0.98	0.98	0.98	0.97	0.95	0.86	0.81	0.96	0.97	0.97	0.94	0.78	0.79	0.89	0.97	0.95
chr3	53127951	53128096	0.92	0.93	0.91	0.94	0.91	0.89	0.91	0.96	0.92	0.96	0.96	0.96	0.94	0.91	0.93	0.93	0.93	0.94	0.92	0.95	0.95	0.91	0.95	0.96	0.96	0.97	0.96	0.94	0.90	0.08	0.89	0.94	0.95	0.92	0.34	0.95	0.94	0.94	0.94
chr3	53210567	53210766	0.93	0.93	0.88	0.87	0.93	0.90	0.87	0.97	0.11	0.93	0.96	0.96	0.98	0.94	0.95	0.93	0.92	0.96	0.94	0.97	0.96	0.64	0.93	0.94	0.92	0.92	0.96	0.93	0.90	0.96	0.95	0.94	0.97	0.97	0.95	0.96	0.96	0.97	0.96
chr3	53317668	53318084	0.88	0.94	0.95	0.93	0.84	0.78	0.81	0.96	0.95	0.96	0.96	0.99	0.96	0.94	0.96	0.95	0.96	0.76	0.95	0.98	0.96	0.84	0.97	0.97	0.98	0.98	0.97	0.07	0.17	0.85	0.84	0.96	0.92	0.79	0.94	0.95	0.97	0.94	0.96
chr3	53750673	53751030	0.94	0.84	0.77	0.12	0.93	0.74	0.68	0.94	0.84	0.96	0.96	0.97	0.98	0.97	0.94	0.96	0.97	0.97	0.96	0.98	0.97	0.66	0.93	0.94	0.97	0.98	0.94	0.94	0.95	0.97	0.96	0.97	0.97	0.98	0.97	0.94	0.96	0.96	0.96
chr3	53927599	53927810	0.88	0.91	0.88	0.80	0.86	0.88	0.73	0.96	0.84	0.91	0.93	0.93	0.95	0.89	0.94	0.94	0.93	0.87	0.91	0.96	0.91	0.79	0.90	0.96	0.96	0.96	0.93	0.91	0.82	0.85	0.74	0.15	0.96	0.97	0.92	0.89	0.93	0.66	0.86
chr3	54172460	54172521	0.91	0.89	0.81	0.86	0.85	0.98	0.70	0.96	0.81	0.97	0.96	0.94	0.98	0.93	0.96	0.97	0.97	0.97	0.95	0.98	0.94	0.62	0.84	0.94	0.94	0.94	0.93	0.92	0.84	0.04	0.90	0.91	0.97	0.96	0.61	0.94	0.68	0.96	0.96
chr3	54845915	54845988	0.93	0.86	0.85	0.83	0.89	0.91	0.73	0.98	0.80	0.90	0.97	0.86	0.91	0.85	0.96	0.92	0.79	0.83	0.96	0.01	0.08	0.58	0.84	0.91	0.93	0.93	0.87	0.88	0.95	0.98	0.84	0.94	0.99	0.98	0.98	0.96	0.92	0.95	0.95
chr3	56567015	56567158	0.96	0.96	0.90	0.94	0.96	0.94	0.90	0.97	0.95	0.91	0.91	0.95	0.98	0.98	0.97	0.96	0.97	0.97	0.92	0.93	0.97	0.91	0.96	0.98	0.98	0.98	0.93	0.97	0.97	0.96	0.92	0.95	0.98	0.97	0.96	0.94	0.89	0.13	0.89
chr3	56600586	56600667	0.90	0.95	0.86	0.95	0.83	0.77	0.94	0.98	0.94	0.96	0.97	0.96	0.99	0.97	0.98	0.98	0.99	0.98	0.96	0.99	0.96	0.66	0.76	0.75	0.72	0.03	0.82	0.97	0.96	0.97	0.98	0.95	0.92	0.96	0.92	0.93	0.94	0.96	0.96
chr3	56635258	56635271	0.98	0.94	0.96	0.96	0.98	0.86	0.94	0.94	0.96	0.98	0.97	0.97	0.23	0.97	0.90	0.90	0.97	0.82	0.96	0.74	0.88	0.77	0.97	1.00	0.98	0.96	0.98	0.93	0.98	0.97	0.98	0.95	0.97	0.94	0.97	0.77	0.91	0.97	0.97
chr3	56963542	56963716	0.94	0.91	0.83	0.86	0.91	0.94	0.79	0.90	0.79	0.95	0.89	0.87	0.86	0.77	0.82	0.81	0.79	0.95	0.93	0.97	0.88	0.51	0.85	0.85	0.91	0.85	0.82	0.87	0.86	0.85	0.91	0.95	0.92	0.93	0.81	0.93	0.03	0.80	0.87
chr3	56991677	56991772	0.93	0.94	0.85	0.88	0.91	0.92	0.83	0.98	0.81	0.97	0.97	0.83	0.02	0.86	0.82	0.88	0.90	0.68	0.94	0.55	0.67	0.71	0.88	0.93	0.94	0.96	0.84	0.92	0.90	0.85	0.95	0.87	0.96	0.98	0.88	0.51	0.66	0.89	0.94
chr3	57109273	57109490	0.95	0.95	0.92	0.94	0.95	0.92	0.90	0.98	0.89	0.97	0.97	0.94	0.96	0.91	0.97	0.95	0.96	0.98	0.96	0.98	0.95	0.68	0.90	0.94	0.96	0.97	0.91	0.95	0.91	0.19	0.97	0.96	0.98	0.91	0.96	0.91	0.96	0.96	0.95
chr3	57322844	57322887	0.97	0.96	0.91	0.90	0.95	0.97	0.90	0.97	0.91	0.97	0.97	0.92	0.96	0.84	0.96	0.98	0.96	0.98	0.91	0.97	0.82	0.82	0.97	0.98	0.97	0.97	0.97	0.92	0.93	0.92	0.80	0.16	0.34	0.96	0.94	0.95	0.85	0.92	0.96
chr3	57624561	57624678	0.98	0.97	0.90	0.96	0.94	0.96	0.91	0.96	0.96	0.97	0.97	0.98	0.97	0.96	0.90	0.92	0.94	0.97	0.09	0.98	0.95	0.80	0.94	0.90	0.93	0.88	0.89	0.96	0.97	0.96	0.95	0.96	0.99	0.98	0.97	0.96	0.96	0.96	0.97
chr3	58001139	58001227	0.91	0.95	0.91	0.86	0.94	0.85	0.87	0.96	0.90	0.96	0.96	0.97	0.87	0.87	0.82	0.87	0.85	0.98	0.97	0.32	0.81	0.73	0.93	0.92	0.96	0.91	0.91	0.78	0.90	0.95	0.77	0.20	0.99	0.96	0.97	0.95	0.87	0.97	0.97
chr3	58136031	58136127	0.97	0.97	0.95	0.94	0.98	0.98	0.92	0.10	0.96	0.96	0.98	0.96	0.96	0.83	0.95	0.97	0.97	0.96	0.97	0.98	0.97	0.76	0.97	0.98	0.98	0.98	0.97	0.93	0.96	0.97	0.97	0.96	0.98	0.98	0.96	0.94	0.94	0.98	0.98
