chr	start
chr4	153792637
chr4	155376702
chr4	155667174
chr4	155757933
chr4	156971596
chr4	156971606
chr4	156971613
chr4	158786541
chr4	159267575
chr4	163332055
chr4	163332055
chr4	168652104
chr4	169274287
chr4	169660229
chr4	169660229
chr4	169660234
chr4	169660234
chr4	173334343
chr4	173334343
chr4	173334367
chr4	173334367
chr4	173517161
chr4	173538261
chr4	182448906
chr4	182789320
chr4	182894818
chr4	182895011
chr4	183797452
chr4	184001493
chr4	184396284
chr4	184424553
chr4	184559684
chr4	184559717
chr4	184803415
chr4	185020111
chr4	185020447
chr4	185395520
chr4	186012739
chr4	186024185
chr4	186167015
chr4	186167015
chr4	186167037
chr4	186167037
chr4	186555415
chr4	186555415
chr4	186555419
chr4	186555419
chr4	186596640
chr4	186619455
chr4	186708174
chr4	186708174
chr4	186708182
chr4	186708182
chr4	186708185
chr4	186708185
chr4	186708185
chr4	186708233
chr4	186708246
chr4	186708273
chr4	186723585
chr4	186723964
chr4	186723966
chr4	186723990
chr4	187176529
chr4	189740480
chr5	139797
chr5	472430
chr5	472449
chr5	472892
chr5	473332
chr5	473337
chr5	474970
chr5	554771
chr5	672730
chr5	672730
chr5	672730
chr5	672730
chr5	672730
chr5	672757
chr5	672757
chr5	672757
chr5	672757
chr5	672757
chr5	688371
chr5	780434
chr5	780445
chr5	887304
chr5	887304
chr5	912706
chr5	912745
chr5	1097259
chr5	1099361
chr5	1122700
chr5	1122764
chr5	1179213
chr5	1320619
chr5	1342009
chr5	1342057
chr5	1342085
chr5	1378235
chr5	1489760
chr5	1489774
chr5	1503144
chr5	1503144
chr5	1518018
chr5	1518064
chr5	1519150
chr5	1874899
chr5	1874899
chr5	1874944
chr5	1874944
chr5	1875434
chr5	1875497
chr5	1875772
chr5	1876223
chr5	1876223
chr5	1877021
chr5	1877021
chr5	1877021
chr5	1879584
chr5	2155695
chr5	2169615
chr5	2169655
chr5	2169701
chr5	2278984
chr5	2279010
chr5	2466053
chr5	2632064
chr5	2727644
chr5	2754780
chr5	2755706
chr5	2757688
chr5	2757862
chr5	2866351
chr5	2990080
chr5	3092956
chr5	3591878
chr5	3602299
chr5	3603113
chr5	3606447
chr5	4023638
chr5	4101019
chr5	5886955
chr5	6411397
chr5	6823128
chr5	7850090
chr5	11384955
chr5	11385623
chr5	14326044
chr5	14374288
chr5	14405638
chr5	14406623
chr5	14492836
chr5	14668380
chr5	16794688
chr5	16794688
chr5	16794731
chr5	16794731
chr5	19988179
chr5	27038600
chr5	34008110
chr5	34043376
chr5	35856322
chr5	38258782
chr5	43397128
chr5	43397130
chr5	51399151
chr5	54979327
chr5	54979370
chr5	55159736
chr5	56480014
chr5	56698826
chr5	56814436
chr5	59039353
chr5	59039444
chr5	59039854
chr5	59893293
chr5	59893548
chr5	59894107
chr5	61735742
chr5	65723134
chr5	65723134
chr5	66828664
chr5	66828673
chr5	66828735
chr5	66828735
chr5	66828735
chr5	66828760
chr5	66828760
chr5	66828760
chr5	66828775
chr5	66828775
chr5	66828775
chr5	66828973
chr5	67003958
chr5	67004578
chr5	67004578
chr5	67004605
chr5	67004605
chr5	67004675
chr5	68239725
chr5	72241507
chr5	72956968
chr5	72956968
chr5	72956968
chr5	73300361
chr5	73303138
chr5	73436659
chr5	73443941
chr5	74576469
chr5	78510346
chr5	78510346
chr5	78549222
chr5	80070726
chr5	80256314
chr5	80351771
chr5	88143258
chr5	88144304
chr5	88144429
chr5	88144479
chr5	90929364
chr5	93602526
chr5	93602554
chr5	93610794
chr5	100902282
chr5	102866121
chr5	102866186
chr5	107542652
chr5	111742779
chr5	111742779
chr5	111742779
chr5	112737651
chr5	112737651
chr5	112737651
chr5	112737651
chr5	112737653
chr5	112737653
chr5	112737653
chr5	112737653
chr5	112737676
chr5	112737676
chr5	112737676
chr5	112737676
chr5	112737676
chr5	112737701
chr5	112737701
chr5	112737701
chr5	112737701
chr5	112737701
chr5	112737701
chr5	112737701
chr5	112737701
chr5	112737709
chr5	112737709
chr5	112737709
chr5	112737709
chr5	112737709
chr5	112737709
chr5	112737729
chr5	112737729
chr5	112737729
chr5	112737729
chr5	112737729
chr5	112737736
chr5	112737736
chr5	112737736
chr5	112737736
chr5	112737736
chr5	112737741
chr5	112737741
chr5	112737741
chr5	112737741
chr5	112737741
chr5	112737805
chr5	112737805
chr5	112737841
chr5	112737841
chr5	112737847
chr5	112737847
chr5	112737916
chr5	112738072
chr5	113020592
chr5	114363907
chr5	115274622
chr5	119273772
chr5	119355720
chr5	119355730
chr5	119355999
chr5	119356002
chr5	119356056
chr5	119356099
chr5	120510596
chr5	122333344
chr5	123088364
chr5	123088396
chr5	123094458
chr5	124651974
chr5	126921424
chr5	132257525
chr5	132257566
chr5	132272553
chr5	132389633
chr5	133272432
chr5	134115546
chr5	134115546
chr5	134115549
chr5	134115549
chr5	134115552
chr5	134115552
chr5	134115568
chr5	134115568
chr5	134117789
chr5	134117789
chr5	134648018
chr5	134739589
chr5	135490101
chr5	135490205
chr5	135810971
chr5	137754960
chr5	138139141
chr5	138139313
chr5	138139488
chr5	138139690
chr5	138274438
chr5	138274537
chr5	138274566
chr5	138467413
chr5	139392996
chr5	139392996
chr5	139393015
chr5	139393015
chr5	139394230
chr5	139481656
chr5	139637839
chr5	139661343
chr5	139681334
chr5	139681337
chr5	139848477
chr5	139880883
chr5	140146072
chr5	140634417
chr5	140926596
chr5	140926620
chr5	140926623
chr5	140926628
chr5	140926646
chr5	140926664
chr5	141513110
chr5	141513255
chr5	141651555
chr5	141651555
chr5	141651555
chr5	141651558
chr5	141651558
chr5	141651558
chr5	141651575
chr5	141651575
chr5	141651575
chr5	141651580
chr5	141651580
chr5	141651580
chr5	142013288
chr5	142105602
chr5	142110108
chr5	147235033
chr5	149995519
chr5	150386308
chr5	150521625
chr5	150649653
chr5	151063107
chr5	154373485
chr5	154418802
chr5	154482834
chr5	154802271
chr5	154802292
chr5	154802306
chr5	157052545
chr5	163504465
chr5	163509447
chr5	163509447
chr5	167375420
chr5	169351024
chr5	169351024
chr5	170784122
chr5	171450928
chr5	172772300
chr5	172772310
chr5	172772315
chr5	172772415
chr5	172772457
chr5	172905682
chr5	173316834
chr5	173771505
chr5	174724489
chr5	174724495
chr5	174732036
chr5	175658242
chr5	175873024
chr5	176133446
chr5	176194392
chr5	176194406
chr5	176237218
chr5	176237221
chr5	176577568
chr5	176868868
chr5	176868890
chr5	177307632
chr5	177312295
chr5	177312295
chr5	177312308
chr5	177312308
chr5	177312311
chr5	177312311
chr5	177312370
chr5	177312399
chr5	177402638
chr5	177471672
chr5	177944701
chr5	178115602
chr5	178426480
chr5	178537756
chr5	179261271
chr5	179261271
chr5	179261307
chr5	179261307
chr5	179840556
chr5	180336432
chr5	180601767
chr5	180601818
chr5	180792412
chr5	181052829
chr5	181053982
chr5	181187858
chr6	504249
chr6	504351
chr6	625332
chr6	711212
chr6	1080650
chr6	1080650
chr6	1080909
chr6	1080909
chr6	1310930
chr6	1310930
chr6	1312976
chr6	1378633
chr6	1516378
chr6	1516408
chr6	1577843
chr6	1577843
chr6	1577858
chr6	1577858
chr6	1577878
chr6	1577878
chr6	1624743
chr6	1625339
chr6	1765895
chr6	2375661
chr6	2436908
chr6	2436913
chr6	2509910
chr6	2509910
chr6	2509939
chr6	2509939
chr6	2509946
chr6	2509946
chr6	2841641
chr6	2841912
chr6	2841981
chr6	2841981
chr6	2842005
chr6	2842005
chr6	2842014
chr6	2842014
chr6	2842021
chr6	2842021
chr6	3019666
chr6	3232012
chr6	3280401
chr6	3329670
chr6	3329702
chr6	3737657
chr6	5998953
chr6	6614214
chr6	6971082
chr6	6971102
chr6	6971138
chr6	7142345
chr6	7142345
chr6	7142377
chr6	7142377
chr6	7142377
chr6	7142405
chr6	7142405
chr6	7441349
chr6	10382567
chr6	10382567
chr6	10382595
chr6	10382595
chr6	10385670
chr6	10385670
chr6	10390686
chr6	10390728
chr6	10391179
chr6	10391179
chr6	10391179
chr6	10393545
chr6	10421227
chr6	10421437
chr6	10422089
chr6	10422089
chr6	10422089
chr6	10426355
chr6	10528259
chr6	10599226
chr6	10617318
chr6	10617566
chr6	11263564
chr6	13295329
chr6	14283951
chr6	15391040
chr6	15505718
chr6	15505854
chr6	16306452
chr6	16399013
chr6	16803935
chr6	17975601
chr6	24240707
chr6	25026311
chr6	25042269
chr6	25726684
chr6	25726684
chr6	25726684
chr6	25726719
chr6	25726719
chr6	25726719
chr6	25726725
chr6	25726725
chr6	25726725
chr6	25726728
chr6	25726728
chr6	25726728
chr6	26017830
chr6	26017846
chr6	26030101
chr6	26086343
chr6	26086357
chr6	26171957
chr6	26172169
chr6	26172703
chr6	26440112
chr6	26545828
chr6	26614307
chr6	26614421
chr6	27020362
chr6	27020369
chr6	27020408
chr6	27791607
chr6	27791620
chr6	27791631
chr6	28383371
chr6	28383371
chr6	28525336
chr6	28607204
chr6	28607217
chr6	28916822
chr6	28943691
chr6	28943697
chr6	29724223
chr6	29724223
chr6	29724232
chr6	29724232
chr6	29724234
chr6	29724234
chr6	29724258
chr6	29724258
chr6	30006915
chr6	30071655
chr6	30075496
chr6	30075516
chr6	30075548
chr6	30163942
chr6	30163978
chr6	30329788
chr6	30329817
chr6	30329817
chr6	30329850
chr6	30329850
chr6	30335349
chr6	30492090
chr6	30492090
chr6	30492467
chr6	30492467
chr6	30648695
chr6	30651390
chr6	30651396
chr6	30651413
chr6	30651432
chr6	30651432
chr6	30651465
chr6	30687943
chr6	30687943
chr6	30743865
chr6	30743878
chr6	30743903
chr6	30885792
chr6	30885792
chr6	30885831
chr6	30885831
chr6	30913687
chr6	30913687
chr6	30913707
chr6	30913707
chr6	30913866
chr6	30913868
chr6	30913881
chr6	30913887
chr6	31127499
chr6	31199650
chr6	31308657
chr6	31308660
chr6	31572209
chr6	31572209
chr6	31572209
chr6	31572209
chr6	31572209
chr6	31572209
chr6	31572209
chr6	31572209
chr6	31572221
chr6	31572221
chr6	31572221
chr6	31572221
chr6	31572221
chr6	31572221
chr6	31572221
chr6	31572221
chr6	31572237
chr6	31572237
chr6	31572237
chr6	31572237
chr6	31572237
chr6	31572237
chr6	31572237
chr6	31572237
chr6	31572249
chr6	31572249
chr6	31572249
chr6	31572249
chr6	31572249
chr6	31572249
chr6	31572249
chr6	31572249
chr6	31572274
chr6	31572274
chr6	31572274
chr6	31572274
chr6	31572337
chr6	31572344
chr6	31572359
chr6	31572634
chr6	31572634
chr6	31572634
chr6	31572634
chr6	31572663
chr6	31572663
chr6	31572663
chr6	31572663
chr6	31572679
chr6	31572679
chr6	31572679
chr6	31572679
chr6	31572684
chr6	31572684
chr6	31572684
chr6	31572684
chr6	31583065
chr6	31724457
chr6	31724483
chr6	31724518
chr6	31724523
chr6	31730196
chr6	31730211
chr6	31815244
chr6	31815252
chr6	31815768
chr6	31817820
chr6	31826982
chr6	31863563
chr6	31863651
chr6	31863657
chr6	31863662
chr6	31889263
chr6	31899921
chr6	31899921
chr6	31899930
chr6	31899930
chr6	31899949
chr6	31899949
chr6	31899980
chr6	31900011
chr6	31900011
chr6	31900042
chr6	31900042
chr6	31900042
chr6	31900042
chr6	31900045
chr6	31900045
chr6	31900045
chr6	31900045
chr6	31900059
chr6	31900059
chr6	31900059
chr6	31900059
chr6	31900059
chr6	31900059
chr6	31900070
chr6	31900070
chr6	31900070
chr6	31900070
chr6	31900070
chr6	31900070
chr6	31900096
chr6	31900096
chr6	31900096
chr6	31900096
chr6	31900096
chr6	31900129
chr6	31900129
chr6	31900138
chr6	31900138
chr6	31900142
chr6	31900142
chr6	31900179
chr6	31947233
chr6	31947407
chr6	32087593
chr6	32087608
chr6	32087616
chr6	32087625
chr6	32087670
chr6	32087697
chr6	32087697
chr6	32087740
chr6	32087740
chr6	32087748
chr6	32087748
chr6	32087757
chr6	32087757
chr6	32147507
chr6	32149116
chr6	32149128
chr6	32149141
chr6	32149602
chr6	32149624
chr6	32196776
chr6	32196781
chr6	32196808
chr6	32196811
chr6	32331872
chr6	32331899
chr6	32582158
chr6	32816478
chr6	32857583
chr6	32974581
chr6	32974623
chr6	32974623
chr6	32974652
chr6	32974717
chr6	32974717
chr6	32974764
chr6	32974764
chr6	32974933
chr6	32974933
chr6	32974937
chr6	32974937
chr6	33116993
chr6	33116993
chr6	33117012
chr6	33117012
chr6	33117021
chr6	33117021
chr6	33117037
chr6	33117037
chr6	33117048
chr6	33117048
chr6	33117063
chr6	33117063
chr6	33192447
chr6	33192447
chr6	33192457
chr6	33192457
chr6	33192473
chr6	33192473
chr6	33192473
chr6	33192485
chr6	33192485
chr6	33192485
chr6	33192485
chr6	33192520
chr6	33192520
chr6	33192520
chr6	33192520
chr6	33192527
chr6	33192527
chr6	33192527
chr6	33276975
chr6	33276975
chr6	33276975
chr6	33276975
chr6	33276978
chr6	33276978
chr6	33276978
chr6	33276978
chr6	33276998
chr6	33276998
chr6	33276998
chr6	33276998
chr6	33277011
chr6	33277011
chr6	33277011
chr6	33277011
chr6	33277022
chr6	33277022
chr6	33277022
chr6	33277022
chr6	33277351
chr6	33277351
chr6	33277386
chr6	33277386
chr6	33277386
chr6	33277404
chr6	33277404
chr6	33297757
chr6	33312613
chr6	33312613
chr6	33312613
chr6	33312623
chr6	33312623
chr6	33312623
chr6	33312631
chr6	33312631
chr6	33312631
chr6	33312647
chr6	33312647
chr6	33312647
chr6	33312659
chr6	33312659
chr6	33312659
chr6	33320957
chr6	33320996
chr6	33320996
chr6	33321008
chr6	33321008
chr6	33321023
chr6	33321023
chr6	33321027
chr6	33321027
chr6	33321062
chr6	33321074
chr6	33321074
chr6	33321114
chr6	33321164
chr6	33321164
chr6	33321167
chr6	33321187
chr6	33321218
chr6	33428383
chr6	33428391
chr6	33428446
chr6	33428446
chr6	33428448
chr6	33428448
chr6	33428458
chr6	33428458
chr6	33428470
chr6	33428470
chr6	33428486
chr6	33428486
chr6	33428518
chr6	33432728
chr6	33432728
chr6	33432751
chr6	33432751
chr6	33432766
chr6	33432766
chr6	34341103
chr6	34697379
chr6	35602447
chr6	35919901
chr6	35919901
chr6	35919901
chr6	35919933
chr6	35919933
chr6	35919933
chr6	36375928
chr6	36593606
chr6	36753159
chr6	37354953
chr6	37354997
chr6	37903544
chr6	41373863
chr6	41373863
chr6	41374204
chr6	41375959
chr6	41638701
chr6	41638701
chr6	42891285
chr6	42891285
chr6	43077033
chr6	44002347
chr6	44076706
chr6	44219315
chr6	44219339
chr6	44219339
chr6	44219372
chr6	44219395
chr6	44313447
chr6	44313447
chr6	44313451
chr6	44313451
chr6	44313460
chr6	44313460
chr6	47234658
chr6	48068673
chr6	48068848
chr6	48068867
chr6	48068869
chr6	48068877
chr6	48068881
chr6	50844011
chr6	53922870
chr6	53922870
chr6	70412978
chr6	71342100
chr6	84774569
chr6	85114498
chr6	90369255
chr6	90369255
chr6	98848192
chr6	105302706
chr6	105601716
chr6	106134763
chr6	106134794
chr6	106228362
chr6	106510599
chr6	106511660
chr6	106511674
chr6	106511674
chr6	106511676
chr6	106511676
chr6	106511717
chr6	106511717
chr6	106512616
chr6	106666719
chr6	108294409
chr6	111533363
chr6	111973329
chr6	125759577
chr6	127343805
chr6	127346546
chr6	127459918
chr6	127901233
chr6	127901245
chr6	129775318
chr6	129775318
chr6	131226923
chr6	131572883
chr6	135323267
chr6	136504277
chr6	136791326
chr6	137174217
chr6	137174246
chr6	138572536
chr6	138572540
chr6	138572550
chr6	138572575
chr6	138572581
chr6	138691855
chr6	138692009
chr6	138988737
chr6	142088924
chr6	142088961
chr6	142088963
chr6	143678529
chr6	143678529
chr6	143678578
chr6	143678578
chr6	144287042
chr6	148367929
chr6	149454485
chr6	150115936
chr6	150115936
chr6	150115982
chr6	150115982
chr6	151373544
chr6	151804945
chr6	151804945
chr6	151804957
chr6	151804957
chr6	152301959
chr6	152302169
chr6	152302252
chr6	152302252
chr6	152302344
chr6	156662170
chr6	156877514
chr6	157491992
chr6	157647423
chr6	157647465
chr6	158003142
chr6	158032562
chr6	158033606
chr6	158818197
chr6	159169027
chr6	159169199
chr6	159691572
chr6	159691600
chr6	160079588
chr6	160079939
chr6	160259083
chr6	160259130
chr6	160348327
chr6	160348327
chr6	161137053
chr6	161137073
chr6	161375753
chr6	161375818
chr6	161375822
chr6	163137791
chr6	163309251
chr6	163310946
chr6	164085549
chr6	164110544
chr6	165846831
chr6	166478129
chr6	166478162
chr6	166494891
chr6	166494891
chr6	166615592
chr6	166638226
chr6	166638256
chr6	166638293
chr6	166949857
chr6	167668130
chr6	167720563
chr6	167746725
chr6	167799045
chr6	167799073
chr6	167987684
chr6	167987708
chr6	167999161
chr6	168016417
chr6	168016446
chr6	168078942
chr6	168078969
chr6	168319807
chr6	168319825
chr6	168414368
chr6	168570094
chr6	168570107
chr6	168570144
chr6	168692219
chr6	168692244
chr6	168873237
chr6	168873251
chr6	168873287
chr6	168884190
chr6	168884224
chr6	168884224
chr6	168884249
chr6	168884249
chr6	169168422
chr6	169168441
chr6	169168469
chr6	170252148
chr6	170256029
chr6	170256063
chr6	170272883
chr6	170375211
chr7	142966
chr7	143012
chr7	159870
chr7	193229
chr7	193262
chr7	210075
chr7	511964
chr7	511964
chr7	559092
chr7	576414
chr7	583197
chr7	596946
chr7	596946
chr7	596953
chr7	596953
chr7	832571
chr7	838403
chr7	838430
chr7	838436
chr7	849927
chr7	868160
chr7	882528
chr7	915860
chr7	915914
chr7	920478
chr7	921685
chr7	925849
chr7	925898
chr7	997707
chr7	1000321
chr7	1023016
chr7	1023045
chr7	1054218
chr7	1054244
chr7	1054267
chr7	1063541
chr7	1081488
chr7	1081488
chr7	1090648
chr7	1112264
chr7	1112765
chr7	1123296
chr7	1123296
chr7	1293976
chr7	1474819
chr7	1520612
chr7	1532616
chr7	1532691
chr7	1532935
chr7	1708961
chr7	1708979
chr7	1709003
chr7	1709045
chr7	1810292
chr7	1838661
chr7	1842499
chr7	1850149
chr7	1850149
chr7	1850157
chr7	1850157
chr7	1856748
chr7	1892636
chr7	1916910
chr7	1923468
chr7	1923468
chr7	1923468
chr7	1923508
chr7	1923508
chr7	1923508
chr7	1923513
chr7	1923513
chr7	1923513
chr7	1926725
chr7	1943868
chr7	1946666
chr7	1957694
chr7	1980866
chr7	1980866
chr7	1980893
chr7	1980893
chr7	1990097
chr7	1990097
chr7	1990117
chr7	1990117
chr7	2007285
chr7	2007285
chr7	2007328
chr7	2007328
chr7	2037422
chr7	2037658
chr7	2043546
chr7	2043546
chr7	2043562
chr7	2043562
chr7	2050206
chr7	2050245
chr7	2054993
chr7	2055342
chr7	2077013
chr7	2077013
chr7	2084931
chr7	2100508
chr7	2104944
chr7	2104944
chr7	2114139
chr7	2142518
chr7	2142547
chr7	2207838
chr7	2244965
chr7	2433894
chr7	2640337
chr7	2731270
chr7	2822221
chr7	2908447
chr7	2908447
chr7	2908489
chr7	2908489
chr7	2928682
chr7	3042534
chr7	3908392
chr7	3951382
chr7	3951382
chr7	3951399
chr7	3951399
chr7	3951703
chr7	4129972
chr7	4129972
chr7	4129998
chr7	4129998
chr7	4148220
chr7	4191422
chr7	4225897
chr7	4225916
chr7	4703715
chr7	4703763
chr7	4703795
chr7	4734817
chr7	4739711
chr7	4762292
chr7	4762904
chr7	4791276
chr7	4810629
chr7	4817439
chr7	4836512
chr7	4882565
chr7	5232577
chr7	5349640
chr7	5419270
chr7	5427735
chr7	5428805
chr7	5428805
chr7	5429904
chr7	5429904
chr7	5482139
chr7	5596189
chr7	5596189
chr7	5608254
chr7	5608289
chr7	6154155
chr7	6503483
chr7	6504476
chr7	6796805
chr7	9017213
chr7	10939620
chr7	16754453
chr7	16754453
chr7	16754453
chr7	17234713
chr7	17299857
chr7	19112394
chr7	19112712
chr7	19118726
chr7	19118755
chr7	19118943
chr7	19119024
chr7	19119024
chr7	19119024
chr7	19119041
chr7	19119041
chr7	19119041
chr7	19119043
chr7	19119043
chr7	19119043
chr7	19119069
chr7	19119069
chr7	19119069
chr7	19119124
chr7	20778239
chr7	24284056
chr7	24284145
chr7	24284145
chr7	24284148
chr7	24284148
chr7	24284180
chr7	24284180
chr7	24284180
chr7	24284221
chr7	24284221
chr7	24284320
chr7	24285357
chr7	24979425
chr7	25895527
chr7	25895603
chr7	27094640
chr7	27103081
chr7	27103089
chr7	27130055
chr7	27130055
chr7	27147934
chr7	27147934
chr7	27147941
chr7	27147941
chr7	27151607
chr7	27165598
chr7	27165598
chr7	27165605
chr7	27165605
chr7	27165611
chr7	27165611
chr7	27165643
chr7	27165643
chr7	27169844
chr7	27169963
chr7	27173991
chr7	27177438
chr7	27185459
chr7	27185504
chr7	27185508
chr7	27185524
chr7	27185866
chr7	27185909
chr7	27185924
chr7	27202386
chr7	27202386
chr7	27202425
chr7	27202425
chr7	27245944
chr7	27245944
chr7	27246212
chr7	27246212
chr7	27246456
chr7	27246456
chr7	30907024
chr7	33686207
chr7	35261577
chr7	36084952
chr7	37032081
chr7	37032081
chr7	38315499
chr7	38317446
chr7	43878076
chr7	44123560
chr7	44123560
chr7	45001541
chr7	45001541
chr7	49773890
chr7	49775906
chr7	50468078
chr7	50468136
chr7	50492826
chr7	50733266
chr7	50733303
chr7	54542329
chr7	64888755
chr7	64888755
chr7	64888777
chr7	64888777
chr7	64889072
chr7	64889179
chr7	64889328
chr7	65954198
chr7	65954203
chr7	65954207
chr7	65954244
chr7	65954244
chr7	65954261
chr7	65954274
chr7	70596149
chr7	70596149
chr7	71132072
chr7	71132105
chr7	73736721
chr7	73770196
chr7	73975245
chr7	73975302
chr7	73975302
chr7	73975330
chr7	73975330
chr7	73993728
chr7	73993728
chr7	73993730
chr7	73993730
chr7	74028040
chr7	74231600
chr7	74231600
chr7	74231636
chr7	74231636
chr7	74607612
chr7	75727929
chr7	76044780
chr7	76267571
chr7	77002922
chr7	77415556
chr7	77434968
chr7	78020223
chr7	78020247
chr7	80615184
chr7	88306763
chr7	88306875
chr7	88306875
chr7	88306910
chr7	88306910
chr7	90119333
chr7	90119357
chr7	90119372
chr7	95396424
chr7	95592792
chr7	95595122
chr7	95917227
chr7	96503538
chr7	97006213
chr7	97006804
chr7	97017805
chr7	97117486
chr7	98171583
chr7	98171620
chr7	98203518
chr7	98203529
chr7	98212552
chr7	98215161
chr7	98215598
chr7	98215598
chr7	98215635
chr7	98215635
chr7	98306444
chr7	98306444
chr7	98306444
chr7	98306452
chr7	98306452
chr7	98306452
chr7	98882185
chr7	99453842
chr7	99453877
chr7	99453924
chr7	99624836
chr7	100493632
chr7	100627383
chr7	100633158
chr7	100676849
chr7	100720567
chr7	100720567
chr7	100720571
chr7	100720571
chr7	100823880
chr7	100823888
chr7	101085430
chr7	101085450
chr7	101173459
chr7	101206876
chr7	101406019
chr7	101865834
chr7	101865881
chr7	101960018
chr7	101960055
chr7	101989365
chr7	102080667
chr7	102111906
chr7	102119353
chr7	102517762
chr7	105017922
chr7	105047563
chr7	107843341
chr7	107843341
chr7	107843356
chr7	107843356
chr7	112790311
chr7	112790476
chr7	112790476
chr7	112790510
chr7	112790510
chr7	114082703
chr7	116172803
chr7	120988820
chr7	127536851
chr7	127892308
chr7	128029117
chr7	128029165
chr7	128168745
chr7	128168795
chr7	128409630
chr7	128841241
chr7	129950767
chr7	130139096
chr7	130381810
chr7	131111408
chr7	132614910
chr7	134992806
chr7	135147919
chr7	135148018
chr7	135148092
chr7	135148092
chr7	135148098
chr7	135148098
chr7	135165691
chr7	135749012
chr7	135749042
chr7	139483913
chr7	139542365
chr7	139635600
chr7	139635600
chr7	139674566
chr7	140527473
chr7	141015119
chr7	141032889
chr7	141032938
chr7	141946470
chr7	142962291
chr7	142962338
chr7	143409021
chr7	143409021
chr7	143409033
chr7	143409033
chr7	143409037
chr7	143409037
chr7	149846047
chr7	149846047
chr7	149846076
chr7	149846076
chr7	150323180
chr7	150323312
chr7	150371937
chr7	150378246
chr7	150406814
chr7	150477544
chr7	151118233
chr7	151118358
chr7	151120110
chr7	151131474
chr7	151131490
chr7	151381560
chr7	151385134
chr7	151385144
chr7	151391150
chr7	151439922
chr7	151439962
chr7	151440076
chr7	151440106
chr7	151460054
chr7	151460080
chr7	151808030
chr7	151808030
chr7	151809419
chr7	152903505
chr7	155788717
chr7	156104742
chr7	156466500
chr7	156466513
chr7	156543923
chr7	156543923
chr7	156543923
chr7	156544474
chr7	156544474
chr7	156544515
chr7	156544515
chr7	156666053
chr7	156989092
chr7	156990696
chr7	157003198
chr7	157003198
chr7	157003220
chr7	157003220
chr7	157005564
chr7	157018728
chr7	157018790
chr7	157018823
chr7	157019410
chr7	157020880
chr7	157020908
chr7	157409711
chr7	157418867
chr7	157418989
chr7	157419083
chr7	157468469
chr7	157487637
chr7	157544282
chr7	157622846
chr7	157622846
chr7	157634603
chr7	157654552
chr7	157654552
chr7	157654557
chr7	157654557
chr7	157718787
chr7	157740373
chr7	157787053
chr7	157791389
chr7	157827753
chr7	157853964
chr7	157854009
chr7	157862744
chr7	157895812
chr7	157985839
chr7	158062080
chr7	158550242
chr7	158550271
chr7	158881251
chr7	158881288
chr7	159023522
chr7	159143940
chr8	282941
chr8	641688
chr8	718053
chr8	718053
chr8	1326512
chr8	1326520
chr8	1495855
chr8	1676575
chr8	1791893
chr8	1791893
chr8	1791899
chr8	1791899
chr8	1817130
chr8	1817143
chr8	1817146
chr8	1817170
chr8	1835814
chr8	1860309
chr8	2001946
chr8	2071641
chr8	2076169
chr8	2251051
chr8	6562721
chr8	6800886
chr8	8328187
chr8	8869793
chr8	8891282
chr8	8891282
chr8	9903345
chr8	9903345
chr8	9903359
chr8	9903359
chr8	9903367
chr8	9903367
chr8	9903370
chr8	9903370
chr8	9903631
chr8	9903661
chr8	9904547
chr8	9904590
chr8	10095416
chr8	10095455
chr8	10596590
chr8	10596619
chr8	10596644
chr8	10613090
chr8	11661683
chr8	11661699
chr8	11694455
chr8	11703329
chr8	11703342
chr8	11866307
chr8	13247646
chr8	13276635
chr8	13276635
chr8	13276657
chr8	13276657
chr8	17027040
chr8	17027067
chr8	17160357
chr8	18683987
chr8	18684117
chr8	19602161
chr8	20220425
chr8	21750742
chr8	21750742
chr8	21750768
chr8	21750768
chr8	22221742
chr8	22598579
chr8	22598608
chr8	22619724
chr8	22619770
chr8	22642936
chr8	23250448
chr8	23703077
chr8	27325580
chr8	29061304
chr8	29061304
chr8	29061558
chr8	29061717
chr8	29092786
chr8	29103798
chr8	29103798
chr8	29103816
chr8	29103816
chr8	29103839
chr8	29103839
chr8	29170327
chr8	29170327
chr8	29336927
chr8	29353273
chr8	29353283
chr8	29487050
chr8	29487066
chr8	29487082
chr8	30777884
chr8	37581325
chr8	38554164
chr8	38554164
chr8	38554190
chr8	38554190
chr8	38787421
chr8	39107733
chr8	41293863
chr8	41650102
chr8	41701785
chr8	41713036
chr8	41713036
chr8	41796886
chr8	41796937
chr8	46145849
chr8	46145882
chr8	47431498
chr8	47735550
chr8	47736251
chr8	47736312
chr8	47736524
chr8	47736764
chr8	48556381
chr8	48556428
chr8	48816694
chr8	48923429
chr8	48923601
chr8	49741310
chr8	49741310
chr8	49741341
chr8	49741341
chr8	52565321
chr8	53844488
chr8	53844572
chr8	53878281
chr8	56113103
chr8	58801606
chr8	60852873
chr8	60852909
chr8	60876452
chr8	66439533
chr8	68331050
chr8	70404461
chr8	70404461
chr8	70404534
chr8	71843920
chr8	72004912
chr8	72005115
chr8	72005128
chr8	74948384
chr8	74948393
chr8	76681125
chr8	76681127
chr8	85438660
chr8	85438660
chr8	85438684
chr8	85438684
chr8	85438690
chr8	85438690
chr8	85438698
chr8	85438698
chr8	86344409
chr8	90669471
chr8	92078854
chr8	92095070
chr8	97932708
chr8	98036037
chr8	98093348
chr8	98117943
chr8	98168512
chr8	98948270
chr8	98948272
