acc,chr,pos
cg01272707,chr6,26172185
cg07822305,chr1,116961213
cg25743043,chr1,116961233
cg23304296,chr1,116961183
cg10025396,chr16,21531113
cg21617762,chr7,156811517
cg02379082,chr7,156811484
cg08124910,chr17,43339515
cg01627847,chr17,43339512
cg03048083,chr17,43339497
cg17222164,chr17,43339476
cg00149473,chr10,94459330
cg14862207,chr17,36715798
cg03026373,chr17,36715787
cg04138361,chr6,33160304
cg11384924,chr6,33160224
cg27181765,chr6,33160250
cg13586420,chr6,33160262
cg04770813,chr6,33160297
cg01635061,chr6,33160234
cg19069346,chr21,41239214
cg12938068,chr13,28549698
cg14862207,chr17,36715798
cg03026373,chr17,36715787
cg02558623,chr15,53097060
cg08124910,chr17,43339515
cg01627847,chr17,43339512
cg03048083,chr17,43339497
cg17222164,chr17,43339476
cg01663018,chr15,53097777
cg00860379,chr15,53097822
cg18189994,chr15,53096816
cg12738347,chr15,53096854
cg14359435,chr11,119227592
cg25538627,chr11,119227631
cg23928165,chr19,46996713
cg15273468,chr10,94459665
cg08124910,chr17,43339515
cg01627847,chr17,43339512
cg03048083,chr17,43339497
cg17222164,chr17,43339476
cg07822305,chr1,116961213
cg25743043,chr1,116961233
cg23304296,chr1,116961183
cg11956396,chr19,55591707
cg12293340,chr4,1750442
cg04194674,chr17,36715953
cg08822360,chr10,94459553
cg08151063,chr10,94459528
cg27209395,chr6,26172397
cg13738140,chr9,140189802
cg22049858,chr11,94884121
cg17179875,chr1,116961404
cg05039004,chr1,29586299
cg22973319,chr3,50310839
cg08822360,chr10,94459553
cg08151063,chr10,94459528
cg12865381,chr10,94459447
cg23274680,chr10,94828605
cg07759570,chr19,35491951
cg12352124,chr15,53097840
cg00860379,chr15,53097822
cg19716433,chr14,103589780
cg04138361,chr6,33160304
cg13586420,chr6,33160262
cg04770813,chr6,33160297
cg26944851,chr10,23479645
cg23636941,chr20,32899839
cg12002708,chr20,32899806
cg09250727,chr20,32899784
cg03876823,chr20,32899771
cg18189994,chr15,53096816
cg12738347,chr15,53096854
cg12804010,chr1,114697113
cg11166108,chr11,18416767
cg16201038,chr13,28544760
cg09662694,chr2,85980803
cg03128635,chr2,85980756
cg12930553,chr2,85980742
cg18815025,chr2,85980731
cg14694342,chr19,5828172
cg18058994,chr3,197391990
cg20898829,chr20,3229660
cg20334252,chr15,53096248
cg23695707,chr14,95234826
cg05142765,chr14,95234822
cg10353108,chr11,119227105
cg12600030,chr7,5635820
cg00450784,chr12,106979062
cg17851046,chr12,106979078
cg01165043,chr2,64994401
cg27579711,chr6,26172931
cg14375937,chr10,94825667
cg18097224,chr5,133451237
cg11485451,chr5,133451240
cg17487170,chr5,133451259
cg13046271,chr5,133451243
cg11575912,chr19,5828299
cg09911521,chr19,5828301
cg15256164,chr2,174220625
cg14359435,chr11,119227592
cg25538627,chr11,119227631
cg24526433,chr17,37794080
cg19584803,chr17,37794056
cg06768944,chr8,142216276
cg08294986,chr11,119227020
cg12641569,chr11,70601781
cg02390319,chr1,3310268
cg13690864,chr10,100993938
cg18577511,chr10,100993965
cg16053334,chr11,65343118
cg07148716,chr13,20806539
cg20469799,chr18,44526743
cg12171183,chr18,44526700
cg06198398,chr18,44526707
cg05498007,chr18,44526756
cg16720619,chr4,85423302
cg10904972,chr11,119227328
cg27092752,chr11,119227298
cg01899130,chr14,55348681
cg09940032,chr8,142215736
cg11384924,chr6,33160224
cg27181765,chr6,33160250
cg13586420,chr6,33160262
cg04770813,chr6,33160297
cg01635061,chr6,33160234
cg03413097,chr7,156811422
cg02825977,chr10,94825848
cg26678920,chr11,6341888
cg15202102,chr11,6341867
cg05628549,chr11,6341895
cg27132391,chr11,6341850
cg20938665,chr11,6341842
cg10064871,chr11,6341908
cg19221841,chr19,41197049
cg10227187,chr16,2030509
cg13707894,chr3,27674461
cg23439966,chr3,27674472
cg12473285,chr17,41832975
cg16570157,chr11,829783
cg23620822,chr3,13692212
cg03553786,chr3,13692202
cg11487526,chr17,6358928
cg16630989,chr16,72821566
cg00013655,chr16,629015
cg27557378,chr16,2286786
cg01120165,chr22,50690152
cg12464820,chr22,50690166
cg14703002,chr6,26018058
cg23829024,chr6,26018074
cg07984133,chr13,28544592
cg21250356,chr7,156813602
cg24052359,chr7,156813574
cg04138361,chr6,33160304
cg27181765,chr6,33160250
cg13586420,chr6,33160262
cg04770813,chr6,33160297
cg07345934,chr1,31845943
cg18368411,chr1,31845959
cg15833534,chr1,31845985
cg14407437,chr1,31845923
cg20101529,chr13,28553550
cg22078710,chr15,53087599
cg16825290,chr10,100993826
cg19595402,chr17,36728859
cg19323951,chr11,64993076
cg01172640,chr15,53096035
cg18097224,chr5,133451237
cg11485451,chr5,133451240
cg17487170,chr5,133451259
cg13046271,chr5,133451243
cg24799921,chr10,77168180
cg23085343,chr20,50159160
cg13496979,chr9,133308888
cg06046430,chr4,77819534
cg03477792,chr4,77819574
cg26792755,chr7,140714919
cg06706894,chr10,80167002
cg18110444,chr2,136743460
cg19291355,chr6,44281188
cg04911280,chr6,44281184
cg05917988,chr6,44281197
cg14362630,chr9,133308669
cg03062002,chr17,40832009
cg02473600,chr2,128173750
cg01978368,chr1,16563189
cg08482682,chr11,107799197
cg05848863,chr7,16794078
cg05855588,chr13,33590273
cg18040901,chr12,54357530
cg07466807,chr2,173326947
cg14071579,chr9,126794830
cg16479539,chr12,54345212
cg02376703,chr7,143106130
cg06161630,chr7,143106114
cg27426220,chr7,143106126
cg18569335,chr17,40171970
cg04368796,chr17,40171968
cg06974755,chr9,135996931
cg10383447,chr16,58535093
cg08645670,chr16,86612451
cg23929284,chr20,30605916
cg14162940,chr20,30605868
cg00401091,chr20,50159536
cg11086066,chr20,50159508
cg02618300,chr12,54346859
cg09385093,chr2,119607885
cg09508531,chr5,122424059
cg10480584,chr5,122424091
cg24842260,chr10,77164147
cg15141467,chr1,155035375
cg00585901,chr1,155035388
cg07644571,chr22,22307395
cg24554061,chr11,63705760
cg26590411,chr4,119199646
cg09074743,chr4,119199621
cg11009335,chr2,166651299
cg25492645,chr2,166651320
cg05852040,chr7,77044873
cg13233461,chr12,54350209
cg17959327,chr18,19745458
cg21707187,chr12,54345862
cg14093715,chr9,126776180
cg03035213,chr16,88497077
cg26809635,chr12,54355087
cg09176256,chr10,119293967
cg04521510,chr7,27242044
cg10979436,chr7,27242005
cg05600350,chr4,4858598
cg07215504,chr16,88497007
cg26094299,chr12,49483716
cg15920654,chr4,4869091
cg17518931,chr11,30608198
cg13761440,chr11,30608165
cg09601912,chr2,119591144
cg19612309,chr19,41112379
cg04894705,chr1,212606756
cg20161976,chr17,7976456
cg19291355,chr6,44281188
cg04911280,chr6,44281184
cg05917988,chr6,44281197
cg05207834,chr17,49199381
cg16833452,chr17,74519436
cg13352750,chr7,27225123
cg24446586,chr7,27225078
cg15916646,chr7,27225127
cg10767141,chr7,27225143
cg04521510,chr7,27242044
cg10979436,chr7,27242005
cg06046430,chr4,77819534
cg03477792,chr4,77819574
cg10548492,chr7,96746798
cg09973284,chr12,54346155
cg15697476,chr6,32055474
cg09996288,chr6,32055517
cg17001689,chr6,32055525
cg02740950,chr6,32055534
cg21698185,chr8,1950112
cg15550435,chr10,92979939
cg02387326,chr12,54345679
cg26958524,chr16,86613067
cg11165158,chr16,86613094
cg14609025,chr1,119550983
cg05401764,chr3,157815808
cg26990102,chr2,119606746
cg27182106,chr3,128417740
cg08382235,chr22,19754251
cg05472468,chr8,72917350
cg01490094,chr8,72917363
cg22747076,chr12,54447873
cg11104418,chr17,76125211
cg23166970,chr3,182817578
cg03344955,chr3,182817626
cg18351406,chr4,77819688
cg25916282,chr2,177023760
cg18944451,chr2,177023716
cg14204784,chr9,129387231
cg15141467,chr1,155035375
cg00585901,chr1,155035388
cg10072309,chr11,537558
cg01697719,chr22,19754125
cg16879247,chr6,36561383
cg13506653,chr4,54965863
cg21905630,chr4,54965904
cg21434530,chr4,4870486
cg24685134,chr1,55267152
cg04871778,chr1,55267125
cg14063191,chr9,131486742
cg14914822,chr18,55713183
cg14836636,chr12,120106292
cg26956371,chr10,124713989
cg00862376,chr12,54343711
cg05951084,chr12,54343681
cg08522676,chr12,54343702
cg14377596,chr1,201709135
cg10102418,chr12,510594
cg27509306,chr12,510604
cg05458052,chr8,102503892
cg00588920,chr8,72917147
cg19818998,chr19,52207792
cg12426196,chr1,161008826
cg13906823,chr1,161008824
cg24161057,chr1,161008811
cg23156348,chr11,124981869
cg08811314,chr16,81479837
cg19807376,chr6,32055447
cg21460606,chr6,32055402
cg26997880,chr6,32055370
cg11823230,chr6,32055385
cg05483184,chr6,32055393
cg10515048,chr14,50697283
cg12378888,chr4,4867102
cg12855166,chr17,30846586
cg07602980,chr19,50815719
cg15472784,chr1,3663531
cg25823419,chr3,179169252
cg09130077,chr17,46810702
cg11090364,chr17,46810687
cg18479972,chr17,46810705
cg05064297,chr16,10479966
cg21915647,chr14,21439301
cg08063125,chr19,56989543
cg24626312,chr17,46671332
cg10153335,chr17,46671293
cg02293936,chr17,46671298
cg18780412,chr3,179755086
cg13668618,chr19,58446745
cg12961842,chr19,58446758
cg11788523,chr19,58446770
cg21444693,chr19,58446787
cg15060012,chr19,58446783
cg02147695,chr13,78493657
cg07035515,chr13,78493704
cg09152886,chr13,78493651
cg25717994,chr13,78493631
cg23494140,chr13,78493671
cg21087137,chr12,75728469
cg24234651,chr12,75728471
cg02818811,chr12,75728458
cg08873805,chr19,58629837
cg01145430,chr15,45670526
cg11431346,chr15,45670478
cg04932544,chr1,210111403
cg02401399,chr19,36523584
cg20973720,chr15,79383167
cg11623922,chr6,27759386
cg17438737,chr6,27759399
cg24799187,chr6,27759410
cg18578405,chr16,12996057
cg04557544,chr16,12996046
cg02810156,chr19,36822672
cg01638592,chr12,111472183
cg04342092,chr19,58095468
cg00800512,chr19,58095518
cg02653557,chr19,58095424
cg18435449,chr19,58095445
cg02300154,chr7,70597058
cg01366419,chr7,70597091
cg23867997,chr20,61810624
cg22310279,chr13,78493232
cg24236409,chr13,78493282
cg19650157,chr13,78493297
cg10016380,chr13,78493313
cg12602112,chr13,78493294
cg13434989,chr13,78493305
cg10088041,chr15,45670872
cg25908973,chr15,45670865
cg00645339,chr15,45670875
cg15241920,chr19,54926514
cg24757310,chr2,61372226
cg18158151,chr2,61372256
cg18577280,chr8,16884549
cg00720475,chr8,16884576
cg06873316,chr11,20690682
cg14749465,chr11,20690720
cg15836635,chr8,57025662
cg03405515,chr4,156297854
cg12060744,chr19,58095581
cg18579862,chr19,58095595
cg01046104,chr19,58095588
cg18578405,chr16,12996057
cg04557544,chr16,12996046
cg02147695,chr13,78493657
cg07035515,chr13,78493704
cg09152886,chr13,78493651
cg25717994,chr13,78493631
cg23494140,chr13,78493671
cg17353354,chr21,46707012
cg25222014,chr10,124714072
cg18565342,chr10,124714098
cg13668618,chr19,58446745
cg12961842,chr19,58446758
cg11788523,chr19,58446770
cg21444693,chr19,58446787
cg15060012,chr19,58446783
cg15542798,chr1,232941253
cg15708153,chr19,56879554
cg18787401,chr19,56879559
cg26309134,chr19,56879571
cg16007456,chr1,101004638
cg03131298,chr16,31580889
cg01450705,chr5,175300027
cg16328106,chr2,61372138
cg05037927,chr2,61372117
cg19790321,chr2,61372165
cg10088041,chr15,45670872
cg25908973,chr15,45670865
cg00645339,chr15,45670875
cg06179060,chr13,78493012
cg26230285,chr15,26108412
cg03419058,chr15,26108391
cg20124450,chr15,26108401
cg16389285,chr15,26108399
cg22113930,chr15,26108410
cg25936054,chr19,15090242
cg04704053,chr19,15090275
cg02510267,chr11,20690807
cg24463006,chr20,37303096
cg04422150,chr4,62068299
cg09130077,chr17,46810702
cg11090364,chr17,46810687
cg18479972,chr17,46810705
cg07544038,chr6,71122681
cg21790626,chr19,58220494
cg27049766,chr19,58220516
cg03897712,chr7,73442370
cg19704726,chr10,94450056
cg19818764,chr14,21439700
cg26230285,chr15,26108412
cg03419058,chr15,26108391
cg20124450,chr15,26108401
cg16389285,chr15,26108399
cg22113930,chr15,26108410
cg14907769,chr8,49468941
cg10826197,chr8,49468988
cg11423323,chr1,181287803
cg15315157,chr1,181287805
cg02327501,chr14,93389472
cg15480367,chr14,93389485
cg25820699,chr12,75601803
cg10148473,chr12,75601824
cg18448581,chr18,70534767
cg10924691,chr14,21439548
cg07700514,chr16,56228467
cg02667667,chr16,56228505
cg19047292,chr16,56228442
cg00246932,chr16,56228498
cg08808128,chr2,29338432
cg13912117,chr8,132054555
cg18845189,chr19,57683712
cg13122377,chr19,57683687
cg16635314,chr16,31580299
cg12919520,chr15,27216088
cg27553667,chr15,27216083
cg25467973,chr1,3663705
cg07700514,chr16,56228467
cg02667667,chr16,56228505
cg00246932,chr16,56228498
cg16400492,chr5,140306213
cg23026864,chr5,140306231
cg23953697,chr5,140306208
cg02004641,chr5,140306181
cg02105519,chr5,140306205
cg18902090,chr5,140306249
cg13463054,chr1,77333159
cg16966815,chr1,77333122
cg13823136,chr1,77333138
cg06201642,chr1,77333198
cg10088041,chr15,45670872
cg25908973,chr15,45670865
cg00645339,chr15,45670875
cg11433319,chr21,19617873
cg23739994,chr11,94134756
cg22638597,chr11,94134739
cg09891129,chr11,94134732
cg09657963,chr11,124790875
cg21077559,chr4,122686319
cg05396987,chr4,122686269
cg02527199,chr5,175085245
cg26246807,chr19,58095659
cg26365690,chr6,142410061
cg19233753,chr6,142410098
cg17256157,chr6,142410100
cg22310279,chr13,78493232
cg18032190,chr13,78493229
cg23702615,chr13,78493215
cg01910869,chr13,78493182
cg19916212,chr13,78493203
cg17741501,chr15,29077493
cg10055771,chr1,150254869
cg00397324,chr21,42798594
cg15428578,chr15,33603312
cg23727983,chr11,125774082
cg04609163,chr11,125774090
cg01736784,chr11,125774092
cg03142586,chr19,58220080
cg26230285,chr15,26108412
cg03419058,chr15,26108391
cg20124450,chr15,26108401
cg16389285,chr15,26108399
cg22113930,chr15,26108410
cg03424342,chr3,120169783
cg15109851,chr3,120169821
cg02712075,chr17,46671244
cg10153335,chr17,46671293
cg11155697,chr17,46671234
cg06384413,chr17,46671215
cg06781712,chr5,19988288
cg13604337,chr12,54321653
cg06765956,chr14,42074886
cg17094985,chr3,159756929
cg21176048,chr3,179755235
cg05131623,chr3,179755285
cg05545132,chr2,144695078
cg21185289,chr2,74743437
cg26021246,chr11,130029615
cg05401764,chr3,157815808
cg17251433,chr3,185216870
cg13409170,chr9,127532069
cg23207710,chr3,192126960
cg15048660,chr3,192126935
cg17276002,chr10,75172806
cg09495418,chr15,51634039
cg23207710,chr3,192126960
cg15048660,chr3,192126935
cg01257828,chr3,192126996
cg08900371,chr1,210407556
cg18265162,chr1,210407588
cg18591107,chr7,96635525
cg10383447,chr16,58535093
cg10624054,chr12,53297547
cg04855748,chr11,64067763
cg09675196,chr11,64067795
cg18383813,chr11,64067793
cg20270863,chr1,210407484
cg04282788,chr1,210407473
cg25876656,chr1,210407480
cg22298430,chr17,5404330
cg27230784,chr17,5404337
cg22298430,chr17,5404330
cg27230784,chr17,5404337
cg08002883,chr3,192127457
cg21029769,chr11,130029515
cg00496004,chr11,130029481
cg18373354,chr11,130029684
cg17573813,chr3,61237223
cg04367486,chr3,112051991
cg12868173,chr10,44185097
cg25930673,chr12,123319894
cg22806341,chr10,130339363
cg12093371,chr10,130339316
cg20319211,chr10,130339292
cg08076807,chr17,80255910
cg16911981,chr7,70061135
cg23669611,chr17,1901684
cg02624855,chr19,41111297
cg07808231,chr19,41111347
cg18671949,chr17,5404581
cg10504751,chr16,56390830
cg01269537,chr16,70415514
cg01283201,chr5,77806169
cg08161947,chr12,19592900
cg07545317,chr12,115174598
cg15149596,chr11,19138954
cg14046477,chr9,127531952
cg05809668,chr7,35301188
cg27087956,chr5,122430153
cg17061505,chr11,1594896
cg22831269,chr11,1594867
cg20842253,chr2,27529788
cg11222527,chr1,226926964
cg11401257,chr1,226926945
cg05869122,chr1,226926968
cg06550177,chr7,5469535
cg17352995,chr4,8201128
cg12422844,chr4,8201125
cg12637869,chr3,121741209
cg12120729,chr19,2479002
cg20749769,chr11,130029961
cg01425666,chr7,5468436
cg17170948,chr1,59281383
cg26572488,chr7,132299669
cg04364339,chr10,91087703
cg03458172,chr3,157815672
cg24681845,chr10,126069759
cg03503516,chr22,24890811
cg15552843,chr22,24890809
cg03364108,chr22,24890794
cg12492885,chr22,24890814
cg02469909,chr22,24890831
cg12550055,chr22,24890833
cg24859937,chr8,38411708
cg04458368,chr8,38411682
cg26663796,chr17,80255734
cg22122410,chr3,128212269
cg19638477,chr3,128212273
cg02624855,chr19,41111297
cg07808231,chr19,41111347
cg02506867,chr16,68121045
cg00087417,chr6,35887678
cg12215478,chr6,35887710
cg00361146,chr4,139163780
cg07990843,chr17,25676201
cg09588360,chr2,54785795
cg27539060,chr6,137112464
cg16854917,chr19,52206691
cg17519645,chr19,52206667
cg02376703,chr7,143106130
cg06161630,chr7,143106114
cg27426220,chr7,143106126
cg08900101,chr12,114833043
cg24761867,chr5,138728704
cg01054755,chr5,138728685
cg22773899,chr12,114878163
cg18470839,chr12,114878173
cg25247290,chr11,32461212
cg03669282,chr1,228566718
cg16209795,chr3,192126825
cg16366473,chr3,192126849
cg26721700,chr19,35645598
cg09386954,chr19,35645620
cg22618240,chr19,35645556
cg13044675,chr11,65314161
cg16851771,chr2,42360170
cg26263234,chr3,26666060
cg24087211,chr6,139309874
cg00087417,chr6,35887678
cg12215478,chr6,35887710
cg15701237,chr3,187086154
cg26824216,chr3,187086147
cg19383430,chr3,187086187
cg13757826,chr17,27943097
cg08455275,chr8,145047979
cg00133595,chr16,31228059
cg05310249,chr8,23560590
cg17352995,chr4,8201128
cg12422844,chr4,8201125
cg00886954,chr8,145047713
cg08313638,chr10,12110577
cg18886436,chr12,54785171
cg25954914,chr2,54785183
cg01465169,chr17,27944849
cg19657814,chr19,47137444
cg16718263,chr15,96596349
cg00978584,chr2,202122832
cg27413732,chr17,27942773
cg26629969,chr19,51069496
cg16674492,chr3,128211686
cg24685134,chr1,55267152
cg04871778,chr1,55267125
cg05261559,chr13,20702922
cg26475688,chr13,20702970
cg15747933,chr2,152146478
cg18418335,chr19,2042088
cg12350325,chr12,2800909
cg00848945,chr12,2800919
cg27030141,chr10,123688359
cg17299615,chr19,13944571
cg11171224,chr7,102158209
cg16779463,chr17,75369055
cg17300544,chr17,75369091
cg19554255,chr17,75369051
cg25789216,chr11,66045486
cg15528091,chr19,18119069
cg07721276,chr19,18119064
cg03576234,chr3,187456447
cg12182991,chr3,187456464
cg03804136,chr17,75369219
cg15044248,chr17,75369224
cg02884239,chr17,75369228
cg25730685,chr1,2375010
cg18058994,chr3,197391990
cg14517217,chr17,75447478
cg18104645,chr17,75447504
cg26687120,chr2,9954121
cg20275528,chr17,75369484
cg21929771,chr1,29586580
cg03804136,chr17,75369219
cg15044248,chr17,75369224
cg02884239,chr17,75369228
cg09184502,chr6,106958474
cg14980983,chr20,61051039
cg13845982,chr20,61051029
cg20265733,chr20,61051032
cg12664464,chr20,61051021
cg02484469,chr20,61051036
cg01742627,chr6,28911468
cg05127899,chr6,28911474
cg20668644,chr17,38347603
cg00532449,chr1,2375420
cg27200446,chr6,41606439
cg08021780,chr19,18118880
cg07844660,chr19,18118835
cg10791911,chr19,18118800
cg01956420,chr13,110959668
cg17541528,chr13,110959650
cg15528091,chr19,18119069
cg07721276,chr19,18119064
cg01956420,chr13,110959668
cg17541528,chr13,110959650
cg06848185,chr17,75368902
cg23183906,chr19,16187089
cg15233183,chr19,16187102
cg14866200,chr4,42399843
cg16862295,chr4,42399798
cg21523564,chr15,75251491
cg27437806,chr17,48619672
cg16232979,chr19,16187631
cg27317433,chr19,1401781
cg02966153,chr19,1401767
cg04260368,chr19,1401775
cg26708100,chr2,176983815
cg04473078,chr16,4165886
cg19872299,chr17,17686141
cg12783819,chr17,75369657
cg01565320,chr4,42399851
cg14866200,chr4,42399843
cg23684249,chr4,42399858
cg14517217,chr17,75447478
cg18104645,chr17,75447504
cg26802289,chr7,20817859
cg22674699,chr2,176987918
cg13687825,chr8,101225344
cg11991516,chr17,75447785
cg14980983,chr20,61051039
cg13845982,chr20,61051029
cg20265733,chr20,61051032
cg12664464,chr20,61051021
cg02484469,chr20,61051036
cg01565320,chr4,42399851
cg14866200,chr4,42399843
cg16862295,chr4,42399798
cg23684249,chr4,42399858
cg27317433,chr19,1401781
cg02966153,chr19,1401767
cg04260368,chr19,1401775
cg15014826,chr19,13944447
cg00675569,chr10,45914840
cg13544006,chr20,34189411
cg03902160,chr1,29586660
cg06653045,chr17,68165064
cg09684381,chr6,31697988
cg15264752,chr6,31697973
cg14980983,chr20,61051039
cg13845982,chr20,61051029
cg20265733,chr20,61051032
cg12664464,chr20,61051021
cg02484469,chr20,61051036
cg19221841,chr19,41197049
cg16779463,chr17,75369055
cg17300544,chr17,75369091
cg19554255,chr17,75369051
cg08782337,chr7,193262
cg16839083,chr7,193229
cg01357429,chr7,27285563
cg19057986,chr17,46802871
cg09000583,chr17,46802888
cg22964918,chr7,27286075
cg04933208,chr1,29586414
cg26884027,chr1,29586418
cg20999084,chr17,8124252
cg26970841,chr16,85932666
cg03978375,chr16,85932668
cg12034187,chr7,44163159
cg10755973,chr9,126773879
cg04194494,chr10,45914450
cg14980983,chr20,61051039
cg13845982,chr20,61051029
cg20265733,chr20,61051032
cg12664464,chr20,61051021
cg02484469,chr20,61051036
cg20540209,chr15,76633981
cg00459623,chr2,176936581
cg23291301,chr2,105472469
cg05039004,chr1,29586299
cg00129651,chr17,38347710
cg11067736,chr8,101225252
cg26970841,chr16,85932666
cg03978375,chr16,85932668
cg00116234,chr9,18474243
cg18096253,chr19,18118079
cg08848958,chr16,1384655
cg04817996,chr16,1384626
cg16642284,chr10,129535378
cg09734791,chr8,72756155
cg11416384,chr4,37246827
cg01873886,chr14,54419825
cg21229268,chr21,34442350
cg20340508,chr21,34442377
cg07724977,chr11,35441198
cg05014211,chr19,59074005
cg22298430,chr17,5404330
cg27230784,chr17,5404337
cg27067425,chr19,15695299
cg15057061,chr3,181437299
cg01278596,chr5,139228062
cg12040830,chr11,112833773
cg12861034,chr17,38347816
cg09053680,chr10,135044114
cg04581327,chr17,17687239
cg18045859,chr7,73184526
cg25539045,chr10,129535186
cg04617948,chr10,129535138
cg16831085,chr10,45914645
cg10069493,chr10,45914688
cg11183632,chr20,21503152
cg22298430,chr17,5404330
cg27230784,chr17,5404337
cg02712075,chr17,46671244
cg10153335,chr17,46671293
cg11155697,chr17,46671234
cg06384413,chr17,46671215
cg10970776,chr11,61100608
cg25927164,chr17,17685407
cg19480724,chr7,27285831
cg10177032,chr16,4103492
cg01352090,chr16,4103533
cg16732616,chr1,50886782
cg03901886,chr1,9600115
cg18943693,chr1,155043561
cg24743778,chr2,220379058
cg18844301,chr2,220379000
cg17610929,chr2,220379044
cg10515731,chr2,220378996
cg19210770,chr2,220379091
cg27175288,chr11,61062837
cg05190577,chr11,61062843
cg07402729,chr11,61062902
cg06282270,chr11,61062910
cg01751134,chr16,55543166
cg00467244,chr8,142428240
cg18844301,chr2,220379000
cg17610929,chr2,220379044
cg10515731,chr2,220378996
cg04066019,chr3,16554466
cg00498591,chr3,9904557
cg20265661,chr2,133428502
cg01850449,chr2,133428510
cg09622982,chr2,133428523
cg08763705,chr5,139525657
cg26365854,chr11,44330903
cg14564616,chr5,1876337
cg09352372,chr1,212838765
cg23884187,chr20,37275069
cg27031435,chr15,37403184
cg11926610,chr15,37403211
cg20276377,chr3,99595026
cg22092811,chr3,99595145
cg16600991,chr12,54389477
cg19305111,chr8,142428139
cg09541379,chr10,105212249
cg14159304,chr10,105212236
cg26022183,chr1,156215655
cg24743778,chr2,220379058
cg17610929,chr2,220379044
cg19210770,chr2,220379091
cg06085877,chr3,42304966
cg11417653,chr22,24181212
cg18856388,chr5,1875886
cg20489026,chr1,160053931
cg15580417,chr1,160053947
cg16642284,chr10,129535378
cg11424456,chr17,1131878
cg07035145,chr14,51410689
cg08641866,chr1,1141790
cg02869459,chr2,220349208
cg23533254,chr3,171176940
cg00859352,chr3,171176909
cg19520927,chr11,44341646
cg21327694,chr3,42305063
cg09968723,chr8,143545789
cg00616243,chr13,95202420
cg20483324,chr13,46189838
cg07312701,chr13,46189883
cg01755562,chr3,139653545
cg23273694,chr7,151137162
cg05551889,chr7,151137192
cg08000684,chr19,11530025
cg08068820,chr19,11530021
cg14913644,chr19,11530065
cg20643952,chr12,54398809
cg21837192,chr12,54398765
cg25576011,chr10,129535458
cg19352193,chr13,46425508
cg19430577,chr7,87936225
cg12833207,chr7,87936190
cg19430577,chr7,87936225
cg12833207,chr7,87936190
cg08388041,chr11,17743761
cg02433671,chr19,11529856
cg02870584,chr11,65547924
cg11766552,chr11,65547881
cg07016276,chr6,29692009
cg26751972,chr6,29692000
cg20927242,chr6,29692011
cg09296453,chr6,29692035
cg14024788,chr5,1875611
cg15262242,chr17,47301741
cg08000684,chr19,11530025
cg08068820,chr19,11530021
cg14913644,chr19,11530065
cg12046414,chr2,220379199
cg26228266,chr1,35351340
cg20817902,chr4,81124121
cg27622506,chr3,24537160
cg21303011,chr3,24537177
cg00323305,chr3,24537182
cg22054918,chr4,81123613
cg10927841,chr2,26407743
cg12634932,chr5,43397230
cg10864145,chr5,43397232
cg16549308,chr1,236228755
cg07157830,chr1,236228741
cg04837025,chr1,236228744
cg06288696,chr7,151137008
cg02512352,chr7,151137048
cg10308906,chr15,89954991
cg18958844,chr2,55509779
cg21470387,chr12,112204761
cg18780217,chr12,112204756
cg24525457,chr7,100091255
cg07906520,chr20,37435716
cg25378916,chr5,1875013
cg06654549,chr5,1875058
cg23324048,chr14,60794590
cg17629929,chr5,1875548
cg21227610,chr7,87936078
cg08000684,chr19,11530025
cg08068820,chr19,11530021
cg14913644,chr19,11530065
cg15732851,chr1,203598761
cg21148362,chr3,62353708
cg25660390,chr17,73073700
cg20281962,chr10,8089733
cg18349911,chr5,1877135
cg03599978,chr1,219834537
cg26682664,chr1,219834581
cg07402729,chr11,61062902
cg06282270,chr11,61062910
cg19148440,chr3,9957031
cg16549308,chr1,236228755
cg07157830,chr1,236228741
cg04837025,chr1,236228744
cg25539045,chr10,129535186
cg04617948,chr10,129535138
cg18540674,chr12,54405379
cg15012484,chr6,3232246
cg27140058,chr4,102712216
cg23816347,chr3,126113640
cg11229862,chr3,126113682
cg01815671,chr3,126113663
cg09686443,chr3,126113658
cg14100888,chr9,129445599
cg05224741,chr6,10422322
cg06862374,chr2,219736549
cg23060646,chr3,9904411
cg23350106,chr3,9957221
cg07200280,chr3,16554619
cg18674643,chr4,154713748
cg22366088,chr4,154713789
cg23516463,chr10,88391965
cg17721249,chr1,203598594
cg26253438,chr1,203598623
cg04148762,chr1,203598573
cg17754510,chr6,10391412
cg25378916,chr5,1875013
cg06654549,chr5,1875058
cg24743778,chr2,220379058
cg17610929,chr2,220379044
cg19210770,chr2,220379091
cg23085343,chr20,50159160
cg18494399,chr11,35441558
cg16909962,chr1,229406711
cg03301331,chr1,229406681
cg09850632,chr1,229406661
cg16354091,chr5,137474830
cg21163960,chr11,35441777
cg08734600,chr10,126136228
cg05224741,chr6,10422322
cg07211212,chr20,55200146
cg16578537,chr3,194408556
cg11862731,chr3,194408516
cg08932440,chr10,126136607
cg11740099,chr17,80279430
cg09350341,chr16,55514378
cg17754510,chr6,10391412
cg26532826,chr22,31003127
cg11875119,chr22,31003147
cg24336989,chr6,10385903
cg11536474,chr2,63286049
cg19082708,chr7,64349557
cg18943957,chr17,53342029
cg08886651,chr22,19743029
cg02458945,chr16,55514470
cg26332740,chr1,228196227
cg17318529,chr1,228196198
cg17949727,chr1,38412684
cg10784030,chr1,38412688
cg05749969,chr1,38412711
