acc,chr,pos
cg03048083,chr17,45262130
cg17222164,chr17,45262109
cg01663018,chr15,52805580
cg00860379,chr15,52805625
cg18189994,chr15,52804619
cg12738347,chr15,52804657
cg14359435,chr11,119356882
cg25538627,chr11,119356921
cg23928165,chr19,46493456
cg15273468,chr10,92699908
cg08124910,chr17,45262148
cg01627847,chr17,45262145
cg03048083,chr17,45262130
cg17222164,chr17,45262109
cg07822305,chr1,116418591
cg25743043,chr1,116418611
cg23304296,chr1,116418561
cg11956396,chr19,55080339
cg12293340,chr4,1748715
cg04194674,chr17,38559717
cg08822360,chr10,92699796
cg08151063,chr10,92699771
cg27209395,chr6,26172169
cg13738140,chr9,137295350
cg22049858,chr11,95150957
cg17179875,chr1,116418782
cg05039004,chr1,29259787
cg22973319,chr3,50273408
cg08822360,chr10,92699796
cg08151063,chr10,92699771
cg12865381,chr10,92699690
cg23274680,chr10,93068848
cg07759570,chr19,35001047
cg12352124,chr15,52805643
cg00860379,chr15,52805625
cg19716433,chr14,103123443
cg04138361,chr6,33192527
cg13586420,chr6,33192485
cg04770813,chr6,33192520
cg26944851,chr10,23190716
cg23636941,chr20,34312033
cg12002708,chr20,34312000
cg09250727,chr20,34311978
cg03876823,chr20,34311965
cg18189994,chr15,52804619
cg12738347,chr15,52804657
cg12804010,chr1,114154491
cg11166108,chr11,18395220
cg16201038,chr13,27970623
cg09662694,chr2,85753680
cg03128635,chr2,85753633
cg12930553,chr2,85753619
cg18815025,chr2,85753608
cg14694342,chr19,5828161
cg18058994,chr3,197665119
cg20898829,chr20,3249014
cg20334252,chr15,52804051
cg23695707,chr14,94768489
cg05142765,chr14,94768485
cg10353108,chr11,119356395
cg12600030,chr7,5596189
cg00450784,chr12,106585284
cg17851046,chr12,106585300
cg01165043,chr2,64767267
cg27579711,chr6,26172703
cg14375937,chr10,93065910
cg18097224,chr5,134115546
cg11485451,chr5,134115549
cg17487170,chr5,134115568
cg13046271,chr5,134115552
cg11575912,chr19,5828288
cg09911521,chr19,5828290
cg15256164,chr2,173355897
cg14359435,chr11,119356882
cg25538627,chr11,119356921
cg24526433,chr17,39637827
cg19584803,chr17,39637803
cg06768944,chr8,141206177
cg08294986,chr11,119356310
cg12641569,chr11,70755676
cg02390319,chr1,3393704
cg13690864,chr10,99234181
cg18577511,chr10,99234208
cg16053334,chr11,65575647
cg07148716,chr13,20232400
cg20469799,chr18,46946780
cg12171183,chr18,46946737
cg06198398,chr18,46946744
cg05498007,chr18,46946793
cg16720619,chr4,84502149
cg10904972,chr11,119356618
cg27092752,chr11,119356588
cg01899130,chr14,54881963
cg09940032,chr8,141205637
cg11384924,chr6,33192447
cg27181765,chr6,33192473
cg13586420,chr6,33192485
cg04770813,chr6,33192520
cg01635061,chr6,33192457
cg03413097,chr7,157018728
cg02825977,chr10,93066091
cg26678920,chr11,6320658
cg15202102,chr11,6320637
cg05628549,chr11,6320665
cg27132391,chr11,6320620
cg20938665,chr11,6320612
cg10064871,chr11,6320678
cg19221841,chr19,40691144
cg10227187,chr16,1980508
cg13707894,chr3,27632970
cg23439966,chr3,27632981
cg12473285,chr17,43755607
cg16570157,chr11,829783
cg23620822,chr3,13650712
cg03553786,chr3,13650702
cg11487526,chr17,6455608
cg16630989,chr16,72787667
cg00013655,chr16,579015
cg27557378,chr16,2236785
cg01120165,chr22,50251723
cg12464820,chr22,50251737
cg14703002,chr6,26017830
cg23829024,chr6,26017846
cg07984133,chr13,27970455
cg21250356,chr7,157020908
cg24052359,chr7,157020880
cg04138361,chr6,33192527
cg27181765,chr6,33192473
cg13586420,chr6,33192485
cg04770813,chr6,33192520
cg07345934,chr1,31373096
cg18368411,chr1,31373112
cg15833534,chr1,31373138
cg14407437,chr1,31373076
cg20101529,chr13,27979413
cg22078710,chr15,52795402
cg16825290,chr10,99234069
cg19595402,chr17,38572612
cg19323951,chr11,65225605
cg01172640,chr15,52803838
cg18097224,chr5,134115546
cg11485451,chr5,134115549
cg17487170,chr5,134115568
cg13046271,chr5,134115552
cg24799921,chr10,75408422
cg23085343,chr20,51542621
cg13496979,chr9,130433501
cg06046430,chr4,76898381
cg03477792,chr4,76898421
cg26792755,chr7,141015119
cg06706894,chr10,78407245
cg18110444,chr2,135985890
cg19291355,chr6,44313451
cg04911280,chr6,44313447
cg05917988,chr6,44313460
cg14362630,chr9,130433282
cg03062002,chr17,42679991
cg02473600,chr2,127416174
cg01978368,chr1,16236694
cg08482682,chr11,107928471
cg05848863,chr7,16754453
cg05855588,chr13,33016135
cg18040901,chr12,53963746
cg07466807,chr2,172462219
cg14071579,chr9,124032551
cg16479539,chr12,53951428
cg02376703,chr7,143409037
cg06161630,chr7,143409021
cg27426220,chr7,143409033
cg18569335,chr17,42019952
cg04368796,chr17,42019950
cg06974755,chr9,133121544
cg10383447,chr16,58501189
cg08645670,chr16,86578845
cg23929284,chr20,32018113
cg14162940,chr20,32018065
cg00401091,chr20,51542997
cg11086066,chr20,51542969
cg02618300,chr12,53953075
cg09385093,chr2,118850309
cg09508531,chr5,123088364
cg10480584,chr5,123088396
cg24842260,chr10,75404389
cg15141467,chr1,155062899
cg00585901,chr1,155062912
cg07644571,chr22,21953023
cg24554061,chr11,63938288
cg26590411,chr4,118278491
cg09074743,chr4,118278466
cg11009335,chr2,165794789
cg25492645,chr2,165794810
cg05852040,chr7,77415556
cg13233461,chr12,53956425
cg17959327,chr18,22165497
cg21707187,chr12,53952078
cg14093715,chr9,124013901
cg03035213,chr16,88430669
cg26809635,chr12,53961303
cg09176256,chr10,117534456
cg04521510,chr7,27202425
cg10979436,chr7,27202386
cg05600350,chr4,4856871
cg07215504,chr16,88430599
cg26094299,chr12,49089933
cg15920654,chr4,4867364
cg17518931,chr11,30586651
cg13761440,chr11,30586618
cg09601912,chr2,118833568
cg19612309,chr19,40606473
cg04894705,chr1,212433414
cg20161976,chr17,8073138
cg19291355,chr6,44313451
cg04911280,chr6,44313447
cg05917988,chr6,44313460
cg05207834,chr17,51122020
cg16833452,chr17,76523354
cg13352750,chr7,27185504
cg24446586,chr7,27185459
cg15916646,chr7,27185508
cg10767141,chr7,27185524
cg04521510,chr7,27202425
cg10979436,chr7,27202386
cg06046430,chr4,76898381
cg03477792,chr4,76898421
cg10548492,chr7,97117486
cg09973284,chr12,53952371
cg15697476,chr6,32087697
cg09996288,chr6,32087740
cg17001689,chr6,32087748
cg02740950,chr6,32087757
cg21698185,chr8,2001946
cg15550435,chr10,91220182
cg02387326,chr12,53951895
cg26958524,chr16,86579461
cg11165158,chr16,86579488
cg14609025,chr1,119008360
cg05401764,chr3,158098019
cg26990102,chr2,118849170
cg27182106,chr3,128698897
cg08382235,chr22,19766728
cg05472468,chr8,72005115
cg01490094,chr8,72005128
cg22747076,chr12,54054089
cg11104418,chr17,78129130
cg23166970,chr3,183099790
cg03344955,chr3,183099838
cg18351406,chr4,76898535
cg25916282,chr2,176159032
cg18944451,chr2,176158988
cg14204784,chr9,126624952
cg15141467,chr1,155062899
cg00585901,chr1,155062912
cg10072309,chr11,537558
cg01697719,chr22,19766602
cg16879247,chr6,36593606
cg13506653,chr4,54099696
cg21905630,chr4,54099737
cg21434530,chr4,4868759
cg24685134,chr1,54801479
cg04871778,chr1,54801452
cg14063191,chr9,128724463
cg14914822,chr18,58045951
cg14836636,chr12,119668487
cg26956371,chr10,122954473
cg00862376,chr12,53949927
cg05951084,chr12,53949897
cg08522676,chr12,53949918
cg14377596,chr1,201740007
cg10102418,chr12,401428
cg27509306,chr12,401438
cg05458052,chr8,101491664
cg00588920,chr8,72004912
cg19818998,chr19,51704539
cg12426196,chr1,161039036
cg13906823,chr1,161039034
cg24161057,chr1,161039021
cg23156348,chr11,125111973
cg08811314,chr16,81446232
cg19807376,chr6,32087670
cg21460606,chr6,32087625
cg26997880,chr6,32087593
cg11823230,chr6,32087608
cg05483184,chr6,32087616
cg10515048,chr14,50230565
cg12378888,chr4,4865375
cg12855166,chr17,32519568
cg07602980,chr19,50312462
cg15472784,chr1,3746967
cg25823419,chr3,179451464
cg09130077,chr17,48733340
cg11090364,chr17,48733325
cg18479972,chr17,48733343
cg05064297,chr16,10386109
cg21915647,chr14,20971142
cg08063125,chr19,56478174
cg24626312,chr17,48593970
cg10153335,chr17,48593931
cg02293936,chr17,48593936
cg18780412,chr3,180037298
cg13668618,chr19,57935377
cg12961842,chr19,57935390
cg11788523,chr19,57935402
cg21444693,chr19,57935419
cg15060012,chr19,57935415
cg02147695,chr13,77919522
cg07035515,chr13,77919569
cg09152886,chr13,77919516
cg25717994,chr13,77919496
cg23494140,chr13,77919536
cg21087137,chr12,75334689
cg24234651,chr12,75334691
cg02818811,chr12,75334678
cg08873805,chr19,58118470
cg01145430,chr15,45378328
cg11431346,chr15,45378280
cg04932544,chr1,209938058
cg02401399,chr19,36032682
cg20973720,chr15,79090825
cg11623922,chr6,27791607
cg17438737,chr6,27791620
cg24799187,chr6,27791631
cg18578405,chr16,12902200
cg04557544,chr16,12902189
cg02810156,chr19,36331770
cg01638592,chr12,111034379
cg04342092,chr19,57584100
cg00800512,chr19,57584150
cg02653557,chr19,57584056
cg18435449,chr19,57584077
cg02300154,chr7,71132072
cg01366419,chr7,71132105
cg23867997,chr20,63179272
cg22310279,chr13,77919097
cg24236409,chr13,77919147
cg19650157,chr13,77919162
cg10016380,chr13,77919178
cg12602112,chr13,77919159
cg13434989,chr13,77919170
cg10088041,chr15,45378674
cg25908973,chr15,45378667
cg00645339,chr15,45378677
cg15241920,chr19,54415340
cg24757310,chr2,61145091
cg18158151,chr2,61145121
cg18577280,chr8,17027040
cg00720475,chr8,17027067
cg06873316,chr11,20669136
cg14749465,chr11,20669174
cg15836635,chr8,56113103
cg03405515,chr4,155376702
cg12060744,chr19,57584213
cg18579862,chr19,57584227
cg01046104,chr19,57584220
cg18578405,chr16,12902200
cg04557544,chr16,12902189
cg02147695,chr13,77919522
cg07035515,chr13,77919569
cg09152886,chr13,77919516
cg25717994,chr13,77919496
cg23494140,chr13,77919536
cg17353354,chr21,45287097
cg25222014,chr10,122954556
cg18565342,chr10,122954582
cg13668618,chr19,57935377
cg12961842,chr19,57935390
cg11788523,chr19,57935402
cg21444693,chr19,57935419
cg15060012,chr19,57935415
cg15542798,chr1,232805507
cg15708153,chr19,56368185
cg18787401,chr19,56368190
cg26309134,chr19,56368202
cg16007456,chr1,100539082
cg03131298,chr16,31569568
cg01450705,chr5,175873024
cg16328106,chr2,61145003
cg05037927,chr2,61144982
cg19790321,chr2,61145030
cg10088041,chr15,45378674
cg25908973,chr15,45378667
cg00645339,chr15,45378677
cg06179060,chr13,77918877
cg26230285,chr15,25863265
cg03419058,chr15,25863244
cg20124450,chr15,25863254
cg16389285,chr15,25863252
cg22113930,chr15,25863263
cg25936054,chr19,14979430
cg04704053,chr19,14979463
cg02510267,chr11,20669261
cg24463006,chr20,38674453
cg04422150,chr4,61202581
cg09130077,chr17,48733340
cg11090364,chr17,48733325
cg18479972,chr17,48733343
cg07544038,chr6,70412978
cg21790626,chr19,57709126
cg27049766,chr19,57709148
cg03897712,chr7,74028040
cg19704726,chr10,92690299
cg19818764,chr14,20971541
cg26230285,chr15,25863265
cg03419058,chr15,25863244
cg20124450,chr15,25863254
cg16389285,chr15,25863252
cg22113930,chr15,25863263
cg14907769,chr8,48556381
cg10826197,chr8,48556428
cg11423323,chr1,181318667
cg15315157,chr1,181318669
cg02327501,chr14,92923127
cg15480367,chr14,92923140
cg25820699,chr12,75208023
cg10148473,chr12,75208044
cg18448581,chr18,72867532
cg10924691,chr14,20971389
cg07700514,chr16,56194555
cg02667667,chr16,56194593
cg19047292,chr16,56194530
cg00246932,chr16,56194586
cg08808128,chr2,29115566
cg13912117,chr8,131042309
cg18845189,chr19,57172344
cg13122377,chr19,57172319
cg16635314,chr16,31568978
cg12919520,chr15,26970941
cg27553667,chr15,26970936
cg25467973,chr1,3747141
cg07700514,chr16,56194555
cg02667667,chr16,56194593
cg00246932,chr16,56194586
cg16400492,chr5,140926628
cg23026864,chr5,140926646
cg23953697,chr5,140926623
cg02004641,chr5,140926596
cg02105519,chr5,140926620
cg18902090,chr5,140926664
cg13463054,chr1,76867474
cg16966815,chr1,76867437
cg13823136,chr1,76867453
cg06201642,chr1,76867513
cg10088041,chr15,45378674
cg25908973,chr15,45378667
cg00645339,chr15,45378677
cg11433319,chr21,18245556
cg23739994,chr11,94401590
cg22638597,chr11,94401573
cg09891129,chr11,94401566
cg09657963,chr11,124920979
cg21077559,chr4,121765164
cg05396987,chr4,121765114
cg02527199,chr5,175658242
cg26246807,chr19,57584291
cg26365690,chr6,142088924
cg19233753,chr6,142088961
cg17256157,chr6,142088963
cg22310279,chr13,77919097
cg18032190,chr13,77919094
cg23702615,chr13,77919080
cg01910869,chr13,77919047
cg19916212,chr13,77919068
cg17741501,chr15,28832347
cg10055771,chr1,150282458
cg00397324,chr21,41426667
cg15428578,chr15,33311111
cg23727983,chr11,125904187
cg04609163,chr11,125904195
cg01736784,chr11,125904197
cg03142586,chr19,57708712
cg26230285,chr15,25863265
cg03419058,chr15,25863244
cg20124450,chr15,25863254
cg16389285,chr15,25863252
cg22113930,chr15,25863263
cg03424342,chr3,120450936
cg15109851,chr3,120450974
cg02712075,chr17,48593882
cg10153335,chr17,48593931
cg11155697,chr17,48593872
cg06384413,chr17,48593853
cg06781712,chr5,19988179
cg13604337,chr12,53927869
cg06765956,chr14,41605683
cg17094985,chr3,160039142
cg21176048,chr3,180037447
cg05131623,chr3,180037497
cg05545132,chr2,143937511
cg21185289,chr2,74516310
cg26021246,chr11,130159720
cg05401764,chr3,158098019
cg17251433,chr3,185499082
cg13409170,chr9,124769790
cg23207710,chr3,192409171
cg15048660,chr3,192409146
cg17276002,chr10,73413048
cg09495418,chr15,51341842
cg23207710,chr3,192409171
cg15048660,chr3,192409146
cg01257828,chr3,192409207
cg08900371,chr1,210234211
cg18265162,chr1,210234243
cg18591107,chr7,97006213
cg10383447,chr16,58501189
cg10624054,chr12,52903763
cg04855748,chr11,64300291
cg09675196,chr11,64300323
cg18383813,chr11,64300321
cg20270863,chr1,210234139
cg04282788,chr1,210234128
cg25876656,chr1,210234135
cg22298430,chr17,5501010
cg27230784,chr17,5501017
cg22298430,chr17,5501010
cg27230784,chr17,5501017
cg08002883,chr3,192409668
cg21029769,chr11,130159620
cg00496004,chr11,130159586
cg18373354,chr11,130159789
cg17573813,chr3,61251549
cg04367486,chr3,112333144
cg12868173,chr10,43689649
cg25930673,chr12,122835347
cg22806341,chr10,128541099
cg12093371,chr10,128541052
cg20319211,chr10,128541028
cg08076807,chr17,82298034
cg16911981,chr7,70596149
cg23669611,chr17,1998390
cg02624855,chr19,40605391
cg07808231,chr19,40605441
cg18671949,chr17,5501261
cg10504751,chr16,56356918
cg01269537,chr16,70381611
cg01283201,chr5,78510346
cg08161947,chr12,19439966
cg07545317,chr12,114736793
cg15149596,chr11,19117407
cg14046477,chr9,124769673
cg05809668,chr7,35261577
cg27087956,chr5,123094458
cg17061505,chr11,1573666
cg22831269,chr11,1573637
cg20842253,chr2,27306920
cg11222527,chr1,226739263
cg11401257,chr1,226739244
cg05869122,chr1,226739267
cg06550177,chr7,5429904
cg17352995,chr4,8199401
cg12422844,chr4,8199398
cg12637869,chr3,122022362
cg12120729,chr19,2479004
cg20749769,chr11,130160066
cg01425666,chr7,5428805
cg17170948,chr1,58815711
cg26572488,chr7,132614910
cg04364339,chr10,89327946
cg03458172,chr3,158097883
cg24681845,chr10,124381190
cg03503516,chr22,24494843
cg15552843,chr22,24494841
cg03364108,chr22,24494826
cg12492885,chr22,24494846
cg02469909,chr22,24494863
cg12550055,chr22,24494865
cg24859937,chr8,38554190
cg04458368,chr8,38554164
cg26663796,chr17,82297858
cg22122410,chr3,128493426
cg19638477,chr3,128493430
cg02624855,chr19,40605391
cg07808231,chr19,40605441
cg02506867,chr16,68087142
cg00087417,chr6,35919901
cg12215478,chr6,35919933
cg00361146,chr4,138242626
cg07990843,chr17,27349175
cg09588360,chr2,54558658
cg27539060,chr6,136791326
cg16854917,chr19,51703438
cg17519645,chr19,51703414
cg02376703,chr7,143409037
cg06161630,chr7,143409021
cg27426220,chr7,143409033
cg08900101,chr12,114395238
cg24761867,chr5,139393015
cg01054755,chr5,139392996
cg22773899,chr12,114440358
cg18470839,chr12,114440368
cg25247290,chr11,32439666
cg03669282,chr1,228379017
cg16209795,chr3,192409036
cg16366473,chr3,192409060
cg26721700,chr19,35154695
cg09386954,chr19,35154717
cg22618240,chr19,35154653
cg13044675,chr11,65546690
cg16851771,chr2,42133030
cg26263234,chr3,26624569
cg24087211,chr6,138988737
cg00087417,chr6,35919901
cg12215478,chr6,35919933
cg15701237,chr3,187368366
cg26824216,chr3,187368359
cg19383430,chr3,187368399
cg13757826,chr17,29616079
cg08455275,chr8,143973811
cg00133595,chr16,31216738
cg05310249,chr8,23703077
cg17352995,chr4,8199401
cg12422844,chr4,8199398
cg00886954,chr8,143973545
cg08313638,chr10,12068578
cg18886436,chr12,54391387
cg25954914,chr2,54558046
cg01465169,chr17,29617831
cg19657814,chr19,46634187
cg16718263,chr15,96053120
cg00978584,chr2,201258109
cg27413732,chr17,29615755
cg26629969,chr19,50566239
cg16674492,chr3,128492843
cg24685134,chr1,54801479
cg04871778,chr1,54801452
cg05261559,chr13,20128783
cg26475688,chr13,20128831
cg15747933,chr2,151289964
cg18418335,chr19,2042089
cg12350325,chr12,2691743
cg00848945,chr12,2691753
cg27030141,chr10,121928844
cg17299615,chr19,13833757
cg11171224,chr7,102517762
cg16779463,chr17,77372973
cg17300544,chr17,77373009
cg19554255,chr17,77372969
cg25789216,chr11,66278015
cg15528091,chr19,18008260
cg07721276,chr19,18008255
cg03576234,chr3,187738659
cg12182991,chr3,187738676
cg03804136,chr17,77373137
cg15044248,chr17,77373142
cg02884239,chr17,77373146
cg25730685,chr1,2443571
cg18058994,chr3,197665119
cg14517217,chr17,77451396
cg18104645,chr17,77451422
cg26687120,chr2,9813992
cg20275528,chr17,77373402
cg21929771,chr1,29260068
cg03804136,chr17,77373137
cg15044248,chr17,77373142
cg02884239,chr17,77373146
cg09184502,chr6,106510599
cg14980983,chr20,62475983
cg13845982,chr20,62475973
cg20265733,chr20,62475976
cg12664464,chr20,62475965
cg02484469,chr20,62475980
cg01742627,chr6,28943691
cg05127899,chr6,28943697
cg20668644,chr17,40191351
cg00532449,chr1,2443981
cg27200446,chr6,41638701
cg08021780,chr19,18008071
cg07844660,chr19,18008026
cg10791911,chr19,18007991
cg01956420,chr13,110307321
cg17541528,chr13,110307303
cg15528091,chr19,18008260
cg07721276,chr19,18008255
cg01956420,chr13,110307321
cg17541528,chr13,110307303
cg06848185,chr17,77372820
cg23183906,chr19,16076279
cg15233183,chr19,16076292
cg14866200,chr4,42397826
cg16862295,chr4,42397781
cg21523564,chr15,74959150
cg27437806,chr17,50542311
cg16232979,chr19,16076821
cg27317433,chr19,1401782
cg02966153,chr19,1401768
cg04260368,chr19,1401776
cg26708100,chr2,176119087
cg04473078,chr16,4115885
cg19872299,chr17,17782827
cg12783819,chr17,77373575
cg01565320,chr4,42397834
cg14866200,chr4,42397826
cg23684249,chr4,42397841
cg14517217,chr17,77451396
cg18104645,chr17,77451422
cg26802289,chr7,20778239
cg22674699,chr2,176123190
cg13687825,chr8,100213116
cg11991516,chr17,77451703
cg14980983,chr20,62475983
cg13845982,chr20,62475973
cg20265733,chr20,62475976
cg12664464,chr20,62475965
cg02484469,chr20,62475980
cg01565320,chr4,42397834
cg14866200,chr4,42397826
cg16862295,chr4,42397781
cg23684249,chr4,42397841
cg27317433,chr19,1401782
cg02966153,chr19,1401768
cg04260368,chr19,1401776
cg15014826,chr19,13833633
cg00675569,chr10,45419392
cg13544006,chr20,35601489
cg03902160,chr1,29260148
cg06653045,chr17,70168923
cg09684381,chr6,31730211
cg15264752,chr6,31730196
cg14980983,chr20,62475983
cg13845982,chr20,62475973
cg20265733,chr20,62475976
cg12664464,chr20,62475965
cg02484469,chr20,62475980
cg19221841,chr19,40691144
cg16779463,chr17,77372973
cg17300544,chr17,77373009
cg19554255,chr17,77372969
cg08782337,chr7,193262
cg16839083,chr7,193229
cg01357429,chr7,27245944
cg19057986,chr17,48725509
cg09000583,chr17,48725526
cg22964918,chr7,27246456
cg04933208,chr1,29259902
cg26884027,chr1,29259906
cg20999084,chr17,8220934
cg26970841,chr16,85899060
cg03978375,chr16,85899062
cg12034187,chr7,44123560
cg10755973,chr9,124011600
cg04194494,chr10,45419002
cg14980983,chr20,62475983
cg13845982,chr20,62475973
cg20265733,chr20,62475976
cg12664464,chr20,62475965
cg02484469,chr20,62475980
cg20540209,chr15,76341640
cg00459623,chr2,176071853
cg23291301,chr2,104856011
cg05039004,chr1,29259787
cg00129651,chr17,40191458
cg11067736,chr8,100213024
cg26970841,chr16,85899060
cg03978375,chr16,85899062
cg00116234,chr9,18474245
cg18096253,chr19,18007270
cg08848958,chr16,1334654
cg04817996,chr16,1334625
cg16642284,chr10,127737114
cg09734791,chr8,71843920
cg11416384,chr4,37245205
cg01873886,chr14,53953107
cg21229268,chr21,33070044
cg20340508,chr21,33070071
cg07724977,chr11,35419651
cg05014211,chr19,58562638
cg22298430,chr17,5501010
cg27230784,chr17,5501017
cg27067425,chr19,15584488
cg15057061,chr3,181719511
cg01278596,chr5,139848477
cg12040830,chr11,112963051
cg12861034,chr17,40191564
cg09053680,chr10,133230610
cg04581327,chr17,17783925
cg18045859,chr7,73770196
cg25539045,chr10,127736922
cg04617948,chr10,127736874
cg16831085,chr10,45419197
cg10069493,chr10,45419240
cg11183632,chr20,21522514
cg22298430,chr17,5501010
cg27230784,chr17,5501017
cg02712075,chr17,48593882
cg10153335,chr17,48593931
cg11155697,chr17,48593872
cg06384413,chr17,48593853
cg10970776,chr11,61333136
cg25927164,chr17,17782093
cg19480724,chr7,27246212
cg10177032,chr16,4053491
cg01352090,chr16,4053532
cg16732616,chr1,50421110
cg03901886,chr1,9540056
cg18943693,chr1,155071085
cg24743778,chr2,219514336
cg18844301,chr2,219514278
cg17610929,chr2,219514322
cg10515731,chr2,219514274
cg19210770,chr2,219514369
cg27175288,chr11,61295365
cg05190577,chr11,61295371
cg07402729,chr11,61295430
cg06282270,chr11,61295438
cg01751134,chr16,55509254
cg00467244,chr8,141418140
cg18844301,chr2,219514278
cg17610929,chr2,219514322
cg10515731,chr2,219514274
cg04066019,chr3,16512959
cg00498591,chr3,9862873
cg20265661,chr2,132670929
cg01850449,chr2,132670937
cg09622982,chr2,132670950
cg08763705,chr5,140146072
cg26365854,chr11,44309353
cg14564616,chr5,1876223
cg09352372,chr1,212665423
cg23884187,chr20,38646426
cg27031435,chr15,37110983
cg11926610,chr15,37111010
cg20276377,chr3,99876182
cg22092811,chr3,99876301
cg16600991,chr12,53995693
cg19305111,chr8,141418039
cg09541379,chr10,103452492
cg14159304,chr10,103452479
cg26022183,chr1,156245864
cg24743778,chr2,219514336
cg17610929,chr2,219514322
cg19210770,chr2,219514369
cg06085877,chr3,42263474
cg11417653,chr22,23839025
cg18856388,chr5,1875772
cg20489026,chr1,160084141
cg15580417,chr1,160084157
cg16642284,chr10,127737114
cg11424456,chr17,1228584
cg07035145,chr14,50943971
cg08641866,chr1,1206410
cg02869459,chr2,219484486
cg23533254,chr3,171459151
cg00859352,chr3,171459120
cg19520927,chr11,44320096
cg21327694,chr3,42263571
cg09968723,chr8,142464428
cg00616243,chr13,94550166
cg20483324,chr13,45615703
cg07312701,chr13,45615748
cg01755562,chr3,139934703
cg23273694,chr7,151440076
cg05551889,chr7,151440106
cg08000684,chr19,11419349
cg08068820,chr19,11419345
cg14913644,chr19,11419389
cg20643952,chr12,54005025
cg21837192,chr12,54004981
cg25576011,chr10,127737194
cg19352193,chr13,45851373
cg19430577,chr7,88306910
cg12833207,chr7,88306875
cg19430577,chr7,88306910
cg12833207,chr7,88306875
cg08388041,chr11,17722214
cg02433671,chr19,11419180
cg02870584,chr11,65780453
cg11766552,chr11,65780410
cg07016276,chr6,29724232
cg26751972,chr6,29724223
cg20927242,chr6,29724234
cg09296453,chr6,29724258
cg14024788,chr5,1875497
cg15262242,chr17,49224379
cg08000684,chr19,11419349
cg08068820,chr19,11419345
cg14913644,chr19,11419389
cg12046414,chr2,219514477
cg26228266,chr1,34885739
cg20817902,chr4,80202967
cg27622506,chr3,24495669
cg21303011,chr3,24495686
cg00323305,chr3,24495691
cg22054918,chr4,80202459
cg10927841,chr2,26184874
cg12634932,chr5,43397128
cg10864145,chr5,43397130
cg16549308,chr1,236065455
cg07157830,chr1,236065441
cg04837025,chr1,236065444
cg06288696,chr7,151439922
cg02512352,chr7,151439962
cg10308906,chr15,89411760
cg18958844,chr2,55282643
cg21470387,chr12,111766957
cg18780217,chr12,111766952
cg24525457,chr7,100493632
cg07906520,chr20,38807073
cg25378916,chr5,1874899
cg06654549,chr5,1874944
cg23324048,chr14,60327872
cg17629929,chr5,1875434
cg21227610,chr7,88306763
cg08000684,chr19,11419349
cg08068820,chr19,11419345
cg14913644,chr19,11419389
cg15732851,chr1,203629633
cg21148362,chr3,62368033
cg25660390,chr17,75077605
cg20281962,chr10,8047770
cg18349911,chr5,1877021
cg03599978,chr1,219661195
cg26682664,chr1,219661239
cg07402729,chr11,61295430
cg06282270,chr11,61295438
cg19148440,chr3,9915347
cg16549308,chr1,236065455
cg07157830,chr1,236065441
cg04837025,chr1,236065444
cg25539045,chr10,127736922
cg04617948,chr10,127736874
cg18540674,chr12,54011595
cg15012484,chr6,3232012
cg27140058,chr4,101791059
cg23816347,chr3,126394797
cg11229862,chr3,126394839
cg01815671,chr3,126394820
cg09686443,chr3,126394815
cg14100888,chr9,126683320
cg05224741,chr6,10422089
cg06862374,chr2,218871827
cg23060646,chr3,9862727
cg23350106,chr3,9915537
cg07200280,chr3,16513112
cg18674643,chr4,153792596
cg22366088,chr4,153792637
cg23516463,chr10,86632208
cg17721249,chr1,203629466
cg26253438,chr1,203629495
cg04148762,chr1,203629445
cg17754510,chr6,10391179
cg25378916,chr5,1874899
cg06654549,chr5,1874944
cg24743778,chr2,219514336
cg17610929,chr2,219514322
cg19210770,chr2,219514369
cg23085343,chr20,51542621
cg18494399,chr11,35420011
cg16909962,chr1,229270964
cg03301331,chr1,229270934
cg09850632,chr1,229270914
cg16354091,chr5,138139141
cg21163960,chr11,35420230
cg08734600,chr10,124447659
cg05224741,chr6,10422089
cg07211212,chr20,56625090
cg16578537,chr3,194687827
cg11862731,chr3,194687787
cg08932440,chr10,124448038
cg11740099,chr17,82321554
cg09350341,chr16,55480466
cg17754510,chr6,10391179
cg26532826,chr22,30607140
cg11875119,chr22,30607160
cg24336989,chr6,10385670
cg11536474,chr2,63058914
cg19082708,chr7,64889179
cg18943957,chr17,55264668
cg08886651,chr22,19755506
cg02458945,chr16,55480558
cg26332740,chr1,228008526
cg17318529,chr1,228008497
cg17949727,chr1,37947012
cg10784030,chr1,37947016
cg05749969,chr1,37947039
cg13875012,chr1,11650553
cg20361154,chr22,22508566
cg03053875,chr3,194487530
cg19351026,chr2,63058290
cg06862374,chr2,218871827
cg16578537,chr3,194687827
cg11862731,chr3,194687787
cg09107912,chr6,159169027
cg09602288,chr6,10382567
cg20168806,chr6,10382595
cg21472506,chr2,63056832
cg07938743,chr2,63056804
cg19607165,chr6,10390728
cg24452128,chr6,10390686
cg22656956,chr5,138139488
cg10512745,chr1,50418808
cg07852402,chr9,93951361
cg08258650,chr11,35420353
cg10159951,chr11,35420334
cg05482942,chr10,101139528
cg14383658,chr10,101139505
cg13990351,chr7,64888755
cg01129004,chr7,64888777
cg20691722,chr3,181703639
cg20452230,chr5,138139690
cg25622366,chr2,63054004
cg02111168,chr22,30607296
